repo_id,repo_name,n_stars,n_stars_low_activity,n_stars_latest,p_stars_low_activity
MDEwOlJlcG9zaXRvcnkzMDc3NzM4NjY=,elsoul/souls,295,60,332.0,0.2033898305084746
R_kgDOG_OT_g,codeSTACKr/minter-dapp,2023,410,2043.0,0.20266930301532377
R_kgDOH22m1A,13812851221/-rxrw-daily_morning,663,134,555.0,0.20211161387631976
R_kgDOHnyDbw,Vetoyi/CN_Patch.Being_A_DIK,268,54,248.0,0.20149253731343283
,bdamcoin/bdamx,917,184,,0.20065430752453653
R_kgDOGXF_9w,ProgrammingHero1/snap_dead,484,97,402.0,0.20041322314049587
MDEwOlJlcG9zaXRvcnk4NTAzNzM3MQ==,mark0909099/instahack,884,177,656.0,0.2002262443438914
MDEwOlJlcG9zaXRvcnkyNDkwNjkyMTU=,alura-cursos/logica_progamacion_parte1,461,92,447.0,0.19956616052060738
MDEwOlJlcG9zaXRvcnkxNzE4MTMyODU=,Michael24884/TaiYaKiAnime,682,136,597.0,0.19941348973607037
MDEwOlJlcG9zaXRvcnkyNTEzNjMwOA==,JakeChampion/fetch,412,82,25796.0,0.19902912621359223
R_kgDOHhYTHA,closure-studio/ReadMe,734,146,726.0,0.1989100817438692
MDEwOlJlcG9zaXRvcnkzMzcxNzU5Nzk=,FarbstoffRSL/RSL-Helper,267,53,236.0,0.19850187265917604
R_kgDOHB4A1Q,lensterxyz/lenster,22997,4562,23277.0,0.19837370091751097
R_kgDOKYs8dw,CodeWithHarry/Sigma-Web-Dev-Course,6100,1208,5866.0,0.1980327868852459
MDEwOlJlcG9zaXRvcnkyMzQ0MDYxNDU=,Guray00/IngegneriaInformatica,283,56,270.0,0.1978798586572438
R_kgDOJzE5Qw,CodeWithHarry/100-days-of-code-youtube,780,154,758.0,0.19743589743589743
MDEwOlJlcG9zaXRvcnkyOTQ4MDIyNTM=,moddio/taro,304,60,286.0,0.19736842105263158
,tcgoku2k1/dark-web-links,629,124,,0.1971383147853736
,tobojah/darkweb-now,2721,535,,0.1966188901139287
MDEwOlJlcG9zaXRvcnk5MzMyNDE0MQ==,FouadRaheb/Watusi-for-WhatsApp,1311,257,1312.0,0.19603356216628529
MDEwOlJlcG9zaXRvcnkxNTIxODY4Mw==,chinoogawa/fbht,1255,246,1309.0,0.19601593625498007
R_kgDOJEpyiA,jfadev/bottok,449,88,407.0,0.19599109131403117
R_kgDOGMAStA,NEST-Protocol/NEST-Oracle-V4.0,409,80,417.0,0.19559902200489
MDEwOlJlcG9zaXRvcnkyNDY0NjQ1NjU=,PojavLauncherTeam/PojavLauncher,7345,1434,6634.0,0.1952348536419333
R_kgDOJOqVng,HaobinZhou/Get_MR,262,51,279.0,0.1946564885496183
,xy-busines/abacus--market--url,813,158,,0.1943419434194342
MDEwOlJlcG9zaXRvcnkyNjM1NTQ2ODA=,sourcefuse/loopback4-microservice-catalog,304,59,293.0,0.19407894736842105
MDEwOlJlcG9zaXRvcnkzODk4NjA1OTk=,kkapuria3/FREE-Amazon-BUY-Bot,289,56,291.0,0.19377162629757785
R_kgDOKJIuuA,Eltirosto/Degrees-of-Lewdity-Chinese-Localization,3631,703,3689.0,0.19361057559900854
MDEwOlJlcG9zaXRvcnk4NDY5OTQxNg==,BLCM/BLCMods,331,64,763.0,0.1933534743202417
MDEwOlJlcG9zaXRvcnkxMDAxMjY4MDQ=,LaQuay/TDTChannels,1350,259,1483.0,0.19185185185185186
R_kgDOKkGeTA,SidraChain/sidra-contracts,1935,371,1950.0,0.1917312661498708
R_kgDOH40Euw,NEST-Protocol/NESTRedEnvelopesBot,397,76,404.0,0.19143576826196473
MDEwOlJlcG9zaXRvcnk0MDEzMDE2MjM=,simonfarah/tiktok-bot,493,94,535.0,0.19066937119675456
R_kgDOIldQCA,gaganode/gaga_android_sdk,521,99,501.0,0.19001919385796545
R_kgDOKuQ7QQ,cphxj123/Dol-BJX-Ex,279,53,278.0,0.18996415770609318
R_kgDOHC_f6w,help-iq/Music1,316,60,416.0,0.189873417721519
MDEwOlJlcG9zaXRvcnkxNTE1MDUyOTM=,CS-Tao/whu-library-seat-mobile,761,144,737.0,0.18922470433639949
MDEwOlJlcG9zaXRvcnkyMjc1NzczNjU=,finos/legend,1093,206,1200.0,0.18847209515096067
MDEwOlJlcG9zaXRvcnk1MzMzODA2Ng==,91yun/vpn,266,50,276.0,0.18796992481203006
R_kgDOGT2Viw,V4NSH4J/discord-mass-DM-GO,2618,491,2169.0,0.18754774637127578
R_kgDOJhBz9w,anandgokul18/dcvpn_rust,714,133,28.0,0.18627450980392157
MDEwOlJlcG9zaXRvcnkyMTIyNzIwOTA=,CMSgov/price-transparency-guide,349,65,360.0,0.18624641833810887
R_kgDOLXpElQ,sina-moradbakhti/hiddify-wow-config,334,62,341.0,0.18562874251497005
R_kgDOIX-BwQ,exorde-labs/ExordeModuleCLI,1126,209,1111.0,0.18561278863232683
R_kgDOKkJ19A,SidraChain/go-ethereum,2005,372,1981.0,0.1855361596009975
R_kgDOI4j02A,termuxhackers-id/INSTAHACK,400,74,346.0,0.185
R_kgDOKFcTcw,carlcastanas/IT-curriculum-guide,314,58,320.0,0.18471337579617833
MDEwOlJlcG9zaXRvcnkzNjIyOTYwNzI=,skyward-finance/contracts,467,86,769.0,0.1841541755888651
MDEwOlJlcG9zaXRvcnkzNjg5OTgyNzY=,merico-dev/build,527,97,495.0,0.1840607210626186
MDEwOlJlcG9zaXRvcnkzNDEyNzgwOTU=,TgCatUB/nekopack,821,151,1591.0,0.18392204628501826
R_kgDOIqHCBQ,Avangelista/CarTube,430,79,427.0,0.18372093023255814
MDEwOlJlcG9zaXRvcnkxMjU2ODcwNjk=,axstin/rbxfpsunlocker,2204,403,1930.0,0.18284936479128858
MDEwOlJlcG9zaXRvcnkxMzI4MTMxNDg=,iNDS-Team/iNDS,438,80,495.0,0.182648401826484
MDEwOlJlcG9zaXRvcnk1OTM0MzMzNg==,NEUP-Net-Depart/Trading-View,302,55,22.0,0.18211920529801323
,Saad-Salem5/GTA-V-Mod-Menu,604,110,,0.18211920529801323
MDEwOlJlcG9zaXRvcnkzNzA5MzAwOTM=,ThatOneCalculator/Among-Us-Dumpy-Gif-Maker,588,107,521.0,0.18197278911564627
R_kgDOIsPetg,WH1T3-E4GL3/brute-eagle,286,52,239.0,0.18181818181818182
MDEwOlJlcG9zaXRvcnkzNDM2MDYzMzE=,AureusStratus/ExoGenesis,397,72,376.0,0.181360201511335
MDEwOlJlcG9zaXRvcnkyMjU0MzA1ODM=,joanby/masters-desarrollo-udemy,598,108,558.0,0.1806020066889632
MDEwOlJlcG9zaXRvcnkyMTA2MjY5NjQ=,totumonline/totum-mit,882,159,916.0,0.18027210884353742
R_kgDOIUZ1yA,venom-blockchain/awesome-venom,405,73,392.0,0.18024691358024691
MDEwOlJlcG9zaXRvcnkyNDg5MzcwMzU=,osudroid/osu-droid,605,109,529.0,0.18016528925619835
R_kgDOJcTg5g,runhey/OnmyojiAutoScript,1633,294,1641.0,0.18003674219228413
R_kgDOK-O-Lg,piombilubicsr/Signers,456,82,40.0,0.17982456140350878
,gooin/DailySync,445,80,,0.1797752808988764
MDEwOlJlcG9zaXRvcnk0MTY2NjQwNA==,isaacbernat/netflix-to-srt,512,92,749.0,0.1796875
R_kgDOHFSWrw,joaneeet7/Bootcamp,624,112,647.0,0.1794871794871795
R_kgDOIanR5A,sui-foundation/sui-move-intro-course,2088,374,2178.0,0.17911877394636017
,cryptoc0ding/pancakeswap-sniper-bot,466,83,,0.1781115879828326
R_kgDOKgka2Q,metercai/SimpleSDXL,562,100,579.0,0.17793594306049823
MDEwOlJlcG9zaXRvcnkxNjI2MTMyNjg=,ethereum-lists/chains,9219,1639,8685.0,0.17778500922008894
R_kgDOG-J8og,Omni9/MagiskOnWSA,356,63,795.0,0.17696629213483145
R_kgDOIldQQg,gaganode/gaga_android,311,55,300.0,0.17684887459807075
R_kgDOIDUzTQ,mindspore-lab/mindnlp,657,116,679.0,0.1765601217656012
R_kgDOIr9r4w,hiifeng/V2ray-for-Doprax,9206,1625,8414.0,0.17651531609819682
MDEwOlJlcG9zaXRvcnkyNDQ4Njg0MjE=,ZaneYork/SMAPI-Android-Installer,726,128,669.0,0.1763085399449036
R_kgDOIrNXbw,pyfbsdk59/Flask-ChatGPT-TelegramBot-Vercel,308,54,292.0,0.17532467532467533
R_kgDOKkYs3A,gofr-dev/gofr,2803,491,2822.0,0.17516946129147343
R_kgDOGrzZHA,AccumulateMore/Python,378,66,385.0,0.1746031746031746
MDEwOlJlcG9zaXRvcnk0ODA2MzUxMQ==,Ada-Developers-Academy/ada-build,298,52,743.0,0.174496644295302
R_kgDOJ9mbQA,ptahdao/lmr-partners,654,114,310.0,0.1743119266055046
R_kgDOMgO1fQ,share121/inter-knot,707,123,708.0,0.173974540311174
,Telethon-helper/MUSIC,449,78,,0.17371937639198218
MDEwOlJlcG9zaXRvcnkxOTY5NjMy,TrinityCore/WowPacketParser,311,54,426.0,0.17363344051446947
R_kgDOGL4JVQ,Avnsx/fansly,513,89,1272.0,0.17348927875243664
,LSPosed/MagiskOnWSA,17674,3064,,0.17336200067896346
MDEwOlJlcG9zaXRvcnkyMTIyMDQ1MDQ=,OTCv8/otclientv8,312,54,247.0,0.17307692307692307
R_kgDOKcWSkA,mouredev/hello-sql,4166,721,4293.0,0.1730676908305329
,crinny/b0mb3r,856,148,,0.17289719626168223
MDEwOlJlcG9zaXRvcnkyNDAzNjAyNzE=,sCrypt-Inc/boilerplate,296,51,323.0,0.17229729729729729
R_kgDOIiYJ9Q,Th30neAnd0nly/TrackDown,447,77,413.0,0.17225950782997762
MDEwOlJlcG9zaXRvcnkzMjU3ODQ2Nw==,ChartsOrg/Charts,454,78,27532.0,0.17180616740088106
,fritzhaxx/DiscordExploit,2580,440,,0.17054263565891473
MDEwOlJlcG9zaXRvcnkyMDk5NTY5Mzc=,reed-hong/awesome-libra,4150,705,3848.0,0.16987951807228915
R_kgDOKuWSVA,Sab1e-GitHub/BadAppleJuice,318,54,308.0,0.16981132075471697
R_kgDOHNlvdw,TheSadError/NIVOS,336,57,392.0,0.16964285714285715
,FollowMec/Trading-Bot-Arbitrage-Eth-Bsc,448,76,,0.16964285714285715
MDEwOlJlcG9zaXRvcnkyMDYwODQ=,Homebrew/legacy-homebrew,630,106,26982.0,0.16825396825396827
R_kgDOK2rPzw,aptos-labs/developer-docs,823,138,866.0,0.16767922235722965
MDEwOlJlcG9zaXRvcnk2OTY0MzczOA==,leonhartX/gas-github,2781,466,3446.0,0.1675656238763035
,developerdesigner18/spoofer-hwid,813,136,,0.16728167281672818
MDEwOlJlcG9zaXRvcnkxMDQzMjE2Mjc=,Adamant-im/adamant,819,137,725.0,0.16727716727716727
,Kadenio/Uniswap-Sniper-Bot-Free,341,57,,0.16715542521994134
R_kgDOG-J8og,daPharaoh/MagiskOnWSA,539,90,795.0,0.16697588126159554
MDEwOlJlcG9zaXRvcnkyMjcxMDQ2NTE=,MalitsPlus/ShizuruNotes,605,101,522.0,0.1669421487603306
MDEwOlJlcG9zaXRvcnkxNjg1Nzk1Mg==,wszf/androrat,1252,209,1868.0,0.16693290734824281
MDEwOlJlcG9zaXRvcnkxOTgyMjEzMjE=,Bl4ckDr460n/HxWhatsApp,984,163,792.0,0.16565040650406504
,trapstar39lo/verified-tor-sites-2024,2207,364,,0.164929768917082
R_kgDOHC_hgg,help-iq/Music2,437,72,663.0,0.16475972540045766
MDEwOlJlcG9zaXRvcnkyMTA4NTgyMzI=,kumpulanremaja/wifi,644,106,564.0,0.16459627329192547
,wdzeng/bot-automation,596,98,,0.1644295302013423
MDEwOlJlcG9zaXRvcnkzODU5NjgyMDE=,dmitrijkotov634/android-bomber,499,82,403.0,0.16432865731462926
MDEwOlJlcG9zaXRvcnk4Nzc1ODY4Ng==,ceres993434/PornHubBot,788,129,601.0,0.16370558375634517
MDEwOlJlcG9zaXRvcnkxMjU2NDAwMTQ=,tiptoettt/instashell,556,91,416.0,0.16366906474820145
MDEwOlJlcG9zaXRvcnkyNzc3OTgyNzQ=,tatumio/tatum-js,440,72,362.0,0.16363636363636364
MDEwOlJlcG9zaXRvcnkzMjQ0MjEzMjI=,Woodi-dev/Among-Us-Sheriff-Mod,422,69,342.0,0.16350710900473933
MDEwOlJlcG9zaXRvcnk5MzE5ODQ4Mw==,b3-v3r/Hunner,734,120,736.0,0.16348773841961853
R_kgDOGIVJrw,LinkedInLearning/learning-python-2896241,569,93,568.0,0.1634446397188049
R_kgDOJY43Zw,lyy289065406/re0-web,1083,177,4.0,0.1634349030470914
R_kgDOJ8xE9w,shovoalways/CSS-Course,518,84,522.0,0.16216216216216217
R_kgDOIEkk-g,WeAreMahsaAmini/Core,1826,296,1722.0,0.16210295728368018
R_kgDOHb-H0w,NightmareAI/Real-ESRGAN,898,145,881.0,0.16146993318485522
R_kgDOMDaKKA,Karan60/Projects-for-Instagram,373,60,371.0,0.16085790884718498
MDEwOlJlcG9zaXRvcnkyMDA0MjE1Mg==,nightscout/cgm-remote-monitor,1911,307,2399.0,0.1606488749345892
R_kgDOJ_39Ug,oxylabs/google-maps-scraper,1052,169,996.0,0.16064638783269963
R_kgDOKV02Sg,doenerium6969/doenerium-fixed,324,52,211.0,0.16049382716049382
MDEwOlJlcG9zaXRvcnkxODc2MzA0NjE=,tkkcc/ArkLights,1303,209,1472.0,0.16039907904834996
R_kgDOJSC2eg,TeamFlos/phira,1188,190,1187.0,0.15993265993265993
MDEwOlJlcG9zaXRvcnkxMzU2OTg5OTY=,starksecurity/Pierian-Data-Complete-Python-3-Bootcamp,815,130,857.0,0.15950920245398773
MDEwOlJlcG9zaXRvcnkzNzcwODkwOTA=,QiHuiKeJi/https-github.com-peng-zhihui-XUAN-Bike,440,70,452.0,0.1590909090909091
,glixzzy/blooket-hack,543,86,,0.15837937384898712
R_kgDOK3Ng1w,conductor-oss/conductor,18875,2989,17714.0,0.15835761589403974
MDEwOlJlcG9zaXRvcnkyMTA0NTI2MTg=,Adlik/Adlik,785,124,794.0,0.15796178343949044
R_kgDOI7vofA,opera-gaming/gxmods,894,141,785.0,0.15771812080536912
MDEwOlJlcG9zaXRvcnkyNjcyMjIzMjg=,landy22granatt/Kumpulan-Script-Termux,597,94,495.0,0.1574539363484087
MDEwOlJlcG9zaXRvcnkyOTI1NDE2Nzg=,paritytech/polkadot-launch,484,76,460.0,0.15702479338842976
R_kgDOKIr6kQ,moesnow/March7thAssistant,4828,758,4937.0,0.15700082850041425
,w4ura/flugsvamp-4-0,561,88,,0.1568627450980392
MDEwOlJlcG9zaXRvcnkzMTM5MzQwMzM=,sharmajv/vpn,3840,602,3354.0,0.15677083333333333
MDEwOlJlcG9zaXRvcnkzNzI4MTQ4NjQ=,hakanyalcinkaya/Sifirdan-Projelerle-Front-End-ve-React-Egitimi,479,75,603.0,0.15657620041753653
MDEwOlJlcG9zaXRvcnkzMjI2NzYyMTk=,aditya-shri/VPN,1088,170,849.0,0.15625
MDEwOlJlcG9zaXRvcnkyOTE1MjM2Mjg=,marcosrivasr/bootstrap5-website,449,70,421.0,0.155902004454343
MDEwOlJlcG9zaXRvcnkxMzUzMzQ3Nzk=,MinterTeam/minter-go-node,360,56,356.0,0.15555555555555556
R_kgDOJPPutA,Project-DARC/DARC,10395,1616,9377.0,0.15545935545935546
MDEwOlJlcG9zaXRvcnkxNjAwOTg0NTA=,chucktomasi/sn-learn-javascript,419,65,446.0,0.15513126491646778
R_kgDOMsvHig,OivyzOtovector/mev-BOT-BNB-ETH,768,119,141.0,0.15494791666666666
R_kgDOHdiTzg,CleverProgrammers/JavaScript-Course-by-Clever-Programmer-,3041,470,2917.0,0.15455442288720816
MDEwOlJlcG9zaXRvcnkzNjIzNzk2MDc=,shmykelsa/AAAD,1736,267,1729.0,0.15380184331797234
R_kgDOHHXibQ,StringManolo/hackingTermux101,575,88,578.0,0.15304347826086956
MDEwOlJlcG9zaXRvcnkxODgxMjE3OTY=,Jabrils/Uncle-Rober-Baseball-Predictor,471,72,496.0,0.15286624203821655
MDEwOlJlcG9zaXRvcnkxMzgzNjM5Nzg=,pa1nki113r/Project_Brutality,1159,177,1165.0,0.15271786022433131
MDEwOlJlcG9zaXRvcnkxNDAyODI3NDM=,jmzeng1314/GEO,655,100,770.0,0.15267175572519084
MDEwOlJlcG9zaXRvcnkxNDE3NzU1ODY=,CS-Tao/whu-library-seat,815,124,803.0,0.1521472392638037
MDEwOlJlcG9zaXRvcnkzODAzMzcwMzk=,pi-apps/pi-platform-docs,1850,281,1734.0,0.1518918918918919
R_kgDOGa7U7w,DebianArch64/DebProvision,1169,177,1109.0,0.1514114627887083
MDEwOlJlcG9zaXRvcnkzMTk5NzM2NTA=,zachgoll/fullstack-roadmap-series,1632,247,1572.0,0.15134803921568626
MDEwOlJlcG9zaXRvcnkyMDk1NDU2MTI=,xMistt/fortnitepy-bot,489,74,358.0,0.15132924335378323
R_kgDOH9s_Fg,Steamauto/Steamauto,357,54,731.0,0.15126050420168066
MDEwOlJlcG9zaXRvcnkzNDEzNTI4NTk=,slushiegoose/Town-Of-Us,782,118,823.0,0.15089514066496162
R_kgDOIulESw,UseInterstellar/Interstellar,345,52,926.0,0.15072463768115943
MDEwOlJlcG9zaXRvcnk5ODY5MDg4Ng==,Innoxia/liliths-throne-public,407,61,483.0,0.14987714987714987
R_kgDOHscd7A,AammarTufail/pythonkachilla_version2,516,77,486.0,0.14922480620155038
MDEwOlJlcG9zaXRvcnkyMzE5MTc4NTM=,scala-network/MobileMiner,342,51,306.0,0.14912280701754385
MDEwOlJlcG9zaXRvcnkyODQ2MTU0NTc=,the-cult-of-integral/discord-raidkit,557,83,596.0,0.1490125673249551
R_kgDOHe12Ig,cita-cloud/cita_cloud_proto,626,93,4.0,0.1485623003194888
MDEwOlJlcG9zaXRvcnkzNzI2NzQxNDE=,DigitalChinaOpenSource/TiDB-for-PostgreSQL,399,59,387.0,0.14786967418546365
R_kgDOHt5MAA,HVML/PurC,1101,162,1056.0,0.14713896457765668
MDEwOlJlcG9zaXRvcnk4NDkyODEyOA==,evait-security/weeman,435,64,578.0,0.1471264367816092
MDEwOlJlcG9zaXRvcnkyNjAwNTg3Mjc=,miffycs/Animal-Crossing-Amiibo,792,116,788.0,0.14646464646464646
R_kgDOIGGcaA,Lorenzik/TMRB,404,59,356.0,0.14603960396039603
R_kgDOGxwmXA,DenizShabani/telegramscraper,378,55,366.0,0.1455026455026455
,rixon-cochi/SMF,1623,236,,0.14540973505853358
,opendreamnet/dreamtime,849,123,,0.14487632508833923
,THIAGODENNY/THIAGODENNY1,415,60,,0.14457831325301204
R_kgDOJRvC0Q,hect0x7/JMComic-Crawler-Python,887,128,791.0,0.14430665163472378
R_kgDOKHjTfQ,jofpin/temcrypt,513,74,400.0,0.1442495126705653
MDEwOlJlcG9zaXRvcnkxODkwMDkyNDY=,pashayogi/SETAN,569,82,474.0,0.14411247803163443
R_kgDOIO5DiA,natrixdev/Discord-Server-Boost-Botter,354,51,286.0,0.1440677966101695
R_kgDOHzxSLw,YenalyLiew/Han1meViewer,1535,221,1556.0,0.14397394136807817
R_kgDOJ5-MQw,chain-ml/council,785,113,817.0,0.14394904458598726
R_kgDOGjNPLw,Euronymou5/Doxxer-Toolkit,396,57,379.0,0.14393939393939395
MDEwOlJlcG9zaXRvcnkxOTc3NzgxMg==,seven332/EhViewer,6584,947,8742.0,0.14383353584447145
R_kgDOHJnTWg,useragents/Snapchat-Snapscore-Botter,904,130,799.0,0.14380530973451328
R_kgDOMFUBXw,DexisApp/Dexis,1143,164,375.0,0.14348206474190725
R_kgDOJEXQ7A,chenfei-wu/TaskMatrix,476,68,34518.0,0.14285714285714285
MDEwOlJlcG9zaXRvcnkyMzMzNDg3NDA=,qianjiachun/douyuEx,3616,516,3607.0,0.1426991150442478
MDEwOlJlcG9zaXRvcnkxMzY1NDU1MjM=,yuuwill/1024app-android,5184,739,6082.0,0.14255401234567902
MDEwOlJlcG9zaXRvcnk0MDEwMjU=,mislav/hub,745,106,22791.0,0.14228187919463087
R_kgDOHJOuuA,H5GG/H5GG,585,83,619.0,0.14188034188034188
R_kgDOJuhJOw,spaceandtimelabs/blitzar,2577,365,2631.0,0.14163756305781916
R_kgDOGNp1CA,lwm98/health160,551,78,524.0,0.14156079854809436
MDEwOlJlcG9zaXRvcnkyODk0MjMxOTg=,snapshot-labs/snapshot,9062,1282,9223.0,0.14146987419995585
R_kgDOKARBtA,thisjam/sd-webui-oldsix-prompt,1751,247,1772.0,0.14106225014277557
R_kgDOIQeFGg,FCL-Team/FoldCraftLauncher,1441,203,1408.0,0.14087439278278974
R_kgDOIa4KEg,educ8s/Raylib-CPP-Starter-Template-for-VSCODE,398,56,372.0,0.1407035175879397
MDEwOlJlcG9zaXRvcnkzMTg3ODM1NjA=,verida/verida-js,1274,179,1319.0,0.14050235478806908
MDEwOlJlcG9zaXRvcnkxMDEzMTQzMTM=,SMH17/bitcoin-hacking-tools,534,75,480.0,0.1404494382022472
MDEwOlJlcG9zaXRvcnkzMzI1MDk0OTc=,Kiny-Kiny/Kiny-Painel,442,62,380.0,0.14027149321266968
R_kgDOLJOPZw,shr670377723/CommunityServer-master,828,116,292.0,0.14009661835748793
R_kgDOI4O9Gg,ripple/opensource.ripple.com,886,124,931.0,0.1399548532731377
MDEwOlJlcG9zaXRvcnkxNzk1NzQwNzU=,FSystem88/spymer,686,96,535.0,0.13994169096209913
MDEwOlJlcG9zaXRvcnk0MDIxMjgwMg==,SmartThingsCommunity/SmartThingsPublic,1519,212,2560.0,0.13956550362080317
,XuanRanDev/Auto-GongXueYun,560,78,,0.1392857142857143
R_kgDOKiMMrw,red-ninjas/himalaya-ui,474,66,110.0,0.13924050632911392
MDEwOlJlcG9zaXRvcnkxMzY2NDg4Nzg=,yuuwill/1024app-ios,1799,250,2183.0,0.13896609227348528
R_kgDOJEfP9g,LocalizeLimbusCompany/LocalizeLimbusCompany,447,62,505.0,0.13870246085011187
R_kgDOITR83Q,askdkc/breezejp,433,60,425.0,0.13856812933025403
R_kgDOLbRjEA,oxylabs/google-news-scraper,1090,151,1030.0,0.13853211009174313
MDEwOlJlcG9zaXRvcnkzODQ5NDcwMjI=,NucleoidJS/Nucleoid,492,68,531.0,0.13821138211382114
R_kgDOLAN2FA,malinkang/weread2notion-pro,1940,268,2010.0,0.13814432989690723
MDEwOlJlcG9zaXRvcnkxOTg2Nzc4MzE=,otvorete/petition,1080,149,955.0,0.13796296296296295
MDEwOlJlcG9zaXRvcnkxMjgyOTEyMTA=,maxrooted/instashell,551,76,471.0,0.13793103448275862
,tata-chka/verified-tor-sites,2806,387,,0.13791874554526015
MDEwOlJlcG9zaXRvcnkyOTcwMDM3NTI=,gege-circle/home,1713,236,1172.0,0.13776999416228838
R_kgDOJXwg7A,malinkang/weread2notion,1650,226,2232.0,0.13696969696969696
,Hengle/DeepNewdsForAndroid,490,67,,0.13673469387755102
MDEwOlJlcG9zaXRvcnkyMjQ3NzM2NDQ=,wenshunbiao/docker,440,60,410.0,0.13636363636363635
R_kgDOGqB6kA,Cyber-Dioxide/Wifi-Brute,565,77,529.0,0.13628318584070798
R_kgDOIcLpew,seadhy/Spotify-Account-Creator,521,71,427.0,0.1362763915547025
MDEwOlJlcG9zaXRvcnkyNDg1NDQ4NjY=,ronmarasigan/LavaLust,404,55,423.0,0.13613861386138615
MDEwOlJlcG9zaXRvcnkyNzc5NDQ2MDU=,MiltonPereiraNeto/Asabeneh-30-Days-Of-Python,654,89,627.0,0.13608562691131498
R_kgDOG1i3Hg,Hicores/QTool,944,128,813.0,0.13559322033898305
,boating-in-autumn-rain/Bearing-fault-Diagnosis-based-on-deep-learning,392,53,,0.13520408163265307
MDEwOlJlcG9zaXRvcnk2MTk2NjMwMA==,hussien89aa/PythonTutorial,459,62,744.0,0.13507625272331156
MDEwOlJlcG9zaXRvcnkxNDUxMDUxNDU=,INDOnimous/Card-Number,371,50,333.0,0.1347708894878706
MDEwOlJlcG9zaXRvcnkyMDE0MDY2NTc=,msbbigdata/javase,394,53,370.0,0.13451776649746192
MDEwOlJlcG9zaXRvcnkzMTIxNTI0NzI=,EthanArbuckle/carplay-cast,409,55,389.0,0.13447432762836187
MDEwOlJlcG9zaXRvcnk4MzMxNTU0Mg==,Yink/Amadeus,454,61,970.0,0.1343612334801762
,suljot/shellphish,1124,151,,0.13434163701067617
MDEwOlJlcG9zaXRvcnkxMjM0MDA1MTg=,kelasterbuka/Python3.x_Dasar_Programming,501,67,483.0,0.13373253493013973
MDEwOlJlcG9zaXRvcnkyNTY4MDE4MDQ=,CodeWithHarry/DanceWebsite,442,59,335.0,0.1334841628959276
R_kgDOI5nEbg,niuhuan/jenny,1180,157,1056.0,0.13305084745762713
MDEwOlJlcG9zaXRvcnk0OTUxNTE1Ng==,MRCIEU/TwoSampleMR,377,50,420.0,0.13262599469496023
MDEwOlJlcG9zaXRvcnkzMDAyNzkxNTQ=,Rako-Team/Redline-Stealer,514,68,276.0,0.13229571984435798
R_kgDOGybmlQ,YBIFoundation/Fundamental,1755,232,1704.0,0.1321937321937322
R_kgDOJkXsJQ,Colt/TheWebDeveloperBootcampSolutions,1158,153,1141.0,0.13212435233160622
R_kgDOK1EW6Q,hect0x7/JMComic-APK,1109,146,1066.0,0.13165013525698827
MDEwOlJlcG9zaXRvcnkzMzQ2MzAxMjY=,Norbyte/bg3se,1051,138,1102.0,0.1313035204567079
MDEwOlJlcG9zaXRvcnkxMTg4ODg3MTk=,CodeSama346623/Bilibili346623,419,55,465.0,0.13126491646778043
,NullPulse/SocialMediaHackingToolkit,381,50,,0.13123359580052493
MDEwOlJlcG9zaXRvcnkyMTMzMTA5MA==,4ian/GDevelop,9466,1234,10455.0,0.13036129304880625
MDEwOlJlcG9zaXRvcnk5NzI0ODU2Nw==,brucefan1983/GPUMD,408,53,453.0,0.12990196078431374
R_kgDOHXzyrQ,niuhuan/wax,825,107,752.0,0.1296969696969697
MDEwOlJlcG9zaXRvcnkzOTU5NTkzNzU=,ZALin/ESJZone-novel-mirror,401,52,405.0,0.12967581047381546
MDEwOlJlcG9zaXRvcnkxNTkwMTYyNDA=,Taoviqinvicible/Tools-termux,540,70,447.0,0.12962962962962962
MDEwOlJlcG9zaXRvcnkxNjM0MzcxMTM=,atilsamancioglu/PythonCourse,525,68,461.0,0.1295238095238095
MDEwOlJlcG9zaXRvcnkxMjEyOTE3NTg=,Pierian-Data/Complete-Python-3-Bootcamp,24922,3225,27330.0,0.12940373966776342
MDEwOlJlcG9zaXRvcnkzMTUzMjEwNjA=,TechRate/Smart-Contract-Audits,574,74,569.0,0.1289198606271777
R_kgDOHvr-fw,Time9Y/Matlab-Machine,683,88,696.0,0.12884333821376281
MDEwOlJlcG9zaXRvcnkxMzk2ODI0NA==,zebrunner/carina,412,53,954.0,0.12864077669902912
MDEwOlJlcG9zaXRvcnkxMzAyODEwMDI=,iotexproject/iotex-core,1529,196,1548.0,0.12818835840418574
R_kgDOI_tc_g,NTUYWANG103/APEX_AIMBOT,687,88,585.0,0.12809315866084425
,NOTMORSE/defi-dex-sniper-bot-selenium-crypto,1244,159,,0.12781350482315113
R_kgDOKEXRxw,OwshenNetwork/owshen,2070,264,2040.0,0.12753623188405797
,vazha58/incognito-market,494,63,,0.12753036437246965
R_kgDOHuV12w,GH05T-HUNTER5/GH05T-INSTA,722,92,666.0,0.12742382271468145
,tglefevre/tor-sites-list-2024,639,81,,0.1267605633802817
MDEwOlJlcG9zaXRvcnkxNjU0OTUzMjk=,IlayTamvan/Report,513,65,476.0,0.1267056530214425
,v1nograd1kda/we--the-north-market,657,83,,0.1263318112633181
,trungbtgherm/darkweb-now,1425,180,,0.12631578947368421
