repo_id,repo_name,n_stars,n_stars_low_activity,n_stars_latest,p_stars_low_activity
MDEwOlJlcG9zaXRvcnkzNzUyMjc4MzY=,zzanehip/The-OldOS-Project,3204,70,3109.0,0.02184769038701623
MDEwOlJlcG9zaXRvcnk2NTg4OTI3Mg==,LandGrey/pydictor,2519,55,3260.0,0.021834061135371178
MDEwOlJlcG9zaXRvcnkzMjMwNDg3MDI=,OpenBB-finance/OpenBB,4306,94,30960.0,0.02183000464468184
R_kgDOGOVk2w,VirgilClyne/iRingo,8548,186,9343.0,0.021759475900795508
MDEwOlJlcG9zaXRvcnkyNjUyMzc5Njg=,nining377/dolby_beta,4091,89,3878.0,0.021755072109508677
R_kgDOJygEMA,Stability-AI/generative-models,23638,514,24236.0,0.02174464844741518
MDEwOlJlcG9zaXRvcnkxOTExMjA5MQ==,vanhauser-thc/thc-hydra,7057,153,9558.0,0.021680600821878986
MDEwOlJlcG9zaXRvcnkxMDM3NjYxNTI=,github/explore,3690,80,4254.0,0.02168021680216802
R_kgDOJz5h2g,ChaoningZhang/MobileSAM,4710,102,4722.0,0.02165605095541401
MDEwOlJlcG9zaXRvcnkyNjA0MDUyMjg=,NiuTrans/MTBook,2959,64,2715.0,0.021628928692125717
MDEwOlJlcG9zaXRvcnkxODY3MzMwOTU=,2dust/v2rayNG,35673,771,34844.0,0.021612984610209402
R_kgDOL1ZNzg,TheOfficialFloW/PPPwn,2453,53,2550.0,0.02160619649408887
MDEwOlJlcG9zaXRvcnkyMTA1NDk2NjA=,AnkerLeng/Cpp-0-1-Resource,3335,72,3128.0,0.02158920539730135
MDEwOlJlcG9zaXRvcnkyNTIyNDg0NTY=,jackfrued/Python-Core-50-Courses,11580,250,11406.0,0.02158894645941278
MDEwOlJlcG9zaXRvcnkxMzgyNDUwMTg=,iamseancheney/python_for_data_analysis_2nd_chinese_version,7184,155,7819.0,0.021575723830734965
,I-S00N/I-S00N,3896,84,,0.021560574948665298
MDEwOlJlcG9zaXRvcnkxMjE4NzYzNTE=,Authenticator-Extension/Authenticator,2882,62,3278.0,0.021512838306731435
MDEwOlJlcG9zaXRvcnk0OTIxNzAwNw==,hwdsl2/setup-ipsec-vpn,16189,348,25034.0,0.021496077583544382
MDEwOlJlcG9zaXRvcnk3NzkxMjM0OQ==,qianguyihao/Web,22806,490,26295.0,0.021485573971761818
MDEwOlJlcG9zaXRvcnkxOTc1MTU4Mzg=,shengcaishizhan/kkndme_tianya,13963,300,18714.0,0.021485354150254245
R_kgDOMHUFFA,frdel/agent-zero,4192,90,4342.0,0.021469465648854963
MDEwOlJlcG9zaXRvcnkxMDA3MTE5Nzg=,btcpayserver/btcpayserver,5731,123,6320.0,0.021462222997731636
MDEwOlJlcG9zaXRvcnk4Mzc5OTQzOQ==,LawnchairLauncher/lawnchair,6059,130,9228.0,0.02145568575672553
R_kgDOI9q_QQ,meta-llama/llama,5366,115,55786.0,0.02143123369362654
,CatVodTVOfficial/TVBoxOSC,8493,182,,0.02142941245731779
MDEwOlJlcG9zaXRvcnkyNTY0MDEyMjA=,DataTalksClub/machine-learning-zoomcamp,3132,67,9363.0,0.021392081736909322
MDEwOlJlcG9zaXRvcnkxMTg4MjA2Nzc=,wilfredinni/python-cheatsheet,3647,78,4297.0,0.021387441732931178
R_kgDOHNSA4A,un-pany/v3-admin-vite,5050,108,5028.0,0.021386138613861388
R_kgDOJKSTjA,Significant-Gravitas/Auto-GPT,83044,1774,167164.0,0.021362169452338518
MDEwOlJlcG9zaXRvcnkxNTQ2NDMzOTA=,sundowndev/PhoneInfoga,3746,80,12881.0,0.021356113187399894
MDEwOlJlcG9zaXRvcnk0MDg2NjE2,shadowsocks/shadowsocks,5995,128,33563.0,0.021351125938281902
MDEwOlJlcG9zaXRvcnk1MzQxNjU1NQ==,mdn/learning-area,5676,121,6960.0,0.02131782945736434
MDEwOlJlcG9zaXRvcnkyNTY3ODk4NDk=,jonkrohn/ML-foundations,3331,71,3377.0,0.021314920444311016
R_kgDOIEqHxA,hiddify/Hiddify-Manager,3378,72,6158.0,0.021314387211367674
MDEwOlJlcG9zaXRvcnk1OTk1Nzk1NQ==,amueller/introduction_to_ml_with_python,4317,92,7389.0,0.021311095668288163
MDEwOlJlcG9zaXRvcnk2NzYzNTg3,PrestaShop/PrestaShop,5259,112,8108.0,0.021296824491348166
MDEwOlJlcG9zaXRvcnkyOTk2NDQ3NzM=,EssayKillerBrain/EssayKiller_V2,5175,110,5314.0,0.021256038647342997
MDEwOlJlcG9zaXRvcnkyODM4NjcyOTM=,nickmccullum/algorithmic-trading-python,2495,53,2424.0,0.02124248496993988
MDEwOlJlcG9zaXRvcnkxODExOTA1MTE=,PetalsOnaWet/lizhi,3014,64,2965.0,0.021234240212342402
R_kgDOHG3LUA,AmazingAng/WTFSolidity,2496,53,11367.0,0.02123397435897436
MDEwOlJlcG9zaXRvcnkyMzk3NDE0OQ==,Dogfalo/materialize,6130,130,38856.0,0.021207177814029365
R_kgDOLpMDqQ,zk-Call/zkp-hmac-communication-cpp,2689,57,647.0,0.021197471178876905
MDEwOlJlcG9zaXRvcnkxMTQxMDI=,grbl/grbl,2647,56,5561.0,0.021156025689459765
MDEwOlJlcG9zaXRvcnkxODM4NjczOTQ=,stellarkey/912_project,2696,57,2549.0,0.021142433234421366
MDEwOlJlcG9zaXRvcnk5MTkxNjE=,arduino/Arduino,5878,124,14130.0,0.02109561075195645
MDEwOlJlcG9zaXRvcnkxMDMwODQxNjY=,accurics/terrascan,2560,54,4701.0,0.02109375
MDEwOlJlcG9zaXRvcnkyMDQzNjc4MzM=,lay295/TwitchDownloader,2660,56,2683.0,0.021052631578947368
R_kgDOIcVMrg,Mr-Wiseguy/N64Recomp,4703,99,6311.0,0.021050393365936636
MDEwOlJlcG9zaXRvcnkyMjgxNjIyNzg=,yujincheng08/BiliRoaming,9458,199,9410.0,0.021040389088602243
MDEwOlJlcG9zaXRvcnkxMDU0NzM1Mzc=,BetterDiscord/BetterDiscord,5705,120,7919.0,0.021034180543382998
MDEwOlJlcG9zaXRvcnkyMzg5MTE5NA==,Azure/azure-powershell,2904,61,4222.0,0.02100550964187328
R_kgDOLDZn2g,chengaopan/AutoMergePublicNodes,2572,54,2597.0,0.020995334370139968
R_kgDOI64-jQ,iam-veeramalla/Docker-Zero-to-Hero,3621,76,3697.0,0.020988677161005248
MDEwOlJlcG9zaXRvcnkyMTYyNTU0MjE=,adi1090x/termux-desktop,2479,52,2305.0,0.020976200080677694
MDEwOlJlcG9zaXRvcnkyOTAxMzU0NTI=,w37fhy/QuantumultX,5913,124,5502.0,0.020970742431929645
R_kgDOIfyLQA,midudev/libros-programacion-gratis,2912,61,3097.0,0.020947802197802196
MDEwOlJlcG9zaXRvcnkyNzM4Mzk1MzA=,Python-World/python-mini-projects,14973,313,14762.0,0.020904294396580512
R_kgDOGQ4RPA,adrianhajdin/project_modern_ui_ux_gpt3,4114,86,3818.0,0.020904229460379193
R_kgDOJ_lFfw,m3y54m/Embedded-Engineering-Roadmap,4020,84,4188.0,0.020895522388059702
MDEwOlJlcG9zaXRvcnkzMDUyNDgzOTg=,peng-zhihui/HDMI-PI,5844,122,5769.0,0.02087611225188227
MDEwOlJlcG9zaXRvcnkyODMxMjk1NQ==,home-assistant/home-assistant.io,4362,91,4800.0,0.020861989912884
MDEwOlJlcG9zaXRvcnkxMjQ2NzgyMDQ=,aircrack-ng/aircrack-ng,4508,94,5300.0,0.02085181898846495
MDEwOlJlcG9zaXRvcnk5NjI0NjE3MA==,ApolloAuto/apollo,12462,259,25062.0,0.020783180869844327
R_kgDOIUjsgA,GrindGold/pdf,2843,59,2870.0,0.02075272599366866
R_kgDOLEzKcw,RVC-Boss/GPT-SoVITS,32016,664,33421.0,0.020739630184907546
MDEwOlJlcG9zaXRvcnkxMTkxMTEzNjQ=,Vita3K/Vita3K,3231,67,3890.0,0.02073661405137728
,iamadamdev/bypass-paywalls-chrome,47717,984,,0.020621581407045706
MDEwOlJlcG9zaXRvcnkxNTcyOTM4ODc=,VoronDesign/Voron-2,3686,76,3717.0,0.020618556701030927
R_kgDOJWmYaA,KAYOKG/BibliotecaDev,5048,104,5187.0,0.020602218700475437
R_kgDOIj6G7A,f/awesome-chatgpt-prompts,106704,2198,111218.0,0.020599040335882442
MDEwOlJlcG9zaXRvcnkzOTE4Mjc1NQ==,glpi-project/glpi,3063,63,4161.0,0.02056807051909892
MDEwOlJlcG9zaXRvcnkxMDc4ODczNw==,codepath/android_guides,4719,97,28292.0,0.020555202373384193
R_kgDOJ9PZqA,pathwaycom/llm-app,4087,84,4191.0,0.02055297284071446
MDEwOlJlcG9zaXRvcnkxNzgyOTQ4MQ==,fivethirtyeight/data,5462,112,16779.0,0.020505309410472353
MDEwOlJlcG9zaXRvcnkzNjU0NTA3MzQ=,lanceliao/china-holiday-calender,5612,115,5562.0,0.020491803278688523
MDEwOlJlcG9zaXRvcnkyNjY0MTc3NzI=,SimplifyJobs/Summer2025-Internships,4152,85,34296.0,0.020472061657032754
MDEwOlJlcG9zaXRvcnkzMDIwNTA1MzI=,inovua/reactdatagrid,3618,74,3444.0,0.02045328911000553
MDEwOlJlcG9zaXRvcnkxMjM4MDc3Mjk=,jaakkopasanen/AutoEq,12373,253,13205.0,0.020447749131172716
MDEwOlJlcG9zaXRvcnkxNjY1MDQ4NDM=,ForrestKnight/open-source-cs,12865,263,19558.0,0.020443062572872133
MDEwOlJlcG9zaXRvcnkzNjYzOTQ2MA==,programthink/books,14333,292,18178.0,0.02037256680387916
MDEwOlJlcG9zaXRvcnkxMjU0NTUwNDc=,Alfred1984/interesting-python,3103,63,4676.0,0.02030293264582662
MDEwOlJlcG9zaXRvcnkyMjAwODU2,MarlinFirmware/Marlin,11826,240,16189.0,0.020294266869609334
MDEwOlJlcG9zaXRvcnk5MDQzOTY2MQ==,DS-Homebrew/TWiLightMenu,2811,57,3237.0,0.020277481323372464
MDEwOlJlcG9zaXRvcnkzMjY4MjYwMjM=,QuestPDF/QuestPDF,11006,223,11714.0,0.020261675449754678
MDEwOlJlcG9zaXRvcnkzMzY1NjYwNjM=,qq8e/qq,2572,52,2425.0,0.02021772939346812
MDEwOlJlcG9zaXRvcnkyMDYyNTQ3OTI=,roldanjr/pomatez,2523,51,3992.0,0.020214030915576695
R_kgDOLbnRvw,PabloMK7/citra,3318,67,3408.0,0.020192887281494876
R_kgDOJzpfhw,0xpayne/gpt-migrate,6097,123,6831.0,0.020173855994751518
R_kgDOGtbnhA,openai/openai-quickstart-node,2479,50,2537.0,0.02016942315449778
R_kgDOJPtzfg,xcanwin/KeepChatGPT,14181,286,14454.0,0.020167830195331783
MDEwOlJlcG9zaXRvcnkxMjg3NTU3MDc=,yaronzz/Tidal-Media-Downloader,3527,71,3390.0,0.020130422455344486
MDEwOlJlcG9zaXRvcnk5MTg1Nzky,apache/incubator-echarts,10748,216,60270.0,0.020096762188314105
R_kgDOGOQUjw,arthurspk/guiadevbrasil,12203,245,13703.0,0.02007703023846595
MDEwOlJlcG9zaXRvcnkzMjI4NTA1,atom/atom,18663,374,60166.0,0.02003965064566254
R_kgDOI-FneA,matter-labs/zksync-era,3152,63,3080.0,0.01998730964467005
MDEwOlJlcG9zaXRvcnkzMzM0MjE5OTY=,therealsreehari/Learn-Datascience-For-Free,3156,63,5077.0,0.019961977186311788
MDEwOlJlcG9zaXRvcnkxNjM1MjczNTg=,coronalabs/corona,2506,50,2505.0,0.019952114924181964
R_kgDOLhdsRA,xai-org/grok-1,46401,925,49461.0,0.019934915195793195
MDEwOlJlcG9zaXRvcnkyNzM4ODY0Mg==,homebridge/homebridge,10890,217,23898.0,0.01992653810835629
MDEwOlJlcG9zaXRvcnk0ODI2Njc3Mw==,lockfale/OSINT-Framework,6430,128,7522.0,0.019906687402799376
MDEwOlJlcG9zaXRvcnkzNzQyMjc3Mjc=,peng-zhihui/XUAN-Bike,4172,83,5433.0,0.019894534995206135
MDEwOlJlcG9zaXRvcnkxMTI5NTM2OTQ=,digitallyinduced/ihp,5235,104,4912.0,0.019866284622731614
MDEwOlJlcG9zaXRvcnkyNjY0MTc3NzI=,pittcsc/Summer2024-Internships,3687,73,34297.0,0.019799294819636562
MDEwOlJlcG9zaXRvcnkzMzY1MjM1Nzc=,mrcodedev/frontend-developer-resources,3233,64,3316.0,0.019795855242808538
MDEwOlJlcG9zaXRvcnkyNDY1MDkwNzM=,PaddlePaddle/PaddleX,4603,91,4769.0,0.019769715402998045
R_kgDOJtVdAQ,NanmiCoder/MediaCrawler,16760,331,16788.0,0.019749403341288784
MDEwOlJlcG9zaXRvcnk5MjAwMTQyNQ==,space-wizards/space-station-14,2685,53,2613.0,0.01973929236499069
MDEwOlJlcG9zaXRvcnk1NzQ2MTIxMw==,runelite/runelite,2888,57,4769.0,0.019736842105263157
MDEwOlJlcG9zaXRvcnk0MjQxNzUx,Mebus/cupp,3650,72,4438.0,0.019726027397260273
R_kgDOK5-oNw,Nukem9/dlssg-to-fsr3,4160,82,4271.0,0.01971153846153846
MDEwOlJlcG9zaXRvcnkxODQ2NjA2NzY=,mrpond/BlockTheSpot,10869,214,10277.0,0.019689023829239122
MDEwOlJlcG9zaXRvcnkxMTgxOTI3,bitcoin/bitcoin,46144,908,78665.0,0.019677531206657422
MDEwOlJlcG9zaXRvcnkxMjY4OTczODU=,DeepLabCut/DeepLabCut,3105,61,4567.0,0.01964573268921095
MDEwOlJlcG9zaXRvcnkzODg5NzEyOTg=,ermaozi/get_subscribe,7178,141,6749.0,0.019643354694901086
R_kgDOGwUC4w,cinit/QAuxiliary,3972,78,4057.0,0.019637462235649546
MDEwOlJlcG9zaXRvcnk0OTAxNjMyMg==,angular/components,8507,167,24320.0,0.019630892206418244
MDEwOlJlcG9zaXRvcnkyMjkzMTU4,rapid7/metasploit-framework,19062,374,33859.0,0.019620186758996957
MDEwOlJlcG9zaXRvcnkzOTA1NDkzMTE=,Moriafly/SaltPlayerSource,4078,80,4076.0,0.0196174595389897
MDEwOlJlcG9zaXRvcnk2ODY3NTI5Mw==,jishenghua/jshERP,3268,64,3199.0,0.019583843329253364
R_kgDOKFlNfA,phoboslab/wipeout-rewrite,2658,52,2640.0,0.019563581640331076
MDEwOlJlcG9zaXRvcnkxNTkyMDI3Mw==,supertuxkart/stk-code,2915,57,4473.0,0.01955403087478559
MDEwOlJlcG9zaXRvcnkxMjI2OTIzNzc=,houshanren/hangzhou_house_knowledge,8342,163,26706.0,0.01953967873411652
MDEwOlJlcG9zaXRvcnkxMzAwMTky,octocat/Spoon-Knife,3992,78,12540.0,0.019539078156312624
R_kgDOJoiDfg,s0md3v/roop,26999,527,28161.0,0.01951924145338716
MDEwOlJlcG9zaXRvcnkyODQwMDgwODc=,cloudcommunity/Free-Certifications,24934,486,26204.0,0.019491457447661828
MDEwOlJlcG9zaXRvcnk5NjAzMjQw,pure-css/pure,4876,95,23557.0,0.01948318293683347
MDEwOlJlcG9zaXRvcnkyODg0MTEx,magento/magento2,4877,95,11489.0,0.019479188025425465
R_kgDOJjyU3Q,LmeSzinc/StarRailCopilot,3033,59,3032.0,0.01945268710847346
MDEwOlJlcG9zaXRvcnkxOTQzOA==,tidyverse/ggplot2,2931,57,6480.0,0.019447287615148412
MDEwOlJlcG9zaXRvcnkyODk3MTAzMDI=,ForrestKnight/open-source-cs-python,4118,80,3805.0,0.01942690626517727
MDEwOlJlcG9zaXRvcnkzMzM1NTgyNQ==,twostraws/HackingWithSwift,3507,68,5848.0,0.019389791844881665
R_kgDOHN2y7A,Gioman101/FlipperAmiibo,2785,54,2898.0,0.01938958707360862
MDEwOlJlcG9zaXRvcnk1Mjg4MjcwMQ==,prusa3d/PrusaSlicer,6402,124,7668.0,0.01936894720399875
R_kgDOHBpxRQ,ReVanced/revanced-manager,7955,154,17591.0,0.01935889377749843
MDEwOlJlcG9zaXRvcnk2MzAwNDg1Mw==,Allar/ue5-style-guide,2947,57,5191.0,0.019341703427214117
R_kgDOKkqx3g,plandex-ai/plandex,10189,197,10645.0,0.01933457650407302
R_kgDOH3JoLw,AUTOMATIC1111/stable-diffusion-webui,136070,2630,140549.0,0.019328286911148674
R_kgDOIe4wuw,cuifengcn/TAICHI-flet,3209,62,3196.0,0.019320660641944532
MDEwOlJlcG9zaXRvcnkxODAwMTk4,rwaldron/idiomatic.js,10666,206,24698.0,0.019313707106694167
R_kgDOJ15Eog,microsoft/promptflow,8920,172,9290.0,0.019282511210762333
R_kgDOJPu3QA,pagefaultgames/pokerogue,4264,82,4399.0,0.019230769230769232
MDEwOlJlcG9zaXRvcnkxMTI1MDcwODY=,30-seconds/30-seconds-of-code,75594,1453,121367.0,0.019221102203878616
MDEwOlJlcG9zaXRvcnkzMDE3NDI=,tornadoweb/tornado,5155,99,21695.0,0.019204655674102813
MDEwOlJlcG9zaXRvcnk4NTAzOTk2NQ==,litmuschaos/litmus,4171,80,4386.0,0.01918005274514505
MDEwOlJlcG9zaXRvcnkzNDQxOTExOTg=,microsoft/Data-Science-For-Beginners,27315,523,27843.0,0.019146988833974008
,3Kmfi6HP/EDtunnel,6585,126,,0.019134396355353075
MDEwOlJlcG9zaXRvcnk3ODI4MTA3NQ==,SpacehuhnTech/esp8266_deauther,7337,140,13382.0,0.019081368406705736
R_kgDOJKSTjA,Significant-Gravitas/AutoGPT,21754,414,167164.0,0.019030982807759493
MDEwOlJlcG9zaXRvcnkxNDY3NTc5MzI=,hq450/fancyss_history_package,8898,169,10351.0,0.018993032142054393
MDEwOlJlcG9zaXRvcnk0NjI3NDQ0OA==,zhanglei-workspace/shopping-management-system,2793,53,4920.0,0.018976011457214465
MDEwOlJlcG9zaXRvcnkxOTY3NjA4MTA=,Ebazhanov/linkedin-skill-assessments-quizzes,29090,552,28408.0,0.018975592987280854
MDEwOlJlcG9zaXRvcnkyMzMzMDYyNDE=,matt8707/hass-config,4743,90,4837.0,0.018975332068311195
R_kgDOKGq6Fg,opentffoundation/manifesto,32842,623,36214.0,0.018969612082090005
R_kgDOMvSnzg,leerob/next-saas-starter,4378,83,4556.0,0.0189584285061672
R_kgDOJHSNSQ,LiLittleCat/awesome-free-chatgpt,17460,331,17944.0,0.018957617411225657
R_kgDOH2_H0w,w-okada/voice-changer,15528,294,16115.0,0.01893353941267388
R_kgDOK5kMeA,bleedline/aimoneyhunter,13152,249,13137.0,0.01893248175182482
MDEwOlJlcG9zaXRvcnkyMTAyNjc3MTM=,mrdbourke/zero-to-mastery-ml,2958,56,2886.0,0.018931710615280595
MDEwOlJlcG9zaXRvcnkzMjAwNjg4NzE=,thecodeholic/php-developer-roadmap,3700,70,3574.0,0.01891891891891892
MDEwOlJlcG9zaXRvcnkyNDYwNzk5Mjk=,owid/covid-19-data,5990,113,5659.0,0.018864774624373956
R_kgDOKzqx0w,microsoft/Mastering-GitHub-Copilot-for-Paired-Programming,4559,86,4652.0,0.018863785917964466
MDEwOlJlcG9zaXRvcnk4ODYzODE4OA==,arismelachroinos/lscript,2705,51,4039.0,0.018853974121996304
MDEwOlJlcG9zaXRvcnk1NjcxNzQ5Mw==,joshbuchea/HEAD,6053,114,29971.0,0.018833636213447878
MDEwOlJlcG9zaXRvcnkyOTg4NzQ5OQ==,dkhamsing/open-source-ios-apps,23440,441,42280.0,0.018813993174061433
MDEwOlJlcG9zaXRvcnkxMjE4NTk3Mzc=,ThoughtfulDev/EagleEye,3352,63,4211.0,0.01879474940334129
R_kgDOK1OGYQ,100xdevs-cohort-2/assignments,2714,51,2668.0,0.01879145173176124
MDEwOlJlcG9zaXRvcnk3MjYyNjI4NQ==,kanasimi/work_crawler,2770,52,3086.0,0.018772563176895306
R_kgDOIdXGtQ,alibaba/Chat2DB,8365,157,8322.0,0.018768679019725044
MDEwOlJlcG9zaXRvcnk5ODU0MDkyNA==,shadowsocksrr/shadowsocksr-android,4905,92,7722.0,0.018756371049949032
MDEwOlJlcG9zaXRvcnk3NjAwNDA5,shadowsocks/shadowsocks-windows,25968,487,58330.0,0.01875385089340727
R_kgDOIW1w5w,ddgksf2013/ddgksf2013,6883,129,7001.0,0.018741827691413627
MDEwOlJlcG9zaXRvcnkzNjIzOTQ4Mzc=,vechain/grant-program,2670,50,2859.0,0.018726591760299626
R_kgDOMvCXtg,briefercloud/briefer,2939,55,3209.0,0.0187138482477033
MDEwOlJlcG9zaXRvcnkyOTI5MDQ3Mw==,XX-net/XX-Net,8622,161,33020.0,0.01867316167942473
MDEwOlJlcG9zaXRvcnkxMjgzNTAz,request/request,4552,85,25680.0,0.01867311072056239
MDEwOlJlcG9zaXRvcnkyMDk2NTU4Ng==,SwiftyJSON/SwiftyJSON,5358,100,22622.0,0.01866368047779022
R_kgDOL3sdrQ,linyiLYi/bilibot,3002,56,3097.0,0.018654230512991338
MDEwOlJlcG9zaXRvcnkyMDY5NDYzNzE=,ton-blockchain/ton,3219,60,2946.0,0.01863932898415657
R_kgDOGvX51Q,ClemensElflein/OpenMower,4467,83,4657.0,0.018580702932616967
MDEwOlJlcG9zaXRvcnk0ODEzNjY=,nvie/gitflow,5387,100,26611.0,0.018563207722294413
MDEwOlJlcG9zaXRvcnkxNjQxODk5Njg=,SamKirkland/FTP-Deploy-Action,3825,71,3763.0,0.018562091503267975
R_kgDOIf6gTg,Gozargah/Marzban,3234,60,3338.0,0.01855287569573284
R_kgDOJH-jmg,ChatGPTNextWeb/ChatGPT-Next-Web,22983,426,75384.0,0.01853543923769743
R_kgDOHg2iGg,greyhatguy007/Machine-Learning-Specialization-Coursera,3615,67,3525.0,0.018533886583679115
MDEwOlJlcG9zaXRvcnkyOTkwNTQ5MjI=,alpkeskin/mosint,4641,86,4789.0,0.018530489118724413
R_kgDOJKbJcg,zongzibinbin/MallChat,3670,68,3804.0,0.018528610354223433
MDEwOlJlcG9zaXRvcnkxNzU5MDgwMjk=,Jays2Kings/tachiyomiJ2K,4700,87,4581.0,0.01851063829787234
MDEwOlJlcG9zaXRvcnk1NTA3NjA2Mw==,Hack-with-Github/Awesome-Hacking,55665,1030,83369.0,0.018503548010419472
R_kgDOIkq04Q,RockChinQ/QChatGPT,4324,80,4263.0,0.018501387604070305
R_kgDOGQ-0MQ,github/copilot-docs,22328,413,23230.0,0.0184969544965962
MDEwOlJlcG9zaXRvcnkxMTE4MzA1NDQ=,phhusson/treble_experimentations,3032,56,3377.0,0.018469656992084433
MDEwOlJlcG9zaXRvcnk3ODI0MDg5Nw==,CoreyMSchafer/code_snippets,9049,167,10323.0,0.018455077909161233
MDEwOlJlcG9zaXRvcnkxMDkxMDIwNzM=,jklepatch/eattheblocks,4011,74,3996.0,0.01844926452256295
MDEwOlJlcG9zaXRvcnk0NzQ0MDUzNg==,cocos/cocos-engine,4447,82,7169.0,0.01843939734652575
MDEwOlJlcG9zaXRvcnkxMjEwNDAyNA==,datasciencemasters/go,13679,252,24869.0,0.018422399298194312
MDEwOlJlcG9zaXRvcnk1MTAxMTQx,jqlang/jq,5432,100,30210.0,0.018409425625920472
MDEwOlJlcG9zaXRvcnkxODA0OTEzMw==,kenwheeler/slick,6247,115,28494.0,0.01840883624139587
MDEwOlJlcG9zaXRvcnk5MTg1Nzky,apache/echarts,17360,319,60270.0,0.01837557603686636
R_kgDOLMN7ww,FujiwaraChoki/MoneyPrinter,10018,184,10123.0,0.01836693950888401
R_kgDOI-cJyQ,binjie09/chatgpt-web,4524,83,4496.0,0.01834659593280283
R_kgDOHB_1OQ,arthurspk/guiadofrontend,2838,52,2803.0,0.018322762508809022
R_kgDOLUKUVg,WongKinYiu/yolov9,8581,157,8891.0,0.018296235869945228
MDEwOlJlcG9zaXRvcnkyODE2NzgwMg==,Tencent/weui,6398,117,27147.0,0.018286964676461393
MDEwOlJlcG9zaXRvcnk4ODMyNzQwNg==,xmrig/xmrig,6898,126,8655.0,0.018266164105537837
MDEwOlJlcG9zaXRvcnkyNDE5NTMzOQ==,angular/angular,56542,1030,95900.0,0.01821654699161685
R_kgDOKEDPAQ,ProfSynapse/Synapse_CoR,2911,53,3017.0,0.018206801786327723
MDEwOlJlcG9zaXRvcnk4MTIyNjIwNg==,karatelabs/karate,2913,53,8106.0,0.018194301407483692
,timgrossmann/InstaPy,5994,109,,0.01818485151818485
MDEwOlJlcG9zaXRvcnkzMTMzMzA5OTg=,bradtraversy/50projects50days,37959,688,36992.0,0.01812481888353223
MDEwOlJlcG9zaXRvcnk4OTgyMjUzMQ==,Anuken/Mindustry,23908,433,22378.0,0.01811109252133177
MDEwOlJlcG9zaXRvcnk3NDY5Nzk2Mw==,HeroTransitions/Hero,6297,114,22028.0,0.01810385898046689
,abhat222/Data-Science--Cheat-Sheet,11497,208,,0.01809167608941463
MDEwOlJlcG9zaXRvcnkyNjQ5MjE0,arangodb/arangodb,5915,107,13528.0,0.018089602704987322
R_kgDOJihq1Q,TransformerOptimus/SuperAGI,14450,261,15324.0,0.01806228373702422
R_kgDOIksATQ,lencx/ChatGPT,53217,961,52450.0,0.01805813931638386
MDEwOlJlcG9zaXRvcnk0MTI3MDg4,Azure/azure-sdk-for-python,4047,73,4559.0,0.01803805287867556
R_kgDOMA9nfw,karpathy/LLM101n,28228,509,29072.0,0.018031741533229416
MDEwOlJlcG9zaXRvcnkxNzc3MzY1MzM=,996icu/996.ICU,44926,810,269712.0,0.018029648755731646
MDEwOlJlcG9zaXRvcnk3NTg5MDk2Mg==,bailicangdu/vue2-happyfri,4167,75,10465.0,0.017998560115190784
MDEwOlJlcG9zaXRvcnkzNTQ0NDI0,httpie/cli,5283,95,33529.0,0.017982207079311
R_kgDOI-kZGg,dirk1983/chatgpt,3060,55,3082.0,0.017973856209150325
R_kgDOIj5GAA,lss233/chatgpt-mirai-qq-bot,12860,231,13067.0,0.01796267496111975
R_kgDOHpcSSg,WeNeedHome/SummaryOfLoanSuspension,20226,363,20345.0,0.017947196677543756
MDEwOlJlcG9zaXRvcnkyNDM4OTQyNzc=,tokyo-metropolitan-gov/covid19,6868,123,6261.0,0.017909143855562026
MDEwOlJlcG9zaXRvcnk4MjEyODQ2NQ==,open-android/Android,8270,148,14355.0,0.01789600967351874
MDEwOlJlcG9zaXRvcnk2NTY4MTMxOQ==,jagrosh/MusicBot,5141,92,5261.0,0.017895351099007976
MDEwOlJlcG9zaXRvcnk5MTI1MzY5OA==,ccxt/ccxt,23310,417,32622.0,0.01788931788931789
MDEwOlJlcG9zaXRvcnk3MDQzMTEwNg==,ZuzooVn/machine-learning-for-software-engineers,7716,138,28083.0,0.017884914463452566
MDEwOlJlcG9zaXRvcnkzNTcyMjk2NDI=,openai/grok,4542,81,4079.0,0.0178335535006605
R_kgDOJPJFKg,linyiLYi/street-fighter-ai,6169,110,6316.0,0.017831090938563787
MDEwOlJlcG9zaXRvcnkxMTQ5MDkxNjA=,wdlhao/vue2-element-touzi-admin,2917,52,4193.0,0.017826534110387385
MDEwOlJlcG9zaXRvcnkxMjEwMTA1ODY=,itgoyo/TelegramGroup,13805,246,14279.0,0.017819630568634552
MDEwOlJlcG9zaXRvcnkxMTYyMTA1Njg=,ScottPlot/ScottPlot,4494,80,5162.0,0.017801513128615932
R_kgDOJeJ5EA,adams549659584/go-proxy-bingai,9113,162,8849.0,0.017776802370240315
R_kgDOLOlZBA,daytonaio/daytona,8050,143,8489.0,0.017763975155279502
MDEwOlJlcG9zaXRvcnk2MzQ3NjMzNw==,TheAlgorithms/Python,147557,2618,184692.0,0.017742296197401683
MDEwOlJlcG9zaXRvcnkzMDc4OTQ4NjU=,alibaba/GraphScope,3215,57,3259.0,0.017729393468118197
MDEwOlJlcG9zaXRvcnkzNDI2MzcyNjQ=,blazorhero/CleanArchitecture,3386,60,3487.0,0.01772002362669817
R_kgDOJkkUqA,XingangPan/DragGAN,34800,616,35654.0,0.017701149425287357
