repo,CommitCommentEvent,CreateEvent,DeleteEvent,ForkEvent,GollumEvent,IssueCommentEvent,IssuesEvent,MemberEvent,PublicEvent,PullRequestEvent,PullRequestReviewCommentEvent,PullRequestReviewEvent,PushEvent,ReleaseEvent,WatchEvent
STRRL/cloudflare-tunnel-ingress-controller,0.0,92.0,67.0,41.0,0.0,168.0,46.0,0.0,0.0,181.0,5.0,11.0,93.0,10.0,647.0
SUNnhatt/HWID-SPOOFER-FREE-PRIVATE,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,113.0
SUSE/phoebe,0.0,5.0,0.0,19.0,6.0,102.0,8.0,4.0,0.0,79.0,21.0,32.0,74.0,3.0,95.0
SUSTechBruce/LOOK-M,0.0,2.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,62.0
SUisnotMe/SUisnotMe.github.io,0.0,4.0,0.0,6.0,0.0,4.0,4.0,0.0,0.0,4.0,0.0,0.0,45.0,0.0,86.0
SVF-tools/SVF,13.0,21.0,5.0,492.0,360.0,2859.0,754.0,1.0,0.0,1736.0,890.0,769.0,1327.0,18.0,1205.0
SVdotCO/pupilfirst,64.0,110.0,78.0,32.0,7.0,250.0,448.0,5.0,1.0,110.0,188.0,0.0,1499.0,0.0,123.0
SY-Xuan/Pink,0.0,3.0,1.0,5.0,0.0,27.0,13.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,74.0
SYaoJun/CPPInterview,0.0,1.0,0.0,36.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,31.0,0.0,348.0
Saad143ss/ABHI-BUG-BOT,0.0,0.0,0.0,203.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,65.0
SafeBreach-Labs/CloudMiner,0.0,0.0,0.0,16.0,0.0,17.0,10.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,131.0
SagerNet/sing-box-for-ios,0.0,0.0,0.0,28.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,17.0,0.0,70.0
SainsburyWellcomeCentre/cellfinder,0.0,68.0,22.0,22.0,1.0,233.0,147.0,1.0,0.0,129.0,0.0,0.0,221.0,15.0,65.0
Saitodepaula/Godot-6DOF-Vehicle-Demo,0.0,2.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,0.0,78.0
Sakrac/IceBroLite,0.0,25.0,1.0,8.0,0.0,94.0,84.0,0.0,1.0,15.0,0.0,1.0,191.0,23.0,55.0
SakuraLLM/SakuraLLM,0.0,0.0,0.0,21.0,2.0,51.0,34.0,0.0,0.0,8.0,12.0,9.0,9.0,0.0,713.0
SalesforceFoundation/EDA,9.0,1107.0,756.0,82.0,0.0,1427.0,361.0,1.0,0.0,1923.0,2968.0,1767.0,8150.0,348.0,132.0
Salinas-Darren-528/DARKS1D3-VAL0RANT-CH3AT-LOT-OF-0PTIONS,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88.0
SalomonBrys/Kotson,0.0,0.0,0.0,14.0,0.0,7.0,5.0,0.0,0.0,2.0,0.0,0.0,4.0,0.0,114.0
SamWSoftware/Projects,0.0,0.0,0.0,52.0,0.0,5.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,95.0
SamanKhalife/linux-Tutorial,1.0,2.0,3.0,6.0,0.0,1.0,3.0,0.0,0.0,2.0,0.0,0.0,1920.0,0.0,85.0
Samsung/escargot,0.0,37.0,19.0,32.0,3.0,845.0,126.0,0.0,0.0,2005.0,1593.0,1947.0,1006.0,8.0,262.0
Samsung/islet,0.0,229.0,207.0,12.0,0.0,301.0,119.0,17.0,0.0,332.0,473.0,789.0,773.0,6.0,73.0
SamuelBroughton/Mel-Cepstral-Distortion,0.0,2.0,2.0,12.0,0.0,13.0,5.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,57.0
SamuelTulach/memhv,0.0,0.0,0.0,23.0,0.0,7.0,5.0,0.0,1.0,0.0,0.0,0.0,5.0,0.0,153.0
SandhyaR1007/eyesome-react,2.0,20.0,3.0,33.0,0.0,33.0,1.0,1.0,0.0,208.0,0.0,1.0,345.0,0.0,95.0
SaraVieira/gatsby-starter-book,0.0,4.0,1.0,7.0,0.0,10.0,1.0,1.0,0.0,5.0,2.0,0.0,22.0,0.0,127.0
Sartaq12/WaterInteractionPlugin,0.0,38.0,17.0,16.0,0.0,11.0,12.0,0.0,1.0,33.0,0.0,1.0,85.0,15.0,74.0
SarusMain/Atmosphere-FallGuys-hack-Private-Cheat,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86.0
Sarveshgithub/sfdc-lwc-lightning-datatable,0.0,45.0,41.0,29.0,0.0,169.0,121.0,0.0,0.0,386.0,5.0,6.0,376.0,5.0,105.0
Sathish2905/sample-website-templates,0.0,4.0,0.0,167.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,1.0,5.0,0.0,291.0
SatoshiPortal/cyphernode,6.0,140.0,80.0,59.0,2.0,276.0,102.0,5.0,0.0,243.0,75.0,45.0,751.0,30.0,202.0
SaumyajeetDas/GodGenesis,0.0,1.0,0.0,105.0,0.0,62.0,15.0,0.0,1.0,9.0,0.0,2.0,16.0,0.0,513.0
SavioAndres/BrasilAPI-Java,0.0,11.0,8.0,14.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,45.0,9.0,86.0
Savjee/SavjeeCoin,4.0,15.0,10.0,524.0,0.0,66.0,35.0,0.0,0.0,40.0,14.0,15.0,24.0,0.0,1083.0
SayLam0/Bllxxflp-Predictor,0.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,75.0
SayLam0/VineaSkin-Fortnite,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,97.0
SayaxInvecto/Updated-31.01.2023-FallGuys-PrivateCheat,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,360.0
Sblakum-SudocodeSolution/Topaz-Labs,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,188.0
Scar-x3/Battlefield-5-HACK-AimBot-ESP-More-functionality-Your-website,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,392.0
Scar-x3/CRACK-MIDNIGHT-HACK-GTA-5-Teleport-Griff-More-functionality-Your-website,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,435.0
Scar-x3/VALORANT-HACK-AIMBOT-ESP-MORE-SKINCHANGER-More-functionality-Your-website,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,258.0
Sceleratis/Adonis,28.0,97.0,22.0,231.0,73.0,1815.0,330.0,4.0,0.0,1181.0,129.0,215.0,1401.0,78.0,159.0
SchoofsKelvin/vscode-sshfs,0.0,43.0,19.0,37.0,0.0,844.0,407.0,0.0,0.0,34.0,8.0,2.0,117.0,21.0,351.0
SciML/NeuralPDE.jl,10.0,360.0,270.0,193.0,0.0,2056.0,506.0,2.0,0.0,899.0,756.0,762.0,1624.0,64.0,904.0
SciML/diffeqpy,6.0,12.0,8.0,30.0,0.0,266.0,114.0,0.0,0.0,57.0,22.0,28.0,57.0,3.0,417.0
SciNim/flambeau,9.0,5.0,3.0,10.0,0.0,137.0,26.0,0.0,0.0,29.0,28.0,31.0,85.0,0.0,75.0
SciRuby/iruby,0.0,31.0,19.0,47.0,2.0,268.0,125.0,0.0,0.0,164.0,12.0,3.0,158.0,9.0,417.0
Scighost/StarRailTool,0.0,4.0,0.0,5.0,0.0,7.0,5.0,0.0,0.0,2.0,0.0,0.0,16.0,3.0,77.0
Scrawk/Mesh-Voxelization,0.0,0.0,0.0,33.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,183.0
Scrut1ny/Malwarebytes-Premium-Reset,0.0,1.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,0.0,57.0
Scullyy/scully_emotemenu,0.0,1.0,0.0,92.0,0.0,61.0,88.0,0.0,0.0,49.0,0.0,1.0,60.0,0.0,95.0
Scxipted-Tech/Nagatoro-Bot,0.0,21.0,16.0,11.0,0.0,2.0,2.0,2.0,1.0,25.0,0.0,0.0,158.0,2.0,65.0
SeaHaige/pkplayer,0.0,0.0,0.0,39.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,28.0,0.0,141.0
SeaYJ/MouseClick,0.0,5.0,0.0,4.0,0.0,12.0,2.0,0.0,0.0,0.0,0.0,0.0,16.0,2.0,60.0
Sean-Der/rtmp-to-webrtc,0.0,1.0,0.0,15.0,0.0,9.0,7.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,72.0
SeanLee97/AnglE,0.0,78.0,43.0,30.0,0.0,154.0,78.0,0.0,1.0,97.0,1.0,2.0,221.0,3.0,450.0
SebLague/Super-Chore-Man,1.0,2.0,0.0,57.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,182.0
SebastienDelangle/FL,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,57.0
SebastienWae/tiktok-register,0.0,6.0,0.0,26.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,56.0
SebiTimeWaster/Chamfers-for-OpenSCAD,0.0,2.0,0.0,18.0,0.0,14.0,8.0,0.0,0.0,3.0,0.0,0.0,7.0,2.0,98.0
Sebocha18/SistemadeAsistencias,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,8.0,0.0,150.0
SecWiki/WebShell-2,0.0,0.0,0.0,92.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88.0
SecurityAndStuff/DynamicFinder,0.0,1.0,1.0,8.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,16.0,0.0,64.0
SecurityPaper/SecurityPaper-web,0.0,0.0,0.0,96.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,4.0,0.0,241.0
Sekunde/3D-SIS,0.0,10.0,8.0,66.0,0.0,130.0,89.0,0.0,0.0,16.0,0.0,0.0,17.0,0.0,329.0
Seldaek/monolog,17.0,56.0,13.0,783.0,23.0,1349.0,512.0,0.0,0.0,606.0,225.0,178.0,482.0,42.0,7065.0
Sencc/shop-system,0.0,0.0,0.0,10.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,91.0
Sentinel-One/efi_fuzz,0.0,29.0,15.0,19.0,8.0,7.0,8.0,3.0,0.0,39.0,11.0,13.0,88.0,1.0,137.0
SeoDU/multi_fastlio,0.0,0.0,0.0,5.0,0.0,5.0,3.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,50.0
Seokky/vue-pincode-input,0.0,29.0,6.0,18.0,0.0,36.0,44.0,0.0,0.0,38.0,6.0,4.0,49.0,4.0,156.0
Septonious/Prismarine-Shader,8.0,4.0,0.0,12.0,0.0,10.0,6.0,0.0,0.0,4.0,0.0,0.0,269.0,0.0,76.0
Serendipity-Theme/vs-code,0.0,2.0,2.0,3.0,0.0,27.0,17.0,0.0,0.0,8.0,0.0,0.0,65.0,0.0,90.0
SetuHQ/account-aggregator-sample-app,0.0,3.0,0.0,14.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,78.0
SforAiDl/vformer,0.0,20.0,11.0,28.0,0.0,154.0,54.0,0.0,0.0,125.0,137.0,96.0,94.0,3.0,165.0
ShadowTheHedgehogHacking/ShdTH-Reloaded,0.0,6.0,2.0,2.0,0.0,45.0,33.0,0.0,0.0,3.0,0.0,2.0,872.0,4.0,101.0
ShangYi8/Adobe-Acrobat-Crack-Serial-Key,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,338.0
Shanghai-Digital-Brain-Laboratory/BDM-DB1,0.0,2.0,0.0,9.0,0.0,3.0,3.0,2.0,1.0,2.0,0.0,0.0,2.0,0.0,127.0
ShannonAI/mrc-for-flat-nested-ner,0.0,9.0,1.0,191.0,0.0,299.0,178.0,0.0,3.0,43.0,0.0,0.0,59.0,0.0,994.0
Shantanugupta1118/Social-Distancing-and-Face-Mask-Detection,0.0,3.0,0.0,30.0,0.0,29.0,35.0,5.0,0.0,10.0,0.0,0.0,21.0,0.0,52.0
ShaoGongBra/taro-design,0.0,2.0,0.0,24.0,0.0,8.0,3.0,0.0,0.0,0.0,0.0,0.0,59.0,1.0,144.0
SharePoint-NodeJS/Awesome-SharePoint-Node.js,0.0,0.0,0.0,5.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.0
ShawMerlin/NES-Slotmaster,0.0,2.0,2.0,4.0,0.0,63.0,9.0,0.0,1.0,0.0,0.0,0.0,76.0,0.0,118.0
ShawnBIT/Loss-family,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,101.0
SheepTester/sheeptester.github.io,7.0,14.0,10.0,88.0,0.0,46.0,31.0,0.0,0.0,22.0,4.0,3.0,333.0,4.0,59.0
SheerSt/pokemon-wilds,4.0,27.0,6.0,13.0,52.0,54.0,16.0,8.0,2.0,63.0,0.0,3.0,286.0,14.0,94.0
SheldonTsui/SepStereo_ECCV2020,0.0,2.0,0.0,7.0,0.0,1.0,3.0,2.0,1.0,0.0,0.0,0.0,14.0,0.0,70.0
ShendoXT/memcarduino,1.0,0.0,0.0,26.0,0.0,74.0,26.0,0.0,0.0,13.0,0.0,0.0,18.0,0.0,197.0
ShengranHu/ADAS,0.0,0.0,0.0,121.0,0.0,44.0,19.0,0.0,1.0,7.0,0.0,0.0,5.0,0.0,843.0
SherlockQi/HeavenMemoirs,0.0,0.0,0.0,89.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,204.0
ShigemoriHakura/rlm1221_Mod,0.0,0.0,0.0,18.0,0.0,9.0,2.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,114.0
Shikha-code36/Data-Structures-and-Algorithm-Patterns,0.0,0.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,116.0
Shimada666/v-code-diff,0.0,59.0,15.0,67.0,0.0,576.0,202.0,1.0,0.0,68.0,1.0,3.0,162.0,21.0,391.0
Shimingyi/MotioNet,0.0,2.0,0.0,86.0,0.0,174.0,94.0,1.0,0.0,0.0,0.0,0.0,17.0,0.0,566.0
Shimon-Guo/chinese_sentiment_dictionary,0.0,2.0,0.0,41.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,116.0
ShinjuGoenji/pc-application-x84-x64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,54.0
ShinobiHere/Recipe-App,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,127.0
Shiotsukikaedesari/three-vis-display-editor,0.0,13.0,7.0,37.0,0.0,43.0,56.0,0.0,0.0,19.0,0.0,2.0,80.0,0.0,154.0
Shivam1337/MindCrafter,0.0,2.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,84.0
Shivangx01b/BountyIt,0.0,0.0,0.0,18.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,4.0,0.0,71.0
ShivankGupta99/ShivankGupta99,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,131.0
ShobiStassen/VIA,0.0,13.0,8.0,26.0,0.0,228.0,80.0,0.0,1.0,52.0,0.0,1.0,800.0,1.0,85.0
Shopify/comma,0.0,2.0,0.0,22.0,0.0,12.0,4.0,2.0,1.0,6.0,6.0,10.0,4.0,1.0,297.0
Shopify/livedata-ktx,0.0,0.0,0.0,25.0,0.0,3.0,3.0,7.0,0.0,4.0,0.0,0.0,1.0,0.0,93.0
Shopify/pyactiveresource,0.0,12.0,4.0,24.0,0.0,22.0,7.0,8.0,0.0,25.0,6.0,6.0,33.0,0.0,52.0
Shopify/shopify-app-template-remix,10.0,162.0,113.0,90.0,8.0,989.0,312.0,0.0,1.0,366.0,29.0,173.0,285.0,1.0,216.0
ShortDevelopment/Nearby-Sharing-Windows,0.0,26.0,10.0,20.0,6.0,117.0,120.0,0.0,0.0,49.0,1.0,1.0,215.0,14.0,291.0
ShouGongFan/STM32_BalanceCar,0.0,2.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,78.0
ShowMeAI-Hub/awesome-AI-cheatsheets,0.0,2.0,0.0,125.0,0.0,0.0,1.0,0.0,0.0,14.0,0.0,0.0,8.0,0.0,504.0
Shuai-Xie/genetic-algorithm,0.0,0.0,0.0,134.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,406.0
ShuaiLeiLu/JD,0.0,7.0,1.0,28.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,391.0,0.0,51.0
ShunyuanZheng/GPS-Gaussian,0.0,2.0,0.0,13.0,0.0,48.0,46.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,314.0
ShuoYang-1998/Few_Shot_Distribution_Calibration,0.0,0.0,0.0,62.0,0.0,45.0,38.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,335.0
Shyujikou/binarybook,0.0,0.0,0.0,48.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,140.0
SiDe321bE/5n59poi5o,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,80.0
SiTrann/hwid-spoofer1111,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,72.0
Sigourn/morrowind-improved,0.0,4.0,1.0,11.0,0.0,26.0,43.0,0.0,0.0,10.0,0.0,1.0,2919.0,0.0,54.0
Sillos0/Vera-Crypter-FUD,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,106.0
Silvicek/distributional-dqn,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.0
Simon-He95/transformToUnoCSS,0.0,20.0,1.0,0.0,0.0,40.0,18.0,0.0,0.0,5.0,0.0,0.0,65.0,0.0,72.0
SimonHung/LodeRunner_TotalRecall,0.0,0.0,0.0,39.0,0.0,4.0,8.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,106.0
SimpleMachines/SMF2.1,37.0,11.0,13.0,110.0,0.0,4383.0,1409.0,3.0,0.0,1965.0,938.0,996.0,918.0,4.0,154.0
Simplistix/testfixtures,2.0,17.0,0.0,23.0,0.0,155.0,40.0,0.0,0.0,42.0,67.0,33.0,66.0,0.0,77.0
Simulee-io/Settlers,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,8.0,0.0,98.0
Sin3DM/Sin3DM,0.0,0.0,0.0,5.0,0.0,0.0,5.0,0.0,1.0,0.0,0.0,0.0,4.0,0.0,122.0
SinyavtsevIlya/NanoECS,0.0,1.0,0.0,5.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,30.0,1.0,124.0
Sipkab/jvm-tail-recursion,0.0,4.0,1.0,2.0,0.0,9.0,5.0,0.0,1.0,2.0,0.0,0.0,18.0,0.0,125.0
SirBugs/endext,0.0,2.0,0.0,23.0,0.0,1.0,2.0,0.0,0.0,2.0,0.0,0.0,21.0,0.0,173.0
Siudazz/LitiumWare-ApexLegends,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,136.0
Sketchy502/SDV-Summary,0.0,16.0,6.0,13.0,0.0,39.0,26.0,0.0,0.0,26.0,11.0,6.0,12.0,0.0,82.0
Skrill0/XKeen,0.0,33.0,1.0,22.0,0.0,7.0,3.0,0.0,1.0,1.0,0.0,0.0,31.0,38.0,255.0
Skulltrail192/One-Core-Api-Source,0.0,4.0,0.0,4.0,0.0,8.0,5.0,0.0,0.0,0.0,0.0,0.0,22.0,1.0,59.0
Skyscanner/aiotask-context,0.0,3.0,1.0,16.0,0.0,6.0,5.0,0.0,0.0,4.0,2.0,0.0,3.0,0.0,55.0
SmallDesktopDisplay-team/SmallDesktopDisplay,0.0,6.0,0.0,34.0,0.0,3.0,6.0,0.0,0.0,0.0,0.0,0.0,9.0,4.0,84.0
SmallPond/MIT6.828_OS,0.0,2.0,0.0,205.0,0.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,1086.0
SmallVagetable/opinionExtraction,0.0,0.0,0.0,10.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0
SmartisanTech/android,0.0,0.0,0.0,76.0,0.0,3.0,2.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,370.0
Smokeyslender/Clipper,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,95.0
SmokingCrop/UniFi,1.0,0.0,0.0,50.0,0.0,2.0,0.0,0.0,0.0,9.0,0.0,2.0,163.0,0.0,182.0
SnapDrop/snapdrop,0.0,0.0,0.0,23.0,0.0,11.0,7.0,0.0,0.0,4.0,0.0,0.0,2.0,0.0,268.0
Sneer-Cat/Steam-Economy-Enhancer,0.0,0.0,0.0,19.0,0.0,3.0,0.0,0.0,0.0,5.0,0.0,0.0,21.0,0.0,107.0
Sneezry/Signpost,0.0,0.0,0.0,10.0,0.0,1.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,132.0
SnowCold/Qarth,0.0,0.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.0
Soapinyourass/CRACK-MIDNIGHT-cheat-for-GTA-5-Online-Teleport-and-Interaction-with-the-World-Griff,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,262.0
Sodaug/Minecraft-Free-Hack-Download-2023,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,89.0
SohamDutta2002/Finance,0.0,0.0,0.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.0
SolarLune/paths,0.0,0.0,0.0,15.0,0.0,9.0,3.0,0.0,0.0,12.0,0.0,0.0,4.0,0.0,56.0
SoliantMike/FM-Admin-API-Tool,0.0,0.0,0.0,9.0,0.0,8.0,10.0,0.0,0.0,1.0,0.0,0.0,47.0,0.0,59.0
SolomonSklash/SleepyCrypt,0.0,0.0,0.0,58.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,326.0
Solvik/netbox-agent,0.0,82.0,67.0,79.0,0.0,284.0,99.0,4.0,0.0,227.0,4.0,6.0,364.0,5.0,265.0
Soporte-Enertec/Dragon-auto-bot,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,242.0
Sovereign-Labs/sovereign-sdk,1.0,1112.0,1047.0,94.0,0.0,1137.0,404.0,1.0,0.0,1415.0,1624.0,2148.0,3220.0,3.0,287.0
Space-Hacks/Battlefield-5Hack-hggmvg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,263.0
SpaceTeddy/CC1101,0.0,1.0,0.0,62.0,0.0,31.0,18.0,0.0,0.0,6.0,0.0,0.0,2.0,0.0,156.0
SpaceTradersAPI/api-docs,0.0,12.0,2.0,40.0,56.0,93.0,91.0,3.0,0.0,66.0,2.0,17.0,172.0,1.0,139.0
SpaceTradersAPI/awesome-spacetraders,0.0,1.0,1.0,14.0,0.0,16.0,4.0,6.0,0.0,19.0,6.0,18.0,9.0,0.0,168.0
Spandan-Madan/A-Collection-of-important-tasks-in-pytorch,0.0,0.0,0.0,24.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,138.0
SpartnerNL/Laravel-Excel,0.0,27.0,5.0,447.0,0.0,1430.0,486.0,0.0,0.0,228.0,100.0,137.0,167.0,24.0,2169.0
Sparxxz/Flood-Rainfall-Disaster-Prediction-Website,0.0,2.0,0.0,35.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,51.0
SpectacularAI/sdk,0.0,79.0,30.0,10.0,0.0,42.0,22.0,0.0,1.0,60.0,13.0,46.0,92.0,39.0,60.0
SpectralOps/netz,0.0,6.0,2.0,43.0,0.0,13.0,5.0,0.0,0.0,0.0,0.0,0.0,9.0,3.0,391.0
SpectralOps/senv,0.0,3.0,2.0,7.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,104.0
SpeechColab/GigaSpeech,1.0,27.0,22.0,63.0,0.0,230.0,102.0,7.0,0.0,137.0,80.0,136.0,159.0,0.0,617.0
SpellcraftAI/openai-streams,59.0,33.0,2.0,19.0,0.0,72.0,30.0,0.0,0.0,35.0,0.0,0.0,103.0,29.0,140.0
SpikeHD/AmazonMonitor,0.0,9.0,9.0,54.0,0.0,248.0,153.0,0.0,0.0,28.0,6.0,5.0,171.0,0.0,240.0
SpriteOvO/spdlog-rs,2.0,127.0,108.0,13.0,0.0,107.0,30.0,0.0,1.0,47.0,51.0,67.0,659.0,16.0,103.0
SpuckyYT123/-NFT-Art-Generator-Latest-Version-,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,226.0
SrgntBallistic/Formbot-V0,0.0,0.0,0.0,7.0,0.0,5.0,4.0,0.0,1.0,1.0,0.0,0.0,19.0,0.0,51.0
SrirajBehera/Machine-Learning-Andrew-Ng,0.0,2.0,0.0,75.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,171.0
SrividyaKK/S5,2.0,0.0,0.0,36.0,0.0,0.0,0.0,0.0,1.0,6.0,0.0,0.0,92.0,0.0,53.0
St3V1sIon/G3nshin-Lunacy-T00l,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,109.0
Stability-AI/stable-fast-3d,0.0,0.0,0.0,97.0,0.0,193.0,65.0,0.0,1.0,8.0,0.0,0.0,7.0,0.0,995.0
Stachugit/CatHack,0.0,6.0,0.0,7.0,0.0,14.0,18.0,0.0,0.0,2.0,0.0,0.0,50.0,4.0,168.0
StarDustCFW/StarDustCFWPack,1.0,156.0,21.0,21.0,0.0,123.0,40.0,0.0,0.0,5.0,0.0,0.0,2648.0,148.0,115.0
StardustDL/Linq-in-Rust,0.0,1.0,0.0,11.0,0.0,9.0,7.0,0.0,0.0,7.0,0.0,1.0,3.0,0.0,128.0
StartAutomating/PowerArcade,0.0,4.0,3.0,0.0,0.0,0.0,2.0,0.0,0.0,5.0,0.0,0.0,7.0,0.0,57.0
StaticMania/hugo-apsho,0.0,2.0,0.0,109.0,0.0,5.0,6.0,0.0,0.0,5.0,1.0,1.0,11.0,0.0,136.0
