repo,CommitCommentEvent,CreateEvent,DeleteEvent,ForkEvent,GollumEvent,IssueCommentEvent,IssuesEvent,MemberEvent,PublicEvent,PullRequestEvent,PullRequestReviewCommentEvent,PullRequestReviewEvent,PushEvent,ReleaseEvent,WatchEvent
03taco/crypto-aml-check,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,253.0
04x/ICG-AutoExploiterBoT,1.0,0.0,0.0,46.0,0.0,8.0,15.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,93.0
0aqz0/SLR,1.0,2.0,0.0,41.0,0.0,114.0,49.0,0.0,1.0,0.0,0.0,0.0,72.0,0.0,226.0
0b5vr/tweakpane-plugin-rotation,0.0,8.0,0.0,6.0,0.0,5.0,1.0,0.0,0.0,2.0,2.0,3.0,23.0,4.0,78.0
0e0w/HackJava,0.0,2.0,0.0,108.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,53.0,0.0,570.0
0hotpantsbronze30/0sxiykjbt20s,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,178.0
0mountainman3/jsdi8poywcqa,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,70.0
0no-co/wonka,0.0,54.0,31.0,14.0,0.0,41.0,32.0,0.0,0.0,86.0,5.0,32.0,123.0,12.0,170.0
0voice/k8s_awesome_document,0.0,0.0,0.0,374.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,1246.0
0x1F9F1/mem,0.0,2.0,0.0,23.0,0.0,7.0,2.0,0.0,0.0,4.0,5.0,5.0,23.0,0.0,130.0
0x4D31/burpa,0.0,0.0,0.0,42.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,150.0
0x534a/dynmx,0.0,0.0,0.0,7.0,0.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,74.0
0x727/DropLabTools,0.0,5.0,0.0,32.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,219.0
0xAA55/gta-onl1ne-modmenu,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,115.0
0xAA55/resampler,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,92.0
0xCyberY/ehtk,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,22.0,0.0,97.0
0xFableOrg/roll-op,0.0,12.0,10.0,15.0,0.0,66.0,61.0,0.0,0.0,27.0,37.0,43.0,49.0,0.0,74.0
0xKitsune/cfmms-rs,0.0,15.0,13.0,57.0,0.0,38.0,36.0,0.0,0.0,81.0,14.0,9.0,191.0,0.0,198.0
0xMJ/AI-Security-Learning,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,490.0
0xSTAR/NH-DL,0.0,7.0,0.0,0.0,0.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,45.0,6.0,65.0
0xType/0xProto,0.0,46.0,27.0,15.0,0.0,247.0,105.0,0.0,1.0,55.0,23.0,17.0,79.0,21.0,1547.0
0xalpha0123/Crypto-MiningBot,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,54.0
100gamma/Gatekeyper,0.0,0.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,169.0
1079374315/GT,0.0,29.0,17.0,15.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,387.0,9.0,124.0
1141881632/NcCrack-Lost-light-Aim-Esp,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,422.0
1141881632/NcCrack-SYNAPSE-X-CRACKED-ROBLOX,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,354.0
12www/FIFA-23-CHEAT-TABLE-WORK,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,187.0
13Cubed/Abeebus,0.0,1.0,0.0,17.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,12.0,1.0,65.0
1902756969/IKUN_Library,0.0,4.0,1.0,7.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,261.0
198808xc/Vision-AGI-Survey,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,113.0
1996scarlet/Laser-Eye,0.0,2.0,0.0,26.0,2.0,17.0,21.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,124.0
1hubert/genshin-dialogue-autoskip,0.0,3.0,2.0,30.0,0.0,123.0,54.0,0.0,1.0,32.0,0.0,1.0,56.0,0.0,78.0
1tapsMachine/Hwid-Changer-For-PC,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,7.0,1.0,123.0
1xyz/pryrite,0.0,12.0,9.0,4.0,0.0,1.0,6.0,0.0,1.0,18.0,0.0,0.0,19.0,3.0,190.0
20anas11/Crypto-Game-2023-NFT-Free,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,95.0
21cnbao/memory-courses,0.0,0.0,0.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,58.0
247292980/spring-boot,0.0,0.0,0.0,60.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.0
247printing/247zero,0.0,0.0,0.0,14.0,0.0,0.0,1.0,0.0,1.0,5.0,0.0,0.0,3.0,0.0,82.0
282857341/nnFormer,0.0,1.0,0.0,181.0,0.0,251.0,194.0,0.0,1.0,5.0,0.0,0.0,104.0,0.0,1064.0
29VirtualWhisper/myValorantGoods2,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,209.0
2KAbhishek/tdo.nvim,0.0,3.0,0.0,2.0,0.0,6.0,2.0,0.0,1.0,6.0,0.0,2.0,15.0,3.0,58.0
2fd/graphdoc,1.0,290.0,265.0,111.0,0.0,338.0,30.0,0.0,0.0,580.0,0.0,0.0,81.0,0.0,827.0
2fps/demo,0.0,49.0,12.0,61.0,0.0,17.0,3.0,0.0,0.0,61.0,0.0,0.0,19.0,0.0,69.0
2gaZZ2/LW-x-ScriptGG,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68.0,1.0,189.0
2lifetop/LightHouse_Automatic_Shutdown,0.0,101.0,94.0,227.0,0.0,88.0,6.0,0.0,0.0,203.0,0.0,0.0,51.0,0.0,166.0
2moe/tmoe,0.0,1.0,0.0,44.0,0.0,407.0,112.0,0.0,0.0,2.0,0.0,0.0,141.0,0.0,389.0
2t2ej3DG6K3w/expressvpn-newcrack53n9otl4sgDP,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,92.0
3-manifolds/Sage_macOS,0.0,36.0,0.0,15.0,0.0,386.0,142.0,0.0,0.0,1.0,0.0,0.0,151.0,29.0,162.0
30-seconds/30-seconds-of-react,0.0,18.0,16.0,379.0,0.0,139.0,35.0,2.0,0.0,100.0,25.0,12.0,171.0,0.0,3167.0
3003n/chimeraos,0.0,675.0,21.0,7.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,1071.0,649.0,80.0
30hours/blah2,0.0,9.0,5.0,31.0,0.0,55.0,22.0,0.0,0.0,25.0,1.0,0.0,145.0,0.0,238.0
3138489069/PUBG-F1RE-S0FT-2,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,162.0
34306/mineland,0.0,7.0,1.0,1.0,0.0,21.0,13.0,0.0,0.0,1.0,0.0,0.0,7.0,4.0,55.0
350306878/Kuai-Shua-Questions,0.0,0.0,0.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,0.0,427.0
39aldo39/DecSyncCC,0.0,31.0,1.0,20.0,0.0,241.0,115.0,0.0,0.0,14.0,0.0,0.0,83.0,26.0,218.0
3arthqu4ke/headlessmc,0.0,58.0,38.0,15.0,0.0,149.0,69.0,0.0,0.0,90.0,0.0,1.0,146.0,13.0,58.0
3ative/thermostat-project-v3,0.0,0.0,0.0,21.0,0.0,31.0,10.0,0.0,1.0,0.0,0.0,0.0,19.0,0.0,58.0
3gstudent/PasswordFilter,0.0,0.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,54.0
3gstudent/Pentest-and-Development-Tips,0.0,0.0,0.0,160.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,697.0
3rd/tsdiagram,0.0,4.0,2.0,15.0,0.0,29.0,22.0,0.0,1.0,8.0,0.0,0.0,88.0,0.0,385.0
3stbn/wp-clone,0.0,0.0,0.0,52.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,63.0
404name/face-check-in-system,0.0,5.0,1.0,16.0,0.0,5.0,2.0,0.0,0.0,4.0,0.0,0.0,14.0,1.0,50.0
405go/pdman,0.0,23.0,8.0,60.0,0.0,10.0,9.0,0.0,0.0,26.0,0.0,0.0,2.0,0.0,154.0
42wim/dt,0.0,6.0,1.0,13.0,0.0,5.0,8.0,0.0,0.0,5.0,0.0,0.0,12.0,2.0,98.0
44phantom/FortGalaxy,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,106.0
4OH4/kubernetes-fastapi,0.0,2.0,0.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,129.0
4TWIGGERS/React-Native-Reflective-UI,0.0,0.0,0.0,12.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,181.0
4karaDEV/Office-Activator-KMSAuto-2023,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,210.0
4lejandrito/react-guitar,0.0,99.0,27.0,51.0,0.0,61.0,22.0,0.0,0.0,51.0,2.0,2.0,379.0,0.0,657.0
502Brian91/ALBION-ONLINE-RADAR-MULTIS0FT-V4.2,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78.0
50Marek50/Adobe-After-Effects-Full-Version,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,61.0
54rt1n/ComfyUI-DareMerge,0.0,7.0,4.0,11.0,0.0,38.0,17.0,0.0,0.0,16.0,0.0,0.0,58.0,0.0,61.0
570284220/ElysiumCheat-FREE-RUST-NEW-CHEAT-2023-ESP-AIMBOT-UNDETECTED-FREE,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,185.0
59079096/HCView-Pascal,0.0,0.0,0.0,30.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,182.0,0.0,71.0
5j9/wikitextparser,0.0,104.0,7.0,23.0,0.0,202.0,196.0,0.0,0.0,37.0,4.0,4.0,211.0,0.0,223.0
5t3ph/eleventy-plugin-template,0.0,3.0,1.0,5.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,54.0
5t3ph/html-sass-jumpstart,0.0,15.0,4.0,15.0,0.0,3.0,10.0,0.0,0.0,17.0,0.0,0.0,24.0,0.0,96.0
610265158/faceboxes-tensorflow,0.0,31.0,25.0,21.0,0.0,13.0,3.0,0.0,2.0,25.0,0.0,0.0,58.0,0.0,62.0
6677-ai/tap4-ai-crawler,0.0,4.0,0.0,146.0,0.0,3.0,2.0,1.0,0.0,3.0,0.0,0.0,27.0,0.0,171.0
71yuu/YMall,0.0,50.0,27.0,45.0,0.0,51.0,9.0,0.0,0.0,77.0,0.0,0.0,20.0,0.0,209.0
771073216/dist,0.0,121.0,115.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,849.0,116.0,224.0
79134054/VSEngine2,0.0,0.0,0.0,45.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,99.0
79458627/ttyy-calendar,0.0,0.0,0.0,11.0,0.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,81.0
7stavros320/14dt85yzarct,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,121.0
7xhl/1,7.0,1.0,0.0,13.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,0.0,148.0
8051Enthusiast/biodiff,0.0,20.0,3.0,27.0,0.0,50.0,27.0,0.0,0.0,6.0,0.0,0.0,129.0,11.0,798.0
8063Esvcodes/Adobe-Lightroom-13.2-PC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87.0
839114450/Phoenix-cheat-for-ARK-Survival-Evolved-Aim-Esp,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,129.0
86maid/ddddocr,2.0,9.0,0.0,16.0,0.0,119.0,21.0,0.0,0.0,8.0,0.0,0.0,68.0,7.0,109.0
870Krollins/DBD-Multisoft-MicUnlDlc,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,103.0
88250/88250,0.0,3.0,1.0,57.0,0.0,5.0,4.0,0.0,0.0,2.0,0.0,0.0,1578.0,0.0,77.0
8ratana1345/142c86obciex,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,166.0
93degree/streamlit-component-svelte-template,0.0,2.0,0.0,9.0,0.0,2.0,2.0,0.0,0.0,1.0,0.0,0.0,4.0,0.0,52.0
96boards/documentation,0.0,19.0,21.0,91.0,15.0,137.0,96.0,2.0,0.0,200.0,87.0,76.0,117.0,0.0,140.0
99fk/Bat-To-Exe-Converter-Downloader,0.0,0.0,0.0,16.0,0.0,4.0,3.0,0.0,1.0,1.0,0.0,0.0,17.0,0.0,65.0
A-F-V/obsidian-arcana,0.0,95.0,25.0,5.0,0.0,70.0,98.0,0.0,1.0,86.0,3.0,5.0,205.0,35.0,85.0
A-Y-1/HNU,1.0,2.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.0,0.0,60.0
A3Data/hermione,0.0,59.0,21.0,46.0,0.0,45.0,22.0,6.0,1.0,109.0,0.0,7.0,100.0,22.0,206.0
A3m7o/16336-14104,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,66.0
ABurakk/DoGoodMobile,0.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,89.0
ACDSLab/MPPI-Generic,0.0,1.0,1.0,6.0,0.0,20.0,6.0,0.0,2.0,3.0,0.0,1.0,4.0,0.0,65.0
ACheun9/Pytorch-implementation-of-Mobile-Former,0.0,0.0,0.0,16.0,0.0,23.0,9.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,99.0
ADI352/Jailbreak-Script-Free-Download-2023,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,121.0
ADOU1998/SoftHub,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,95.0
AFIF-UG/Introduccion_a_Python-Curso_Online,0.0,2.0,0.0,23.0,0.0,138.0,28.0,4.0,0.0,0.0,0.0,0.0,104.0,0.0,160.0
AGProjects/blink-qt,0.0,12.0,0.0,27.0,0.0,8.0,0.0,0.0,0.0,3.0,0.0,0.0,294.0,0.0,55.0
AHCorn/Bilibili-Auto-Quality,0.0,2.0,0.0,8.0,0.0,6.0,7.0,0.0,0.0,2.0,0.0,0.0,67.0,0.0,147.0
AK-Homberger/NMEA2000WifiGateway-with-ESP32,0.0,0.0,0.0,19.0,0.0,21.0,13.0,0.0,1.0,0.0,0.0,0.0,148.0,0.0,69.0
AKASH2907/project_sunroof_india,1.0,0.0,0.0,42.0,0.0,2.0,6.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,126.0
AKGWSB/Hello-Minecraft-Shaders,1.0,2.0,0.0,8.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,87.0
ALEXTANGXIAO/TEngineServer,0.0,3.0,0.0,16.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,36.0,0.0,70.0
AMKhalifa/books,0.0,0.0,0.0,49.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81.0
ANLGBOY/WaveNODE,0.0,4.0,0.0,8.0,0.0,6.0,2.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,69.0
ARM-software/SCALE-Sim,0.0,0.0,0.0,124.0,0.0,56.0,39.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,274.0
ART3MISTICAL/dotfiles,0.0,4.0,0.0,32.0,0.0,4.0,12.0,0.0,0.0,0.0,0.0,0.0,22.0,2.0,325.0
ASKCOS/ASKCOS,0.0,3.0,1.0,26.0,0.0,34.0,17.0,0.0,0.0,4.0,0.0,1.0,5.0,1.0,126.0
ASMIftekhar/VSGNet,0.0,8.0,2.0,24.0,0.0,58.0,42.0,1.0,0.0,10.0,0.0,0.0,78.0,0.0,129.0
AT-UI/feather-font,0.0,0.0,0.0,42.0,0.0,2.0,4.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,132.0
ATLSS5/FIVEM-Lua-Executor,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,61.0
AUTOMATIC1111/stable-diffusion-webui-aesthetic-gradients,1.0,2.0,0.0,76.0,0.0,58.0,29.0,0.0,0.0,3.0,0.0,0.0,3.0,0.0,431.0
AXYZdong/awesome-snn-conference-paper,0.0,7.0,6.0,15.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,22.0,0.0,220.0
AYM1607/swept-crkbd,2.0,7.0,1.0,14.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,22.0,7.0,130.0
AZHenley/knox,0.0,0.0,1.0,4.0,0.0,6.0,37.0,0.0,0.0,1.0,0.0,0.0,32.0,0.0,88.0
AZthemute/GI-GC-patches,0.0,2.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,61.0
AaalltW/ApexLegendss-AltiumWare,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,147.0
Aaditya-Prasad/consistency-policy,0.0,1.0,0.0,9.0,0.0,21.0,10.0,0.0,1.0,0.0,0.0,0.0,13.0,0.0,95.0
Aakashyadav079/Trading-View-Pro,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,75.0
AaronWard/generative-ai-workbook,0.0,0.0,0.0,57.0,0.0,2.0,8.0,0.0,0.0,0.0,0.0,0.0,184.0,0.0,176.0
AaronX121/Ensemble-Pytorch,0.0,2.0,0.0,22.0,0.0,10.0,9.0,0.0,1.0,0.0,0.0,0.0,60.0,0.0,112.0
Aaronswei/ad_sensor_fusion,0.0,0.0,0.0,62.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,19.0,0.0,119.0
Aatmaj-Zephyr/A-collection-of-useful-repositories,0.0,6.0,3.0,33.0,1.0,10.0,10.0,0.0,0.0,38.0,0.0,15.0,115.0,0.0,223.0
AbdallahHemdan/FIRED-OR-TIRED,0.0,1.0,0.0,17.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,9.0,0.0,54.0
Abdelmajid200003/AVAST-PREMIUM-SECURITY-CRACK-2q3ds42,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,93.0
AbeethaHeshan/Simple-FaceBook-Clone-Api,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,121.0
AbeethaHeshan/Test,0.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,123.0
Abel13/DropdownMenu,0.0,1.0,0.0,57.0,0.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77.0
AbirHasan2005/VideoCompress,0.0,16.0,15.0,879.0,0.0,31.0,19.0,2.0,1.0,41.0,0.0,0.0,164.0,0.0,153.0
AbsaOSS/k3d-action,0.0,69.0,51.0,34.0,0.0,45.0,28.0,5.0,0.0,72.0,44.0,119.0,228.0,15.0,176.0
Abscissa/SDLang-D,0.0,1.0,0.0,9.0,1.0,34.0,10.0,1.0,0.0,5.0,0.0,2.0,2.0,0.0,66.0
Abstrct/Schemaverse,0.0,0.0,0.0,21.0,0.0,10.0,5.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,201.0
AbuAntar241/Marauders-HACK-Aimbot-ESP-More-functionality-Your-website,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,505.0
AcademyIFCE/Swift-Book,0.0,5.0,2.0,25.0,0.0,23.0,193.0,1.0,0.0,213.0,99.0,60.0,107.0,0.0,70.0
Accelerider/BaiduPanDownloadWinform,0.0,1.0,0.0,129.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,445.0
Ackara/Plaid.NET,0.0,4.0,2.0,43.0,0.0,103.0,59.0,0.0,0.0,38.0,0.0,0.0,35.0,0.0,60.0
AdamGrossTX/Toolbox,0.0,0.0,0.0,25.0,0.0,1.0,0.0,0.0,0.0,4.0,0.0,0.0,68.0,0.0,84.0
AdamMarsden/css-cheat-sheet,0.0,0.0,0.0,65.0,0.0,3.0,2.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,167.0
AdamMcIntosh/StawdewValley,0.0,0.0,0.0,85.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,283.0
AdguardTeam/cname-trackers,2.0,55.0,61.0,71.0,0.0,238.0,185.0,1.0,0.0,10.0,0.0,3.0,337.0,0.0,396.0
AdivarekarBhumit/ID-Card-Segmentation,0.0,0.0,0.0,40.0,0.0,17.0,5.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,100.0
Adldap2/Adldap2,0.0,29.0,14.0,63.0,0.0,237.0,129.0,0.0,0.0,77.0,14.0,19.0,76.0,16.0,217.0
AdmiralCurtiss/SenPatcher,0.0,24.0,1.0,5.0,0.0,405.0,238.0,0.0,0.0,2.0,0.0,0.0,476.0,21.0,83.0
AdoptOpenJDK/openjdk11-upstream-binaries,0.0,109.0,2.0,23.0,0.0,71.0,18.0,2.0,0.0,36.0,13.0,21.0,138.0,107.0,108.0
AdvaitKale01/Atmosphere-FallGuys-hack-Private-Cheat,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77.0
AdvaitKale01/Warzone-2-Cheat-Atmosphere-ESP-Aimbot,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.0
Aefyr/SAI,13.0,44.0,4.0,305.0,0.0,730.0,392.0,1.0,0.0,159.0,0.0,4.0,468.0,35.0,2519.0
AeonLucid/MagiskFrida,0.0,17.0,0.0,35.0,0.0,8.0,3.0,0.0,0.0,2.0,0.0,0.0,0.0,16.0,159.0
AgileBPM/agile-bpm-basic,0.0,0.0,0.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,111.0
AgoraIO-Extensions/Agora-Flutter-SDK,1.0,1193.0,1064.0,123.0,0.0,2611.0,616.0,2.0,0.0,1872.0,19.0,35.0,1711.0,15.0,142.0
Ahid-Naif/Around-View-Monitoring-AVM,0.0,0.0,0.0,19.0,0.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,66.0
Ahmad-Hamwi/lazy-pagination-compose,0.0,9.0,3.0,6.0,0.0,27.0,7.0,0.0,0.0,4.0,0.0,0.0,74.0,3.0,91.0
AhmadKaabna/adobe-lightroom,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,64.0
AirGuanZ/AtmosphereRenderer,0.0,0.0,0.0,6.0,0.0,6.0,5.0,0.0,1.0,0.0,0.0,0.0,10.0,0.0,64.0
Airtable/airtable.js,0.0,97.0,62.0,396.0,0.0,416.0,167.0,19.0,0.0,261.0,122.0,77.0,117.0,17.0,1385.0
Aitsarbbo/PhoeniX-Genshin-Impact-Cheat,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,164.0
Aiven-Open/klaw,0.0,743.0,709.0,48.0,0.0,939.0,414.0,0.0,0.0,1605.0,871.0,1759.0,2600.0,10.0,96.0
Ajksir2k/ArtGeneratorAI,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,112.0
AkaraChen/nashi,174.0,86.0,80.0,8.0,0.0,115.0,17.0,2.0,0.0,183.0,1.0,2.0,232.0,0.0,72.0
Akash-goyal-github/Inventory-Management-System,0.0,2.0,0.0,47.0,0.0,2.0,0.0,0.0,0.0,4.0,0.0,0.0,10.0,0.0,50.0
AkhilSharma90/nodejs-starter,0.0,3.0,0.0,167.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,3.0,0.0,511.0
Akint0nde/Akint0nde1,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,431.0
Akryum/vue-cli-plugin-ssr,2.0,121.0,115.0,57.0,0.0,211.0,37.0,0.0,0.0,289.0,1.0,0.0,32.0,1.0,169.0
Akryum/vue-virtual-scroller,3.0,324.0,304.0,832.0,0.0,1000.0,308.0,0.0,0.0,733.0,15.0,19.0,97.0,16.0,7077.0
AlWre/ApexLegendss-AltiumWare,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,69.0
AlanDM28/Kiddions-Mod-Menu-Gta-5-2024,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,99.0
AlanDecode/Typecho-Plugin-ExSearch,0.0,0.0,0.0,26.0,0.0,19.0,10.0,0.0,0.0,6.0,0.0,0.0,11.0,0.0,136.0
AlanYeg/KenzoSOFT-9,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,65.0
AlanYeg/hosts,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.0
AlbertoOlla/corso-es6-materiale,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,130.0
AlbertoOlla/esercizi-di-programmazione-javascript,0.0,0.0,0.0,2061.0,0.0,28.0,5.0,0.0,0.0,12.0,0.0,1.0,0.0,0.0,1351.0
