repo_id,repo_name,actor,starred_at,fake_acct
MDEwOlJlcG9zaXRvcnkyNTU0NjA2MTk=,holochain/holochain-client-js,mahsumclkblk,2024-03-12 15:25:55 UTC,suspected-activity_cluster
MDEwOlJlcG9zaXRvcnkyNTU0NjA2MTk=,holochain/holochain-client-js,frost-scorpio,2024-03-01 07:53:54 UTC,unknown
MDEwOlJlcG9zaXRvcnkyNTU0NjA2MTk=,holochain/holochain-client-js,Kara3434,2024-03-08 20:31:54 UTC,suspected-activity_cluster
MDEwOlJlcG9zaXRvcnkyNTU0NjA2MTk=,holochain/holochain-client-js,Moonlighthot,2024-03-09 11:32:14 UTC,suspected-activity_cluster
MDEwOlJlcG9zaXRvcnkyNTU0NjA2MTk=,holochain/holochain-client-js,Tarsusl,2024-03-09 14:43:54 UTC,suspected-activity_cluster
MDEwOlJlcG9zaXRvcnkyNTU0NjA2MTk=,holochain/holochain-client-js,erdigultekin16,2022-08-26 08:35:29 UTC,suspected-activity_cluster
MDEwOlJlcG9zaXRvcnkyNTU0NjA2MTk=,holochain/holochain-client-js,SonYolcu00,2022-08-25 22:27:33 UTC,suspected-activity_cluster
MDEwOlJlcG9zaXRvcnkyNTU0NjA2MTk=,holochain/holochain-client-js,lesahin,2022-08-26 13:57:06 UTC,suspected-activity_cluster
MDEwOlJlcG9zaXRvcnkyNTU0NjA2MTk=,holochain/holochain-client-js,asjk06,2024-03-08 13:23:58 UTC,suspected-activity_cluster
MDEwOlJlcG9zaXRvcnkyNTU0NjA2MTk=,holochain/holochain-client-js,Mustafademir3,2024-03-21 06:01:26 UTC,unknown
MDEwOlJlcG9zaXRvcnkyNTU0NjA2MTk=,holochain/holochain-client-js,buraksari-sr,2024-03-03 10:51:41 UTC,suspected-activity_cluster
MDEwOlJlcG9zaXRvcnkyNTU0NjA2MTk=,holochain/holochain-client-js,HernanCrespo,2022-08-25 20:52:15 UTC,suspected-activity_cluster
MDEwOlJlcG9zaXRvcnkyNTU0NjA2MTk=,holochain/holochain-client-js,bidost,2024-03-02 23:35:59 UTC,unknown
MDEwOlJlcG9zaXRvcnkyNTU0NjA2MTk=,holochain/holochain-client-js,kroismail,2024-03-21 22:10:30 UTC,suspected-activity_cluster
MDEwOlJlcG9zaXRvcnkyNTU0NjA2MTk=,holochain/holochain-client-js,Gkhanm,2024-03-12 14:42:06 UTC,unknown
MDEwOlJlcG9zaXRvcnkyNTU0NjA2MTk=,holochain/holochain-client-js,adogru,2022-08-25 21:21:32 UTC,suspected-activity_cluster
MDEwOlJlcG9zaXRvcnkyNTU0NjA2MTk=,holochain/holochain-client-js,atabey84,2022-08-25 20:59:07 UTC,suspected-activity_cluster
MDEwOlJlcG9zaXRvcnkyNTU0NjA2MTk=,holochain/holochain-client-js,ismet1986,2024-03-12 15:08:47 UTC,suspected-activity_cluster
MDEwOlJlcG9zaXRvcnkyNTU0NjA2MTk=,holochain/holochain-client-js,Gencanadolu038,2024-03-11 08:36:09 UTC,suspected-activity_cluster
MDEwOlJlcG9zaXRvcnkyNTU0NjA2MTk=,holochain/holochain-client-js,sadettintas,2024-03-08 13:09:44 UTC,unknown
MDEwOlJlcG9zaXRvcnkyNTU0NjA2MTk=,holochain/holochain-client-js,Dellyboy1903,2024-03-12 17:17:25 UTC,suspected-activity_cluster
MDEwOlJlcG9zaXRvcnkyNTU0NjA2MTk=,holochain/holochain-client-js,ephessus,2022-08-25 22:13:50 UTC,suspected-activity_cluster
MDEwOlJlcG9zaXRvcnkyNTU0NjA2MTk=,holochain/holochain-client-js,aicyber4,2024-03-09 02:21:29 UTC,suspected-activity_cluster
MDEwOlJlcG9zaXRvcnkyNTU0NjA2MTk=,holochain/holochain-client-js,Kaankaya1453,2024-03-09 13:30:11 UTC,suspected-activity_cluster
MDEwOlJlcG9zaXRvcnkyNTU0NjA2MTk=,holochain/holochain-client-js,manonn91,2024-03-09 16:28:54 UTC,suspected-activity_cluster
MDEwOlJlcG9zaXRvcnkyNTU0NjA2MTk=,holochain/holochain-client-js,Prometheus7221,2024-03-10 08:27:19 UTC,unknown
MDEwOlJlcG9zaXRvcnkyNTU0NjA2MTk=,holochain/holochain-client-js,aysegunes38,2022-08-26 12:44:08 UTC,unknown
MDEwOlJlcG9zaXRvcnkyNTU0NjA2MTk=,holochain/holochain-client-js,kekkeme,2024-03-12 15:31:50 UTC,unknown
MDEwOlJlcG9zaXRvcnkyNTU0NjA2MTk=,holochain/holochain-client-js,Vuralkrkmz,2022-09-30 09:33:07 UTC,suspected-activity_cluster
MDEwOlJlcG9zaXRvcnkyNTU0NjA2MTk=,holochain/holochain-client-js,burhanbatman,2024-03-03 14:59:27 UTC,unknown
MDEwOlJlcG9zaXRvcnkyNTU0NjA2MTk=,holochain/holochain-client-js,Akimotorakiyu,2022-04-22 17:28:05 UTC,unknown
MDEwOlJlcG9zaXRvcnkyNTU0NjA2MTk=,holochain/holochain-client-js,JvdH-NL,2024-03-10 17:00:43 UTC,unknown
MDEwOlJlcG9zaXRvcnkyNTU0NjA2MTk=,holochain/holochain-client-js,oktaydemirhas,2024-03-02 23:04:48 UTC,unknown
MDEwOlJlcG9zaXRvcnkyNTU0NjA2MTk=,holochain/holochain-client-js,marcjoe,2024-03-01 05:22:08 UTC,unknown
MDEwOlJlcG9zaXRvcnkyNTU0NjA2MTk=,holochain/holochain-client-js,EarthlingJim,2022-09-19 00:37:32 UTC,unknown
MDEwOlJlcG9zaXRvcnkyNTU0NjA2MTk=,holochain/holochain-client-js,icyc9,2023-03-07 14:58:36 UTC,unknown
MDEwOlJlcG9zaXRvcnkyNTU0NjA2MTk=,holochain/holochain-client-js,taophp,2022-09-27 21:08:41 UTC,unknown
MDEwOlJlcG9zaXRvcnkyNTU0NjA2MTk=,holochain/holochain-client-js,alexoceann,2023-12-12 18:58:37 UTC,unknown
MDEwOlJlcG9zaXRvcnkyNTU0NjA2MTk=,holochain/holochain-client-js,q1blue,2022-06-12 21:34:00 UTC,unknown
MDEwOlJlcG9zaXRvcnkyNTU0NjA2MTk=,holochain/holochain-client-js,nicholasaweiner,2023-09-08 19:35:30 UTC,unknown
MDEwOlJlcG9zaXRvcnkyNTU0NjA2MTk=,holochain/holochain-client-js,makeroftools,2024-03-10 04:57:04 UTC,unknown
MDEwOlJlcG9zaXRvcnkyNTU0NjA2MTk=,holochain/holochain-client-js,psytron,2023-07-30 07:34:37 UTC,unknown
MDEwOlJlcG9zaXRvcnkyNTU0NjA2MTk=,holochain/holochain-client-js,rosseyre,2023-09-05 14:56:35 UTC,unknown
MDEwOlJlcG9zaXRvcnkyNTU0NjA2MTk=,holochain/holochain-client-js,U23R,2024-03-10 14:23:39 UTC,unknown
MDEwOlJlcG9zaXRvcnkyNTU0NjA2MTk=,holochain/holochain-client-js,NickWhiu,2022-08-30 10:40:16 UTC,unknown
MDEwOlJlcG9zaXRvcnkyNTU0NjA2MTk=,holochain/holochain-client-js,f13end,2022-01-13 22:48:58 UTC,unknown
MDEwOlJlcG9zaXRvcnkyNTU0NjA2MTk=,holochain/holochain-client-js,WaveWalkerMe,2023-04-26 19:52:35 UTC,unknown
MDEwOlJlcG9zaXRvcnkyNTU0NjA2MTk=,holochain/holochain-client-js,c12i,2024-01-12 11:36:05 UTC,unknown
MDEwOlJlcG9zaXRvcnkyNTU0NjA2MTk=,holochain/holochain-client-js,Soushi888,2023-04-24 03:03:22 UTC,unknown
MDEwOlJlcG9zaXRvcnkyNTU0NjA2MTk=,holochain/holochain-client-js,Vicenzo-Giuseppe,2023-02-10 13:25:19 UTC,unknown
MDEwOlJlcG9zaXRvcnkyNTU0NjA2MTk=,holochain/holochain-client-js,dukejones,2023-01-15 00:19:12 UTC,unknown
MDEwOlJlcG9zaXRvcnkyNTU0NjA2MTk=,holochain/holochain-client-js,Pharserror,2022-09-06 18:48:33 UTC,unknown
MDEwOlJlcG9zaXRvcnkyNTU0NjA2MTk=,holochain/holochain-client-js,amunrarara,2022-04-10 00:58:27 UTC,unknown
MDEwOlJlcG9zaXRvcnkyNTU0NjA2MTk=,holochain/holochain-client-js,joshuavial,2023-03-11 23:23:55 UTC,unknown
MDEwOlJlcG9zaXRvcnkyNTU0NjA2MTk=,holochain/holochain-client-js,semarketir,2023-05-19 20:58:50 UTC,unknown
MDEwOlJlcG9zaXRvcnkyNTU0NjA2MTk=,holochain/holochain-client-js,carlgieringer,2022-05-11 04:22:37 UTC,unknown
MDEwOlJlcG9zaXRvcnk5MjI3NzcwNw==,navikt/nav-frontend-moduler,martineeklund,2021-03-05 09:52:05 UTC,suspected-low_activity
MDEwOlJlcG9zaXRvcnk5MjI3NzcwNw==,navikt/nav-frontend-moduler,OdaSortland,2021-03-23 13:02:41 UTC,unknown
MDEwOlJlcG9zaXRvcnk5MjI3NzcwNw==,navikt/nav-frontend-moduler,HBraaen,2019-08-05 11:52:32 UTC,unknown
MDEwOlJlcG9zaXRvcnk5MjI3NzcwNw==,navikt/nav-frontend-moduler,Andreas242,2019-10-03 08:36:44 UTC,unknown
MDEwOlJlcG9zaXRvcnk5MjI3NzcwNw==,navikt/nav-frontend-moduler,erinther,2020-02-23 18:16:21 UTC,unknown
MDEwOlJlcG9zaXRvcnk5MjI3NzcwNw==,navikt/nav-frontend-moduler,oletjens,2019-09-19 12:05:52 UTC,unknown
MDEwOlJlcG9zaXRvcnk5MjI3NzcwNw==,navikt/nav-frontend-moduler,herrepeder,2021-04-15 08:18:02 UTC,unknown
MDEwOlJlcG9zaXRvcnk5MjI3NzcwNw==,navikt/nav-frontend-moduler,mariannefriess,2019-08-05 11:52:30 UTC,unknown
MDEwOlJlcG9zaXRvcnk5MjI3NzcwNw==,navikt/nav-frontend-moduler,JoergenR,2022-04-20 07:57:27 UTC,unknown
MDEwOlJlcG9zaXRvcnk5MjI3NzcwNw==,navikt/nav-frontend-moduler,SuleBenme,2022-04-01 08:43:19 UTC,unknown
MDEwOlJlcG9zaXRvcnk5MjI3NzcwNw==,navikt/nav-frontend-moduler,chriz001,2022-06-02 07:37:11 UTC,unknown
MDEwOlJlcG9zaXRvcnk5MjI3NzcwNw==,navikt/nav-frontend-moduler,christianme,2019-11-27 14:45:47 UTC,unknown
MDEwOlJlcG9zaXRvcnk5MjI3NzcwNw==,navikt/nav-frontend-moduler,dapoz,2021-04-08 05:13:22 UTC,unknown
MDEwOlJlcG9zaXRvcnk5MjI3NzcwNw==,navikt/nav-frontend-moduler,Phelcl,2021-03-25 12:12:03 UTC,unknown
MDEwOlJlcG9zaXRvcnk5MjI3NzcwNw==,navikt/nav-frontend-moduler,karihamnes,2021-03-25 12:23:12 UTC,unknown
MDEwOlJlcG9zaXRvcnk5MjI3NzcwNw==,navikt/nav-frontend-moduler,finiteattention,2019-10-17 07:40:59 UTC,unknown
MDEwOlJlcG9zaXRvcnk5MjI3NzcwNw==,navikt/nav-frontend-moduler,larseirikhansen,2022-01-21 13:05:13 UTC,unknown
MDEwOlJlcG9zaXRvcnk5MjI3NzcwNw==,navikt/nav-frontend-moduler,odi89,2019-11-29 23:30:10 UTC,unknown
MDEwOlJlcG9zaXRvcnk5MjI3NzcwNw==,navikt/nav-frontend-moduler,Pomdre,2020-09-30 22:09:47 UTC,unknown
MDEwOlJlcG9zaXRvcnk5MjI3NzcwNw==,navikt/nav-frontend-moduler,aasen,2021-01-06 13:21:35 UTC,unknown
MDEwOlJlcG9zaXRvcnk5MjI3NzcwNw==,navikt/nav-frontend-moduler,haraldgroven,2021-01-12 17:08:45 UTC,unknown
MDEwOlJlcG9zaXRvcnk5MjI3NzcwNw==,navikt/nav-frontend-moduler,ertkjern,2020-01-30 07:47:08 UTC,unknown
MDEwOlJlcG9zaXRvcnk5MjI3NzcwNw==,navikt/nav-frontend-moduler,luk-str,2021-02-23 22:45:32 UTC,unknown
MDEwOlJlcG9zaXRvcnk5MjI3NzcwNw==,navikt/nav-frontend-moduler,MatsAnd,2021-01-31 22:31:04 UTC,unknown
MDEwOlJlcG9zaXRvcnk5MjI3NzcwNw==,navikt/nav-frontend-moduler,KenAJoh,2020-07-10 07:47:51 UTC,unknown
MDEwOlJlcG9zaXRvcnk5MjI3NzcwNw==,navikt/nav-frontend-moduler,tanettrimas,2020-05-05 17:24:51 UTC,unknown
MDEwOlJlcG9zaXRvcnk5MjI3NzcwNw==,navikt/nav-frontend-moduler,olejorgenbakken,2021-12-21 14:22:17 UTC,unknown
MDEwOlJlcG9zaXRvcnk5MjI3NzcwNw==,navikt/nav-frontend-moduler,svenanders,2020-09-09 13:25:18 UTC,unknown
MDEwOlJlcG9zaXRvcnk5MjI3NzcwNw==,navikt/nav-frontend-moduler,arkadiy93,2020-05-29 06:08:43 UTC,unknown
MDEwOlJlcG9zaXRvcnk5MjI3NzcwNw==,navikt/nav-frontend-moduler,ejgal,2021-01-19 09:58:35 UTC,unknown
MDEwOlJlcG9zaXRvcnk5MjI3NzcwNw==,navikt/nav-frontend-moduler,holthe-tveit,2021-12-15 20:56:12 UTC,unknown
MDEwOlJlcG9zaXRvcnk5MjI3NzcwNw==,navikt/nav-frontend-moduler,fjukstad,2021-04-03 15:57:15 UTC,unknown
MDEwOlJlcG9zaXRvcnk5MjI3NzcwNw==,navikt/nav-frontend-moduler,ksolberg,2019-11-27 14:48:30 UTC,unknown
MDEwOlJlcG9zaXRvcnk5MjI3NzcwNw==,navikt/nav-frontend-moduler,aulonm,2021-01-08 09:07:16 UTC,unknown
