repo_id,repo_name,n_stars,n_stars_latest,n_stars_low_activity,p_stars_low_activity,n_stars_clustered,p_stars_clustered,p_stars_fake,active_days,tags,description
R_kgDOJLNGUg,mr-teslaa/ai-introduction-uni-course,171.0,17.0,0.0,0.0,171.0,1.0,1.0,472.0,[],
R_kgDOKHrCPg,riazsha/cardanimation,52.0,51.0,0.0,0.0,52.0,1.0,1.0,299.0,[],
R_kgDOKJn0iw,riazsha/gemstay,86.0,92.0,0.0,0.0,86.0,1.0,1.0,300.0,[],
R_kgDOJhMFXg,alpereneskici/azure-pipline-test,53.0,0.0,0.0,0.0,53.0,1.0,1.0,342.0,,
R_kgDOJzAVjA,mr-teslaa/sentiment-analysis-api,186.0,24.0,0.0,0.0,186.0,1.0,1.0,376.0,[],
R_kgDOIWsAJQ,mr-teslaa/flask-restapi-101,190.0,24.0,0.0,0.0,190.0,1.0,1.0,609.0,[],
MDEwOlJlcG9zaXRvcnkzOTg1MDEwNDQ=,mr-teslaa/flaskyshop,173.0,17.0,0.0,0.0,173.0,1.0,1.0,1046.0,[],
R_kgDOIRJnkg,Imran407704/portfolio,68.0,1.0,0.0,0.0,68.0,1.0,1.0,620.0,[],
R_kgDOLVzRuw,Abdullahaqee/Api-Orderbook,56.0,22.0,0.0,0.0,56.0,1.0,1.0,98.0,[],This is my firsl build repository
R_kgDOLXO1pg,mr-teslaa/automate-votarlist-ec,178.0,24.0,0.0,0.0,178.0,1.0,1.0,130.0,[],
R_kgDOLksJQg,mr-teslaa/fullstack-web-dev-course,175.0,24.0,0.0,0.0,175.0,1.0,1.0,125.0,[],
R_kgDOLhDyoA,mr-teslaa/lead-spider-google-my-business,176.0,24.0,0.0,0.0,176.0,1.0,1.0,109.0,[],
R_kgDOHx5i5g,CarveTechElect/GroupOne,84.0,6.0,0.0,0.0,84.0,1.0,1.0,587.0,[],Automated Cart
R_kgDOIAbATQ,allasca/allasca.github.io,313.0,115.0,0.0,0.0,313.0,1.0,1.0,1208.0,[],https://allasca.github.io/
R_kgDOLNxRyw,MusinxFate/MusinxFate,188.0,0.0,0.0,0.0,188.0,1.0,1.0,1372.0,[],
R_kgDOGoNE2Q,Dhanvanth0905/Python-for-Ml,53.0,56.0,0.0,0.0,53.0,1.0,1.0,759.0,[],
R_kgDOGq9KQw,Imran407704/imran407704,56.0,0.0,0.0,0.0,56.0,1.0,1.0,900.0,[],
R_kgDOGzcQfw,Imran407704/back-me-up,61.0,0.0,0.0,0.0,61.0,1.0,1.0,875.0,[],This tool will check for Sensitive Data Leakage with some useful patterns/RegEx. The patterns are mostly targeted on waybackdata and filter everything accordingly.
R_kgDOK55dEQ,nickokss/jumper,59.0,2.0,0.0,0.0,59.0,1.0,1.0,236.0,"['css', 'game', 'game-development', 'html5', 'javascript', 'jump', 'jump-game']",Juego de saltos creado con JS
R_kgDOKCx03g,Khkirill/Socials_themes,378.0,0.0,0.0,0.0,378.0,1.0,1.0,234.0,[],
R_kgDOJIjC2A,mr-teslaa/ml-health-disesas-perdictor,169.0,16.0,0.0,0.0,169.0,1.0,1.0,478.0,[],
R_kgDOJKwQQg,Imran407704/Firewall-Testing,64.0,0.0,0.0,0.0,64.0,1.0,1.0,529.0,[],
R_kgDOJQBKoA,CarveTechElect/CarveTech-Engineering-Webpage,89.0,6.0,0.0,0.0,89.0,1.0,1.0,198.0,[],Work Website
R_kgDOK0fwJQ,mr-teslaa/ecommerce-flask-stripe-cicd,155.0,23.0,0.0,0.0,155.0,1.0,1.0,214.0,[],
R_kgDOKqFs2Q,salwinat0r/Illegal_Product_Categorization,376.0,249.0,0.0,0.0,376.0,1.0,1.0,174.0,[],
R_kgDOIUp2JQ,Imran407704/wordlists,61.0,0.0,0.0,0.0,61.0,1.0,1.0,613.0,[],
R_kgDOIrjA9g,Imran407704/vpss,58.0,0.0,0.0,0.0,58.0,1.0,1.0,553.0,[],
R_kgDOLVbemQ,Imran407704/te_st,62.0,0.0,0.0,0.0,62.0,1.0,1.0,134.0,[],
R_kgDOLR27RA,GLskill/Pattern-Method,152.0,72.0,0.0,0.0,152.0,1.0,1.0,189.0,[],
R_kgDOLiToDQ,ProxideX/ProxideX,222.0,0.0,0.0,0.0,222.0,1.0,1.0,117.0,[],
R_kgDOKkYriw,Eposs10/quests-and-skills,1056.0,0.0,1055.0,0.9990530303030303,0.0,0.0,0.9990530303030303,112.0,[],Vanilla+ Quests and Skills Mod
R_kgDOIytllA,mdtauqeeralam21/p0_foundation_brms,748.0,0.0,0.0,0.0,747.0,0.9986631016042781,0.9986631016042781,422.0,[],
R_kgDOLQRqPg,Vardhannn/AndroidStudioProjects,241.0,0.0,0.0,0.0,240.0,0.995850622406639,0.995850622406639,91.0,[],
R_kgDOKeOZ5Q,unwxnted/socketCloud,201.0,157.0,0.0,0.0,200.0,0.9950248756218906,0.9950248756218906,125.0,[],
R_kgDOGfcdIw,AidwN/theend,180.0,0.0,179.0,0.9944444444444445,0.0,0.0,0.9944444444444445,534.0,[],xddd
R_kgDOIorZPw,Darril44K/angular-fivem,696.0,3.0,0.0,0.0,692.0,0.9942528735632183,0.9942528735632183,470.0,[],
R_kgDOHtXO8Q,abrorbekuz/django-db-only,807.0,214.0,0.0,0.0,801.0,0.9925650557620818,0.9925650557620818,599.0,[],django database system only
R_kgDOLBnx2w,UTrosh/Geoguess,128.0,1.0,0.0,0.0,127.0,0.9921875,0.9921875,122.0,"['automation', 'axie', 'axie-infinity', 'axs', 'docker', 'eth', 'ethereum', 'python', 'python3', 'ronin', 'slp', 'weth']",
R_kgDOLr3imw,Sally-Henderson/VQ,122.0,66.0,0.0,0.0,121.0,0.9918032786885246,0.9918032786885246,174.0,"['aimbot', 'bhop', 'cs-go-aimbot', 'cs-go-esp', 'csgo-aimbot', 'csgo-aimware', 'csgo-exploit', 'csgo-rage', 'csgo2', 'csgo2-aimbot-brutual', 'csgo2-esp', 'free-csgo-aimbot', 'csgo-cheat', 'csgo-hack', 'csgo-wallhack']",
R_kgDOJzpUfw,Gabr1elSouza/DashBoard-LD,237.0,0.0,0.0,0.0,235.0,0.9915611814345991,0.9915611814345991,283.0,"['download-free-exitlag', 'exitlag-crack', 'exitlag-crack-2024', 'exitlag-crackeado', 'exitlag-cracked', 'exitlag-full-crack', 'exitlag-full-version', 'exitlag-gratuit', 'exitlag-keygen', 'exitlag-kostenlos', 'exitlag-license-code', 'exitlag-license-key', 'exitlag-portable', 'exitlag-repack', 'exitlag-torrent', 'free-download-exitlag']",Dashboard Ligth/Dark
MDEwOlJlcG9zaXRvcnkyMTEzODEzMDU=,hossainarif726/Practise-Projects-Of-Automate_The_Boring_Stuff_Book,116.0,1.0,0.0,0.0,115.0,0.9913793103448276,0.9913793103448276,1656.0,"['python', 'twitter', 'valorant-skin', 'valorant-skin-changer', 'valorant-skin-changer-2023', 'valorant-skin-changer-2023-free-download', 'valorant-skin-changer-2024', 'valorant-skin-changer-download', 'valorant-skin-changer-full', 'valorant-skin-changer-legit', 'valorant-skin-hack', 'valorant-skin-swapper', 'valorant-skin-swapper-2023', 'valorant-skin-swapper-2024', 'valorant-skin-swapper-download', 'valorant-skinchanger', 'valorant-skinchanger-2023', 'valorant-skinchanger-download', 'valorant-skins', 'valorant-skinswapper']",
R_kgDOKVpgww,hanachaari/Rust-hck2024,105.0,36.0,0.0,0.0,104.0,0.9904761904761905,0.9904761904761905,99.0,[],rust-cheat rust-hack rust-esp rust-wallhack rust-free-hack hack-rust free-rust-hack rust-hack-2024 rust-hacks download-rust-hack rust-cheat-download rust-cheat-free rust-download-hack rust-hack-undetected rust-esp-hack free-hacks-rust rust-aimbot rust-new-hack rust-free-download rust-cheat-free
R_kgDOLS1xWw,mr-teslaa/valentine-ai,181.0,24.0,0.0,0.0,179.0,0.988950276243094,0.988950276243094,199.0,[],
R_kgDOKZSU0w,dalemoncayo/nestjs-pokedex-api,82.0,113.0,0.0,0.0,81.0,0.9878048780487805,0.9878048780487805,94.0,[],Pokedex API using NestJS
R_kgDOLgU0-Q,Nancy-Hawkins/Rsgv6hv,82.0,62.0,0.0,0.0,81.0,0.9878048780487805,0.9878048780487805,124.0,"['flash-drives', 'rufus', 'rufus-crack', 'rufus-download', 'rufus-free-download', 'create-bootable-usb', 'create-bootable-usb-drives', 'download-free-rufus', 'rufus-2024', 'rufus-free', 'rufus-full', 'rufus-usb']",
R_kgDOLraBRw,Jean-Moreno26/nvskeks,162.0,71.0,0.0,0.0,160.0,0.9876543209876543,0.9876543209876543,92.0,"['3d-modeling-software', 'download-free-pixologic-zbrush', 'free-download-pixologic-zbrush', 'pixologic-zbrush', 'pixologic-zbrush-crack', 'pixologic-zbrush-crack-2024', 'pixologic-zbrush-cracked', 'pixologic-zbrush-full-crack', 'pixologic-zbrush-full-version', 'pixologic-zbrush-keygen', 'pixologic-zbrush-license-code', 'pixologic-zbrush-license-key', 'zbrush', 'zbrush-crack', 'zbrush-crack-2024', 'zbrush-cracked', 'zbrush-free-download', 'zbrush-full-version']",
MDEwOlJlcG9zaXRvcnkyOTI5NTYyNTM=,m-boutaleb/LZS,356.0,275.0,0.0,0.0,351.0,0.9859550561797753,0.9859550561797753,1402.0,[],LZS lossless compression algorithm with match search using hash table
R_kgDOLfKG-g,diamcircle/diam-contract,338.0,339.0,0.0,0.0,333.0,0.985207100591716,0.985207100591716,111.0,[],
R_kgDOId8WMA,KYU-Sasaki/FichaRPG,66.0,2.0,0.0,0.0,65.0,0.9848484848484849,0.9848484848484849,512.0,"['delta-download', 'delta-executor', 'executor', 'executor-download', 'executor-roblox', 'keyless-executor', 'roblox', 'roblox-executor', 'roblox-executor-delta', 'roblox-executor-download', 'roblox-executor-github', 'roblox-injector', 'roblox-script', 'roblox-scripts', 'robloxexecutor']",
MDEwOlJlcG9zaXRvcnkzMzQ0MTQwODk=,mtabanja/mtabanja,61.0,1.0,0.0,0.0,60.0,0.9836065573770492,0.9836065573770492,1584.0,[],
R_kgDOJKlDEw,cryptohub-agency/smart_contract_audits,60.0,1.0,0.0,0.0,59.0,0.9833333333333333,0.9833333333333333,506.0,[],
R_kgDOJFTe9g,Dhanvanth0905/Face_Recognition_Using2dPCA,58.0,59.0,0.0,0.0,57.0,0.9827586206896551,0.9827586206896551,479.0,[],
R_kgDOHiSW8Q,Dhanvanth0905/Gesture_Control_robot_ROS_Project,56.0,57.0,0.0,0.0,55.0,0.9821428571428571,0.9821428571428571,735.0,[],Gesture Controlled Robot for Wireless Surveillance that can travel through Rough Terrain and Live Stream everything Infront of It.
R_kgDOJFTgdg,Dhanvanth0905/Face_Recognition_UsingkPCA,55.0,59.0,0.0,0.0,54.0,0.9818181818181818,0.9818181818181818,479.0,[],
R_kgDOJFTYlw,Dhanvanth0905/Face_recognition_usingPCA,55.0,58.0,0.0,0.0,54.0,0.9818181818181818,0.9818181818181818,479.0,[],
R_kgDOGwC0EA,Dhanvanth0905/OS_Project_Virtual_Memory_Manager,54.0,58.0,0.0,0.0,53.0,0.9814814814814815,0.9814814814814815,879.0,[],
R_kgDOLBylXg,Dhanvanth0905/Recommender_Systems_Using_Collaborative_Filtering,53.0,54.0,0.0,0.0,52.0,0.9811320754716981,0.9811320754716981,170.0,[],
R_kgDOLBuGgg,Dhanvanth0905/Image_Restoration_On_Lunar_Surface_Images,53.0,52.0,0.0,0.0,52.0,0.9811320754716981,0.9811320754716981,192.0,[],"This repository compares Wiener, Median, and Gaussian filters for lunar surface image restoration."
R_kgDOH6pMSA,Rreis019/Flappy-Bird---Neural-Network,232.0,4.0,0.0,0.0,227.0,0.978448275862069,0.978448275862069,583.0,[],
R_kgDOHA2VTg,Rreis019/SuperMarioRecreation,226.0,5.0,0.0,0.0,221.0,0.9778761061946902,0.9778761061946902,751.0,[],
R_kgDOLrgZVg,Marilyn-Montgomery/zjhfkzjsf,126.0,37.0,0.0,0.0,123.0,0.9761904761904762,0.9761904761904762,96.0,"['autodesk-free', 'autodesk-revit', 'autodesk-revit-2023', 'autodesk-revit-2023-crack', 'autodesk-revit-2023-free', 'autodesk-revit-2024', 'autodesk-revit-2024-free', 'autodesk-revit-crack', 'autodesk-revit-cracked', 'autodesk-revit-for-free', 'autodesk-revit-free', 'autodesk-revit-full-version', 'revit-2024', 'revit-api', 'revit-crack', 'revit-crack-2024', 'revit-secondary-development', 'autodesk-free-download', 'autodesk-revit-free-download', 'revit-free-download']",
R_kgDOJ_glyQ,alprslnorgnl/Law-of-Large-Numbers-on-Forex,83.0,0.0,0.0,0.0,81.0,0.9759036144578314,0.9759036144578314,230.0,[],"It is a study in which I try to prove the law of large numbers, one of the basic principles of probability in the forex market."
MDEwOlJlcG9zaXRvcnkyNDM0ODk4NDM=,michaellu2019/Frens-Where-U-At,706.0,2.0,0.0,0.0,687.0,0.9730878186968839,0.9730878186968839,1494.0,[],
R_kgDOJxVMKQ,nanette1/PancakeSwap-Sniper-Bot,259.0,227.0,252.0,0.972972972972973,0.0,0.0,0.972972972972973,291.0,['sniper-bot'],"The Sniper Bot https://thesniperbot.io - Please visit our website for more details. Pancakeswap bot, Pancakeswap Sniper bot."
R_kgDOK58zzQ,tukishlo/best-bitcoin-mixers-2024,72.0,65.0,70.0,0.9722222222222222,0.0,0.0,0.9722222222222222,138.0,"['bitcoin-mixer', '2024-bitcoin-mixers', '2024-bitcoin-tumbler', 'best-bitcoin-mixers', 'best-bitcoin-mixers-in-2024', 'best-bitcoin-tumbler-in-2024', 'bitcoin-mixers', 'chipmixer', 'coinomize-bitcoin-mixer', 'mixer-money', 'mixero', 'mixtum', 'sinbad-mixer', 'unijoin-mixer', 'whir-bitcoin-mixer', 'bitcoin-tumblers']",12 Best Bitcoin Mixers and Tumblers in 2024
R_kgDOL4Ax3g,aiden8ewbrooks/Mars-Stealer-,71.0,4.0,0.0,0.0,69.0,0.971830985915493,0.971830985915493,133.0,"['hvnc', 'mars', 'mars-stealer', 'mars-stealer-download', 'rat', 'stealer', 'tool']",Latest Version Of Private STEALER Called Mars.
R_kgDOGmh4RA,pgiselio/JOLOS,177.0,4.0,0.0,0.0,172.0,0.9717514124293786,0.9717514124293786,848.0,[],
MDEwOlJlcG9zaXRvcnkyOTU3MTQ4MjY=,bilal1031/Aerospace,137.0,104.0,0.0,0.0,133.0,0.9708029197080292,0.9708029197080292,1094.0,[],C project
R_kgDOKgpMaw,AbdelrahmanDyaa/To-do-App,97.0,11.0,0.0,0.0,94.0,0.9690721649484536,0.9690721649484536,254.0,"['download-fps-booster', 'exitlag-crack', 'exitlag-crack-download', 'exitlag-cracked', 'exitlag-free', 'exitlag-free-crack', 'exitlag-free-download', 'exitlag-free-key', 'exitlag-key', 'fps-booster', 'fps-booster-all-games', 'fps-booster-fortnite', 'fps-booster-games', 'fps-unlocker', 'fpsbooster', 'free-download-fps-booster', 'free-exitlag-crack', 'free-exitlag-key', 'free-fps-booster']",
R_kgDOJTjHuw,elaina-a11y/Prediction-Bot-Automated-Prediction-Running-Bot,62.0,60.0,60.0,0.967741935483871,0.0,0.0,0.967741935483871,507.0,"['prediction-bot', 'prediction-winner-bot']",Official Website: https://pancakepredictionbot.com - Our pancakeswap prediction bot analyzes real-time data from the Pancakeswap market to identify trends and make predictions.
R_kgDOIYwQ3A,ricogann/ricogann,215.0,21.0,0.0,0.0,208.0,0.9674418604651163,0.9674418604651163,638.0,"['config', 'github-config']",Config files for my GitHub profile.
MDEwOlJlcG9zaXRvcnkzNTMzNDc0NjE=,KyrilosNasr/Skinet4,399.0,6.0,0.0,0.0,386.0,0.9674185463659147,0.9674185463659147,962.0,"['valorant', 'valorant-aim', 'valorant-aimbot', 'valorant-bot', 'valorant-bunnyhop', 'valorant-esp', 'valorant-fps-booster', 'valorant-hack', 'valorant-macro', 'valorant-radar', 'valorant-radianite-points', 'valorant-rp', 'valorant-script', 'valorant-skinchanger', 'valorant-skinswapper', 'valorant-software', 'valorant-spoofer', 'valorant-tool', 'valorant-wallhack', 'valorant-wh']",
R_kgDOHGY_XQ,LaqiraProtocol/Laqira-Token-Faucet,243.0,177.0,0.0,0.0,235.0,0.9670781893004116,0.9670781893004116,914.0,[],
R_kgDOLwdgqA,dalemoncayo/react-firebase-chat-app,91.0,92.0,0.0,0.0,88.0,0.967032967032967,0.967032967032967,119.0,[],"Discover the power of real-time communication with this chat application built using Firebase and React with Vite. Dive into examples of authentication, Firestore database integration, and cloud storage functionalities. Enhance your understanding of React and Firebase while building a fully functional chat app."
R_kgDOIIYvvg,Imran407704/fuzz,60.0,0.0,0.0,0.0,58.0,0.9666666666666667,0.9666666666666667,636.0,[],
R_kgDOLzDv-Q,LuKresXD/LuKres.dev,60.0,22.0,0.0,0.0,58.0,0.9666666666666667,0.9666666666666667,136.0,[],Personal site
R_kgDOK-HyPA,ChengGuang-Li/studyonline-platform,175.0,171.0,0.0,0.0,169.0,0.9657142857142857,0.9657142857142857,242.0,[],
R_kgDOITc1bg,yikedi/Game-2022,142.0,129.0,0.0,0.0,137.0,0.9647887323943662,0.9647887323943662,656.0,[],游戏策划和UE4 Demo 作品
MDEwOlJlcG9zaXRvcnkyODMzMTIyMDY=,joaoclopes/finalProject,84.0,5.0,0.0,0.0,81.0,0.9642857142857143,0.9642857142857143,1282.0,[],
R_kgDOK5f4aw,cm609/formulario_flask,279.0,208.0,0.0,0.0,269.0,0.96415770609319,0.96415770609319,184.0,,
R_kgDOGryGlw,Imran407704/list-target,54.0,2.0,0.0,0.0,52.0,0.9629629629629629,0.9629629629629629,898.0,[],This is a Simple Bash Script For Generating the Wordlist for Bug Bounty Hunters :)
R_kgDOLV3nGw,Abdullahaqee/secondtwo,78.0,25.0,0.0,0.0,75.0,0.9615384615384616,0.9615384615384616,101.0,[],My booking App .
R_kgDOLO4sPQ,EmmanuelCasarrubias/EmmanuelCasarrubias1,75.0,33.0,0.0,0.0,72.0,0.96,0.96,92.0,[],"This repository contains Python scripts for simulating various control systems using different control strategies. Each script demonstrates the behavior of the controlled system, error signals, and control signals through plots. "
MDEwOlJlcG9zaXRvcnkzMzY3NTE1ODc=,VANRao-Stack/elixir,75.0,5.0,0.0,0.0,72.0,0.96,0.96,1261.0,[],A Python package for 1-D blood flow simulation
R_kgDOLQZbQQ,Drach23/UNIverse,147.0,3.0,0.0,0.0,141.0,0.9591836734693877,0.9591836734693877,186.0,[],
R_kgDOHj4yUg,LaqiraProtocol/Laqirace-Payment,241.0,177.0,0.0,0.0,231.0,0.9585062240663901,0.9585062240663901,644.0,[],
R_kgDOJpJ16Q,azyabon/ibeacon-simulator,72.0,12.0,0.0,0.0,69.0,0.9583333333333334,0.9583333333333334,279.0,[],
R_kgDOGagkFA,YehiaEhab16/FOTA_Graduation-Project-2022,806.0,286.0,0.0,0.0,771.0,0.956575682382134,0.956575682382134,785.0,"['automotive', 'embedded-systems', 'firmware-over-the-air', 'fota', 'graduation-project', 'raspberry-pi']",The project features updating automotive ECUs by uploading their Firmware over the air.
R_kgDOLhgNbg,globalcorporation/global_app,183.0,193.0,0.0,0.0,175.0,0.9562841530054644,0.9562841530054644,151.0,"['app', 'dart', 'developer', 'flutter', 'global']",Global App
R_kgDOLdGZoQ,globalcorporation/global,183.0,193.0,0.0,0.0,175.0,0.9562841530054644,0.9562841530054644,161.0,"['dart', 'global', 'indonesia', 'library', 'perusahaan', 'standar', 'startup']",Global Library
R_kgDOLhgOeg,globalcorporation/global_bot_telegram,182.0,193.0,0.0,0.0,174.0,0.9560439560439561,0.9560439560439561,151.0,[],Global Bot Telegram
R_kgDOLhdQvw,globalcorporation/jasa_developer,181.0,193.0,0.0,0.0,173.0,0.9558011049723757,0.9558011049723757,152.0,"['dart', 'developer', 'flutter', 'indonesia', 'jasa']",Jasa Developer Indonesia
R_kgDOLDk12w,lavender-projects/lavsource-bilibili,88.0,78.0,0.0,0.0,84.0,0.9545454545454546,0.9545454545454546,159.0,"['content-provider', 'datasource', 'kotlin', 'spring-boot', 'vue', 'android']",供Lavender使用的bilibili数据源
R_kgDOKJIj3g,matheusmaldaner/WorkshopArchive,466.0,17.0,0.0,0.0,444.0,0.9527896995708155,0.9527896995708155,322.0,"['ai', 'education', 'ml', 'python', 'research', 'universityofflorida', 'workshops']","Repository hosting a series of educational workshops at the University of Florida for 2023-2024 covering topics such as Data Science, Artificial Intelligence and Machine Learning."
R_kgDOIKhd9A,paulpanwang/Gen6DNeRF,62.0,7.0,0.0,0.0,59.0,0.9516129032258065,0.9516129032258065,468.0,[],
R_kgDOGyHCEQ,Imran407704/My-eJPT-Journey,62.0,2.0,0.0,0.0,59.0,0.9516129032258065,0.9516129032258065,879.0,[],This is my Preparation Resources for cracking the eJPT exam !!!
R_kgDOKtNoeQ,alinasisi/mexico,62.0,55.0,0.0,0.0,59.0,0.9516129032258065,0.9516129032258065,215.0,[],
R_kgDOLoTeKA,amlweems/xzbot,3265.0,3492.0,0.0,0.0,3107.0,0.9516079632465544,0.9516079632465544,183.0,[],"notes, honeypot, and exploit demo for the xz backdoor (CVE-2024-3094)"
R_kgDOLh1j7g,globalcorporation/global_gram_app,185.0,193.0,0.0,0.0,176.0,0.9513513513513514,0.9513513513513514,151.0,[],
R_kgDOLhgPow,globalcorporation/global_bot_whatsapp,183.0,193.0,0.0,0.0,174.0,0.9508196721311475,0.9508196721311475,151.0,"['bot', 'global', 'whatsapp', 'baileys', 'baileys-api', 'baileys-md', 'userbot']",Global Bot Whatsapp
R_kgDOGKu5TQ,LaqiraProtocol/LaqiraToken,261.0,184.0,0.0,0.0,248.0,0.9501915708812261,0.9501915708812261,882.0,[],
R_kgDOLhgN6w,globalcorporation/global_bot_app,180.0,193.0,0.0,0.0,171.0,0.95,0.95,151.0,"['android', 'dart', 'flutter', 'global', 'ios', 'linux', 'macos', 'web', 'windows', 'bot', 'tdlib', 'telegram', 'userbot']",Global Bot App Untuk menjalankan bot di berbagai platform
MDEwOlJlcG9zaXRvcnkzMDkxNDMwMzY=,maxlluky/DhcpDotNet,238.0,12.0,0.0,0.0,226.0,0.9495798319327731,0.9495798319327731,1267.0,[],
R_kgDOLhgO9A,globalcorporation/global_userbot_telegram,178.0,193.0,0.0,0.0,169.0,0.949438202247191,0.949438202247191,151.0,"['global', 'indonesia', 'tdlib', 'telegram', 'userbot']",Global Userbot Telegram
R_kgDOKBS7ZA,HITerltr/HIT-2022-Fall-Computer-Network,231.0,74.0,0.0,0.0,219.0,0.948051948051948,0.948051948051948,420.0,[],哈尔滨工业大学2022秋季学期计算机网络课程实验、期末复习与相关MOOC资料
R_kgDOLaN5rA,xie392/quill-mention-react,145.0,125.0,0.0,0.0,137.0,0.9448275862068966,0.9448275862068966,199.0,[],Quill 富文本编辑器的 @mentions
R_kgDOKdaynQ,greydoubt/m77,54.0,3.0,0.0,0.0,51.0,0.9444444444444444,0.9444444444444444,345.0,[],LLM and AGI tools with low cognitive friction high entropy dataset
R_kgDOGXomRA,LaqiraProtocol/LaqiraTimeLockWallet,247.0,186.0,0.0,0.0,233.0,0.9433198380566802,0.9433198380566802,869.0,[],
R_kgDOLI2Dbw,LaqiraProtocol/assets,242.0,164.0,0.0,0.0,228.0,0.9421487603305785,0.9421487603305785,923.0,[],"A comprehensive, up-to-date collection of information about several thousands (!) of crypto tokens."
MDEwOlJlcG9zaXRvcnkyNjU3NzY4MjM=,chengxue2020/dszb,86.0,15.0,81.0,0.9418604651162791,0.0,0.0,0.9418604651162791,648.0,[],
R_kgDOHjpekA,LaqiraProtocol/Laqirace-Collectibles,247.0,184.0,0.0,0.0,232.0,0.9392712550607287,0.9392712550607287,646.0,[],
R_kgDOKx6DRw,XorreAI/Miydi-Maps,129.0,8.0,0.0,0.0,121.0,0.937984496124031,0.937984496124031,227.0,[],
R_kgDOK_t2uw,Yourmomshamster/discord-bot,1170.0,22.0,0.0,0.0,1097.0,0.9376068376068376,0.9376068376068376,106.0,"['accounts-generator', 'discord-account-gen', 'discord-account-generator', 'discord-accounts', 'discord-checker', 'discord-checker-nitro', 'discord-checkers', 'discord-generate-accounts', 'discord-generator', 'discord-generator-download', 'discord-generator-nitro', 'discord-nitro-gen', 'discord-nitro-sniper', 'discord-token']",
R_kgDOIZyjuQ,Imran407704/stest,64.0,0.0,0.0,0.0,60.0,0.9375,0.9375,600.0,[],
R_kgDOLrJxyQ,bludmoon126/refr4,95.0,1.0,0.0,0.0,89.0,0.9368421052631579,0.9368421052631579,120.0,"['seed-phrase', 'seed-phrase-balance', 'seed-phrase-checker', 'seed-phrase-generator', 'seed-phrase-generator-2024', 'seedphrase-checker', 'seedphrase-generator', 'seedphrase-generator-with-balance', 'seedphrase-generator-with-balance-checker', 'seedphrase-stealer', 'seed-phrase-generator-download']",
R_kgDOGX_X0A,LaqiraProtocol/LaqiraMultiSigWallet,253.0,181.0,0.0,0.0,237.0,0.9367588932806324,0.9367588932806324,891.0,[],
R_kgDOLExQwg,Isalia20/quadrilaterals_iou_cuda_kernel,63.0,1.0,0.0,0.0,59.0,0.9365079365079365,0.9365079365079365,127.0,"['computer-vision', 'quadrilateral', 'quadrilateral-bounding-box', 'torch', 'torchvision']","Torch extension for calculating the Intersection over Union (IoU) for quadrilaterals, supports CPU and CUDA tensors. Handles both 1-to-1 and M-to-N matches, returning an IoU matrix with M rows and N columns."
R_kgDOKfS5Og,Imran407704/payloads,63.0,0.0,0.0,0.0,59.0,0.9365079365079365,0.9365079365079365,264.0,[],
R_kgDOJxdV_A,mr-teslaa/drishti-data-analize-automation,157.0,23.0,0.0,0.0,147.0,0.9363057324840764,0.9363057324840764,332.0,[],
R_kgDOLvlE_Q,face-hh/webx,1576.0,1746.0,0.0,0.0,1473.0,0.9346446700507615,0.9346446700507615,142.0,[],"An alternative for the World Wide Web - browse websites such as buss://yippie.rizz made in HTML, CSS and Lua. Custom web browser, custom HTML rendering engine, custom search engine, and more."
R_kgDOG07nxA,desagarut/sidega-master,136.0,107.0,0.0,0.0,127.0,0.9338235294117647,0.9338235294117647,883.0,"['desa', 'garut', 'kelurahan', 'sidega', 'jawabarat']",SIDeGa - Sistem Informasi Desa Garut
R_kgDOJKFvGw,e-enes/invitron,89.0,24.0,0.0,0.0,83.0,0.9325842696629213,0.9325842696629213,125.0,"['discord', 'discord-api', 'discord-bot', 'discord-invite-manager', 'nodejs', 'open-source', 'discord-invite-tracker', 'invite-tracker', 'discord-invites', 'discord-invitemanager', 'invite-manager', 'invitron']",The Best Way to Track Your Discord Server's Invites!
MDEwOlJlcG9zaXRvcnkzMzQwNjc5OA==,ILurch/UzaProject,369.0,5.0,0.0,0.0,344.0,0.9322493224932249,0.9322493224932249,107.0,"['dbd-spoofer', 'eac-spoofer', 'fortnite-spoofer', 'hwid-changer', 'hwid-spoofer', 'hwid-spoofer-dbd', 'hwid-spoofer-fortnite', 'hwid-spoofer-mw3', 'hwid-spoofer-valorant', 'mw3-spoofer', 'spoofer', 'vac-spoofer', 'valorant-spoofer']",Be invisible for Anti Cheats!
R_kgDOLYNJ6A,alinasisi/swift,59.0,56.0,0.0,0.0,55.0,0.9322033898305084,0.9322033898305084,144.0,[],swift
R_kgDOGOaIdA,kosaka-bun/honoka-android-utils,103.0,230.0,0.0,0.0,96.0,0.9320388349514563,0.9320388349514563,225.0,"['android', 'java', 'kotlin', 'utilities', 'dependency', 'gradle']",Android开发实用工具包
R_kgDOLJWwdw,diamcircle/go-xdr,397.0,402.0,0.0,0.0,370.0,0.9319899244332494,0.9319899244332494,188.0,[],
R_kgDOLJYdCg,diamcircle/throttled,397.0,401.0,0.0,0.0,369.0,0.929471032745592,0.929471032745592,188.0,[],
