repo_id,repo_name,n_stars,n_stars_latest,n_stars_low_activity,p_stars_low_activity,n_stars_clustered,p_stars_clustered,p_stars_fake,active_days,tags,description
MDEwOlJlcG9zaXRvcnkyNzM3NzQwNDk=,NaishengZhang/book-recommendation-system,275.0,306.0,0.0,0.0,223.0,0.8109090909090909,0.8109090909090909,1523.0,[],Book Recommendation System
MDEwOlJlcG9zaXRvcnkzNzQxMTY2MzU=,IammyselfYBX/.vim,79.0,0.0,0.0,0.0,64.0,0.810126582278481,0.810126582278481,1492.0,[],我的(neo)vim配置
R_kgDOJTfoBQ,amurgola/OpenGridJs,121.0,22.0,0.0,0.0,98.0,0.8099173553719008,0.8099173553719008,491.0,[],Lightweight JavaScript grid framework that allows you to create fast and easy-to-use data grids in your web application.
R_kgDOGy12Xw,Imran407704/multi-urls,68.0,9.0,0.0,0.0,55.0,0.8088235294117647,0.8088235294117647,963.0,"['bugbounty-tool', 'bugbounty', 'infosectools', 'automation']","This is a simple bash script for getting passive urls from a gau, gauplus, waybackurls from a multiple urls list."
R_kgDOKVnHyg,Theo-messi/Theo-Docs,261.0,411.0,0.0,0.0,210.0,0.8045977011494253,0.8045977011494253,167.0,"['css', 'vite', 'vitepress', 'nextjs', 'alibabacloud', 'disney', 'esxi', 'istoreos', 'openwrt', 'spotify', 'vps', 'youtube', 'amd', 'debian', 'linux', 'ubuntu', 'zh-cn-docs', 'vue', 'arm', 'theojs']",流媒体森林 - 全方位流媒体 观影指南 引领您进入五彩斑斓的视听世界，并涵盖了 Netflix 、Disney+ 、Spotify会员 和 YouTube会员 的精彩领域/日常记录/ESXI/OpenWrt/VPS指南/银河录像局/奈飞小铺-爱合租/FlyingBird/青云梯/飞兔云
R_kgDOMDBY3A,wangshiben/QuicFrameWork,126.0,112.0,0.0,0.0,101.0,0.8015873015873016,0.8015873015873016,115.0,"['framework', 'http3', 'quic']",兼容Quic协议的Http框架，支持请求参数泛型化注入
R_kgDOJx3AdA,i38100/IIoT-Intelligent-Algorithm,105.0,20.0,0.0,0.0,84.0,0.8,0.8,457.0,[],
R_kgDOLYSPjA,iokolol/iokol-proj,75.0,5.0,0.0,0.0,60.0,0.8,0.8,140.0,"['palworld', 'palworld-cheat', 'palworld-crack', 'palworld-craft', 'palworld-dedicated-server', 'palworld-esp', 'palworld-godmode', 'palworld-hack', 'palworld-infinite', 'palworld-instant-build', 'palworld-instant-craft', 'palworld-instant-crafting', 'palworld-instant-fly', 'palworld-instant-noclip', 'palworld-mod', 'palworld-mod-menu', 'palworld-no-item-weight', 'palworld-speedhack', 'palworld-trainer', 'palworld-zero-weight']",
R_kgDOIkONyQ,dream-mo/prom-elastic-alert,110.0,114.0,0.0,0.0,88.0,0.8,0.8,659.0,[],Prometheus & Alerting With ElasticSearch
R_kgDOLAknkw,nagisa77/SMP,158.0,154.0,0.0,0.0,126.0,0.7974683544303798,0.7974683544303798,189.0,[],SMP是一个「轻量级」流媒体平台。 它支持按流名称进行流或拉流，目前支持三种协议：StreamInfo、CodecInfo 和 Packet，分别管理流或拉的启动、编解码器信息和音频/视频帧。在网络方面，它利用基于boost::Asio的异步IO，允许并发处理大量流和拉取请求。
R_kgDOK_SuIw,wzc520pyfm/utype,88.0,91.0,0.0,0.0,70.0,0.7954545454545454,0.7954545454545454,238.0,"['types', 'typescript', 'utility-types', 'utiltity', 'type-ts', 'utype']",Collection of typescript utility types that extends the official utility types.
R_kgDOK2t1JA,xames3/nanotorch,122.0,3.0,0.0,0.0,97.0,0.7950819672131147,0.7950819672131147,276.0,"['python3', 'pytorch', 'pytorch-implementation', 'nanotorch']",Small-scale implementation of PyTorch from the ground up.
R_kgDOMGWclQ,HackerRankGPT/hackerrank-solutions,508.0,57.0,0.0,0.0,403.0,0.7933070866141733,0.7933070866141733,106.0,"['coding-interview-questions', 'coding-problems', 'cracking-the-coding-interview', 'hackerrank', 'hackerrank-30dayschallange', 'hackerrank-algorithms-solutions', 'hackerrank-all-solutions', 'hackerrank-java', 'hackerrank-java-solutions', 'hackerrank-practice', 'hackerrank-problem-solutions', 'hackerrank-problem-solving', 'hackerrank-python', 'hackerrank-python-solutions', 'hackerrank-solutions', 'hackerrank-solutions-c', 'hackerrank-solutions-github', 'hackerrank-sql', 'hackerrank-sql-solutions']","All HackerRank solutions for Python, Java, SQL, C, C++, Algorithms, Data Structures. Crack your coding interview and get hired. "
R_kgDOLgQmvQ,ajwlforever/go-ratelimit-manager,119.0,122.0,0.0,0.0,94.0,0.7899159663865546,0.7899159663865546,174.0,[],使用go实现单机式/分布式限流方案
MDEwOlJlcG9zaXRvcnkyMzczNjUzMjg=,arktrail/Dorothy-Ymir,176.0,203.0,0.0,0.0,139.0,0.7897727272727273,0.7897727272727273,208.0,[],AI solution for Patent Classification
R_kgDOL6bNMA,Sukidal/api-gateway,184.0,168.0,0.0,0.0,145.0,0.7880434782608695,0.7880434782608695,141.0,[],相比于SpringCloud Gateway更加轻量级、性能更强的API网关
R_kgDOLey9HA,om-ai-lab/OmDet,1368.0,1509.0,0.0,0.0,1075.0,0.7858187134502924,0.7858187134502924,711.0,"['object-detection', 'open-vocabulary', 'vision-and-language', 'zero-shot-object-detection']",Real-time and accurate open-vocabulary end-to-end object detection
R_kgDOK8Oskw,CGCL-codes/YiTu,312.0,350.0,0.0,0.0,245.0,0.7852564102564102,0.7852564102564102,260.0,[],"YiTu is an easy-to-use runtime to fully exploit the hybrid parallelism of different hardwares (e.g., GPU) to efficiently support the execution of various kinds of graph algorithms (e.g., GNNs)."
R_kgDOKyUAvQ,KevinHock/KevinHock.github.io,863.0,83.0,0.0,0.0,677.0,0.7844727694090382,0.7844727694090382,201.0,[],
R_kgDOLc6uJQ,deepseek-ai/DeepSeek-VL,1750.0,1915.0,0.0,0.0,1372.0,0.784,0.784,204.0,"['vision-language-model', 'vision-language-pretraining', 'foundation-models']",DeepSeek-VL: Towards Real-World Vision-Language Understanding
MDEwOlJlcG9zaXRvcnkyODExMDM0MzY=,zedrex/algosketch,164.0,142.0,0.0,0.0,128.0,0.7804878048780488,0.7804878048780488,1246.0,"['cpp', 'sfml', 'algorithm-visualizer']",Visualizer for basic data structures and algorithms
R_kgDOKzB7vA,khanifzyen/dart-basics,89.0,65.0,0.0,0.0,69.0,0.7752808988764045,0.7752808988764045,284.0,[],Materi Dart Basics untuk mata kuliah Pemrograman Mobile Teknik Informatika UNISNU Jepara 2023
R_kgDOLHAhyA,ai-boost/awesome-prompts,3892.0,4843.0,0.0,0.0,3015.0,0.7746659815005139,0.7746659815005139,222.0,"['awesome', 'awesome-list', 'chatgpt', 'gpts', 'gptstore', 'prompt', 'prompt-engineering', 'gpt4', 'papers']","Curated list of chatgpt prompts from the top-rated GPTs in the GPTs Store. Prompt Engineering, prompt attack & prompt protect. Advanced Prompt Engineering papers."
R_kgDOJNnq4w,3kh0/soundboard,124.0,35.0,0.0,0.0,96.0,0.7741935483870968,0.7741935483870968,1058.0,"['soundboard', 'online-soundboard']",Simple yet powerful online soundboard app that is a huge improvement from the last one.
R_kgDOHMZSIQ,IPILabs/shorter-v1-periphery,453.0,40.0,350.0,0.7726269315673289,0.0,0.0,0.7726269315673289,129.0,"['defi', 'derivative', 'dex', 'trading', 'blockchain', 'ethereum', 'futures', 'margin-trading', 'smart-contracts']",Peripheral smart contracts for interacting with Shorter
R_kgDOHAS6pg,gqylpy/gqylpy-exception,127.0,120.0,0.0,0.0,98.0,0.7716535433070866,0.7716535433070866,776.0,"['exception', 'gqylpy', 'python']",`gqylpy-exception` is a flexible and convenient Python exception handling library that allows you to dynamically create exception classes and provides various exception handling mechanisms.
MDEwOlJlcG9zaXRvcnkyMjkwMjE4NjY=,zspo/NLP-Space,122.0,122.0,0.0,0.0,94.0,0.7704918032786885,0.7704918032786885,1468.0,[],"papers, learning notes and practice in NLP"
MDEwOlJlcG9zaXRvcnkxODQwNzM3MTA=,jen-soft/pydocker,91.0,33.0,70.0,0.7692307692307693,0.0,0.0,0.7692307692307693,1361.0,"['docker', 'dockerfile', 'pydocker', 'python', 'deploy', 'docker-image', 'for-humans']",Easy generator Dockerfile for humans
R_kgDOLSKrwg,Gikiman/Autoxhs,212.0,217.0,0.0,0.0,163.0,0.7688679245283019,0.7688679245283019,226.0,"['dalle-3', 'gpt4', 'langgpt', 'openai-api', 'xhs', 'xiaohongshu', 'chatgpt', 'langchain', 'streamlit']","📛 Autoxsh is an open-source tool that utilizes OpenAI's API to automate the generation and publishing of content on Xiaohongshu (Little Red Book), including images, titles, text, and tags."
MDEwOlJlcG9zaXRvcnkzNjM0NTgzNzE=,aidinrs/sql-puzzle,108.0,14.0,0.0,0.0,83.0,0.7685185185185185,0.7685185185185185,233.0,"['expressjs', 'javascript', 'nodejs', 'orm', 'query-builder', 'sequelize', 'typescript']","sql-puzzle is a type-safe, composable, and functional query builder for Sequelize, written in TypeScript."
R_kgDOLHlycQ,sci-m-wang/LangGPT-tools,259.0,238.0,0.0,0.0,199.0,0.7683397683397684,0.7683397683397684,236.0,[],"Tools, Templates, and Experiments of LangGPT"
MDEwOlJlcG9zaXRvcnkyNTU0NjA2MTk=,holochain/holochain-client-js,233.0,258.0,0.0,0.0,179.0,0.7682403433476395,0.7682403433476395,993.0,"['holochain', 'conductor-api', 'javascript', 'typescript', 'nodejs', 'browser']",A JavaScript client for the Holochain Conductor API
R_kgDOLP74yw,superjcd/gocrawler,111.0,119.0,0.0,0.0,85.0,0.7657657657657657,0.7657657657657657,237.0,"['crawler', 'distributed', 'golang', 'gocrawler', 'spider']","gocrawler, go分布式爬虫框架"
MDEwOlJlcG9zaXRvcnkyMjQ4NTU5MjA=,riazsha/boilerplate-gulpjs,76.0,78.0,0.0,0.0,58.0,0.7631578947368421,0.7631578947368421,1655.0,[],
R_kgDOLm691w,rcastriotta/Stremio-iOS,67.0,6.0,0.0,0.0,51.0,0.7611940298507462,0.7611940298507462,181.0,[],The Unofficial Stremio iOS App
MDEwOlJlcG9zaXRvcnkzNzE0OTkxMjI=,AmitAKB/shoppingcart,140.0,105.0,106.0,0.7571428571428571,0.0,0.0,0.7571428571428571,826.0,[],
R_kgDOLYaWbQ,lavague-ai/LaVague,4334.0,5151.0,0.0,0.0,3277.0,0.7561144439317028,0.7561144439317028,204.0,"['ai', 'browser', 'large-action-model', 'llm', 'oss', 'rag']",Large Action Model framework to develop AI Web Agents
MDEwOlJlcG9zaXRvcnkxNTc0MjExMDk=,holochain/docs-pages,94.0,96.0,0.0,0.0,71.0,0.7553191489361702,0.7553191489361702,1916.0,[],The hosted static files for the Holochain developer documentation
MDEwOlJlcG9zaXRvcnkxMzAyODA2MDA=,TheAnig/NER-LSTM-CNN-Pytorch,237.0,45.0,0.0,0.0,179.0,0.7552742616033755,0.7552742616033755,1906.0,"['pytorch-tutorial', 'pytorch-implmention', 'named-entity-recognition', 'lstm-neural-networks', 'lstm-crf-model', 'lstm-cnn', 'reproducibility', 'reproducible-research', 'nlp', 'deep-learning', 'tutorial', 'lstm', 'cnn', 'crf', 'pytorch']",End-to-end-Sequence-Labeling-via-Bi-directional-LSTM-CNNs-CRF-Tutorial
R_kgDOLXX5Ew,azkadev/general_database,241.0,293.0,0.0,0.0,182.0,0.7551867219917012,0.7551867219917012,157.0,"['ai', 'dart', 'database', 'flutter']",General Database Library
R_kgDOK1990w,kingtaeyeon/equity-calculator,208.0,222.0,0.0,0.0,157.0,0.7548076923076923,0.7548076923076923,178.0,[],权益计算框架
R_kgDOK3_lxQ,singchia/frontier,273.0,319.0,0.0,0.0,206.0,0.7545787545787546,0.7545787545787546,123.0,"['bidirectional-rpc', 'edge', 'edge-proxy', 'gateway', 'high-availability', 'k8s', 'messaging', 'multiplexer', 'operator', 'rpc', 'scale', 'stream', 'streaming', 'cloud-native', 'reverse-proxy', 'tcp', 'frontier', 'game-server', 'im', 'tcp-gateway']",The first open source cloud-native tcp gateway for edges. 首个开源云原生tcp/udp长连接网关，支持rpc、消息和流，微服务和边缘节点/客户端互相直达！完美匹配mesh vpn、内网穿透、边缘管理、iot网关等场景
R_kgDOLaOJsw,nniai/ViBoard,122.0,209.0,0.0,0.0,92.0,0.7540983606557377,0.7540983606557377,108.0,"['baidumap', 'bigdata', 'echarts', 'maps', 'data-visualization', 'visualization', 'dashboard', 'analytics', 'datav', 'vue3', 'vuetify3', 'wails']","A cross-platform Echarts dashboard application,Powerpoint-like, designed based on Excel data, with the capability to update data remotely.supports line, spline, area, areaspline, column, bar, pie, scatter, angular gauges, arearange, areasplinerange, columnrange, bubble, box plot, error bars, funnel, waterfall. 支持柱状图、条形图、折线图、曲线图、折线填充图、曲线填充图、气泡图、扇形图。"
R_kgDOL5P8YQ,08820048/untools,191.0,175.0,0.0,0.0,144.0,0.7539267015706806,0.7539267015706806,142.0,"['rust', 'camelcase-to-snakecase', 'crate']",A simple and user-friendly underscore variable naming tool.
R_kgDOKuFqaQ,gersteinlab/ML-Bench,296.0,347.0,0.0,0.0,223.0,0.7533783783783784,0.7533783783783784,319.0,"['gpt-4', 'llm', 'code-generation']",The Official Repo of ML-Bench: Evaluating Large Language Models and Agents for Machine Learning Tasks on Repository-Level Code (https://arxiv.org/abs/2311.09835)
R_kgDOKVBVdQ,witcherofresearch/Forgedit,308.0,351.0,0.0,0.0,232.0,0.7532467532467533,0.7532467532467533,374.0,"['dreambooth', 'image-editing', 'image-manipulation', 'stable-diffusion', 'text-guided-image-editing', 'text-guided-image-manipulation']",
R_kgDOKURr-g,CodeFromAnywhere/ActionSchema,113.0,8.0,0.0,0.0,85.0,0.7522123893805309,0.7522123893805309,244.0,"['ai', 'generative-ai', 'prompt-engineering']",A declarative language allowing for pseudo-deterministic JSON Document Generation.
R_kgDOLUVIWg,SoraFlows/SoraFlows,129.0,187.0,0.0,0.0,97.0,0.751937984496124,0.751937984496124,202.0,"['gpt', 'llms', 'open-ai', 'openai', 'prompt', 'sora', 'text-to-video', 'texttovideo', 'video', 'webui']","The most powerful and modular Sora WebUI, api and backend with OpenAI's Sora Model.  Collecting the highest quality prompts for Sora.  using NextJs and Tailwind CSS"
R_kgDOLRW9cg,azkadev/products_azkadev_gifts,257.0,295.0,0.0,0.0,193.0,0.7509727626459144,0.7509727626459144,185.0,"['azkadev', 'dart', 'flutter', 'galaxeus', 'generalcorporation', 'hexaminate', 'indonesia']",azkadev Sebuah Layanan Gratis untuk kamu yang ingin memakai jasa kami namun kamu perlu melakukan subscibe di social media
MDEwOlJlcG9zaXRvcnkzNzQ5NjAxMjQ=,holochain/holochain-client-rust,88.0,97.0,0.0,0.0,66.0,0.75,0.75,990.0,"['rust', 'holochain', 'conductor-api']",A Rust client for the Holochain Conductor API
R_kgDOLRW-fQ,azkadev/products_azkadev_telegram_userbot,242.0,295.0,0.0,0.0,181.0,0.7479338842975206,0.7479338842975206,185.0,"['azkadev', 'dart', 'flutter', 'galaxeus', 'generalcorporation', 'hexaminate', 'indonesia']","azkadev Telegram Userbot multi fungsi bisa buat jaseb, spam, jualan, file share dll"
R_kgDOLKePAg,YPAndrew0907/Animal-Simulation-game,305.0,335.0,0.0,0.0,228.0,0.7475409836065574,0.7475409836065574,148.0,[],"Dive into Nature Simulation v1, a dynamic ecosystem game. Experience life's balance with interactive controls and stunning visuals of flora and fauna. Engage, learn, and enjoy nature's complexity in a vividly animated environment. Perfect for enthusiasts of simulations and nature."
R_kgDOLXJjsw,azkadev/mojo_cheatsheet,257.0,293.0,0.0,0.0,192.0,0.7470817120622568,0.7470817120622568,174.0,"['ai', 'indonesia', 'mojo']",Modular Mojo adalah bahasa code yang di buat agar bisa mengembangkan ai
R_kgDOK45rdQ,Azure/PyRIT,1346.0,1545.0,0.0,0.0,1005.0,0.7466567607726597,0.7466567607726597,224.0,"['ai-red-team', 'generative-ai', 'red-team-tools', 'responsible-ai']",The Python Risk Identification Tool for generative AI (PyRIT) is an open access automation framework to empower security professionals and machine learning engineers to proactively find risks in their generative AI systems.
R_kgDOHcVqSw,metfi/metfi-contracts,323.0,320.0,0.0,0.0,241.0,0.7461300309597523,0.7461300309597523,721.0,[],
MDEwOlJlcG9zaXRvcnk5OTkyODEzMA==,jianzfb/antgo,256.0,244.0,0.0,0.0,191.0,0.74609375,0.74609375,1895.0,"['machinelearning', 'evaluation', 'challenge', 'train', 'mltalker']",Machine Learning Experiment Manage Platform
R_kgDOK-_L0g,onraj/expo-draggable-textfield,117.0,6.0,0.0,0.0,87.0,0.7435897435897436,0.7435897435897436,253.0,[],
R_kgDOLRW72Q,azkadev/azkadev_jasa_developer,249.0,294.0,0.0,0.0,185.0,0.7429718875502008,0.7429718875502008,185.0,"['azkadev', 'dart', 'flutter', 'galaxeus', 'generalcorporation', 'hexaminate', 'indonesia']",azkadev Jasa Developer DART - FLUTTER (Bot - Userbot - App - Web - API - BACKEND - AI- DLL )
R_kgDOLsHApQ,turbor1/Crypto-Trending,241.0,0.0,0.0,0.0,179.0,0.7427385892116183,0.7427385892116183,158.0,"['birdeye', 'birdeye-sniper', 'birdeyesniper', 'cmc', 'cmc-trending-bot', 'coinmarketcap', 'coinmarketcap-trending-bot', 'dexscreener', 'dexscreener-trending-bot', 'dextools', 'dextools-trending', 'dextools-trending-bot', 'raydium-sniper', 'solscan']",Crypto Trending Service
R_kgDOLRW-7Q,azkadev/products_azkadev_discord_bot,250.0,296.0,0.0,0.0,185.0,0.74,0.74,169.0,"['azkadev', 'dart', 'flutter', 'galaxeus', 'generalcorporation', 'hexaminate', 'indonesia']",azkadev Discord bot multi fungsi bisa buat jaseb spam jualan dll
R_kgDOLXYDSA,azkadev/general_apis_client,242.0,294.0,0.0,0.0,179.0,0.7396694214876033,0.7396694214876033,157.0,[],
R_kgDOGV3OmQ,haoxiangxu23/stado,228.0,216.0,0.0,0.0,168.0,0.7368421052631579,0.7368421052631579,145.0,[],Spatio-Temporal Action Detection with Occlusion
R_kgDOJAEFqA,cecio/USBvalve,1071.0,1177.0,0.0,0.0,789.0,0.7366946778711485,0.7366946778711485,557.0,"['badusb', 'malware', 'usb', 'usb-hid', 'forensics']",Expose USB activity on the fly
R_kgDOLEa88g,danl5/goelect,231.0,226.0,0.0,0.0,170.0,0.7359307359307359,0.7359307359307359,147.0,"['elect', 'golang', 'self-contained', 'non-depen', 'election']","Goelect is an open-source, self-contained Golang library designed to facilitate leader election within a distributed system."
R_kgDOJ7AMhg,sun-jiao/renamer,139.0,458.0,0.0,0.0,102.0,0.7338129496402878,0.7338129496402878,264.0,"['flutter', 'flutter-desktop', 'renamer', 'batch-rename', 'batch-rename-files', 'batch-rename-photos', 'batch-renamer', 'bulk-rename', 'bulk-rename-files', 'bulk-rename-images', 'flutter-android', 'flutter-android-ios', 'flutter-ios', 'flutter-ios-app', 'flutter-linux', 'flutter-macos', 'flutter-windows', 'renamer-utility', 'rename-files', 'rename-folders']","Flut Renamer - A bulk file renamer written in flutter (dart). Available on Linux, Windows, Android, iOS and macOS."
MDEwOlJlcG9zaXRvcnkzMzQzMTE1NDI=,XuhaoWan/DMCP,213.0,238.0,0.0,0.0,156.0,0.7323943661971831,0.7323943661971831,1323.0,[],
R_kgDOLXr2eg,saasfly/best-practice,71.0,288.0,0.0,0.0,52.0,0.7323943661971831,0.7323943661971831,184.0,"['ai', 'architecture', 'best-practices', 'cloud', 'cloud-native', 'devops', 'full-stack', 'jamstack', 'paid', 'saas-service', 'saas-tools', 'site-generator', 'startup', 'uikit', 'edge-computing', 'fullstack', 'nextjs']",Best practices for building a SaaS startup. I use it and recommend it.
MDEwOlJlcG9zaXRvcnkzNDg5MTI1MjM=,SKHon/diudiu,304.0,341.0,0.0,0.0,222.0,0.7302631578947368,0.7302631578947368,1204.0,[],一个轻量的企业级BFF框架，集成xprofiler能力，可直接使用其强大的监控告警能力。
R_kgDOLXX-qw,azkadev/general_payment,246.0,293.0,0.0,0.0,179.0,0.7276422764227642,0.7276422764227642,221.0,"['dart', 'flutter', 'midtrans', 'xendit', 'oy']",General Payment Gateway Library
R_kgDOIg5R-g,ThanatosXingYu/iKun_Keyboard,80.0,50.0,0.0,0.0,58.0,0.725,0.725,640.0,"['basketball', 'ikun']",为小黑子ikun们打造的专属键盘--鸡音键盘，非ikun不可用！用上它，你就是千万ikun粉中最靓的仔，无人可敌无人可挡。
R_kgDOK-Q-dQ,alirezajavadigit/framebot,229.0,48.0,0.0,0.0,166.0,0.7248908296943232,0.7248908296943232,238.0,"['framework-php', 'php-framework', 'php8', 'telegram-bot']","framebot Framework is a powerful and flexible open-source framework designed to simplify the creation and management of Telegram bots. Whether you're a seasoned developer or just starting out, framebot Framework provides the tools you need to build feature-rich bots with ease."
R_kgDOLXX8Ng,azkadev/general_dev,238.0,294.0,0.0,0.0,172.0,0.7226890756302521,0.7226890756302521,198.0,"['ai', 'dart', 'deep-learning', 'flutter', 'linux', 'ml', 'terminal', 'console', 'debug', 'debugging', 'developer', 'framework', 'tools']",General Developer Tools And Library Dart
R_kgDOLXXvOA,azkadev/general_ai,246.0,292.0,0.0,0.0,177.0,0.7195121951219512,0.7195121951219512,184.0,"['ai', 'artificial-intelligence', 'azkadev', 'dart', 'deep-learning', 'flutter', 'library', 'machine-learning', 'ml', 'ggml', 'piper', 'stable-diffusion', 'whisper']",GENERAL Ai Library For DART & Flutter
R_kgDOLRW-Ew,azkadev/products_azkadev_telegram_bot,253.0,294.0,0.0,0.0,182.0,0.7193675889328063,0.7193675889328063,185.0,"['azkadev', 'dart', 'flutter', 'galaxeus', 'generalcorporation', 'hexaminate', 'indonesia']","azkadev Telegram Bot Multi Fungsi Bisa buat manage, jualan, file share"
R_kgDOLRW_Sg,azkadev/products_azkadev_instagram_bot,256.0,295.0,0.0,0.0,184.0,0.71875,0.71875,185.0,"['azkadev', 'dart', 'flutter', 'galaxeus', 'generalcorporation', 'hexaminate', 'indonesia']",azkadev Instagram bot multi fungsi bisa buat jaseb spam jualan dll
R_kgDOLeQclA,1321928757/go-web-wire-starter,297.0,289.0,0.0,0.0,213.0,0.7171717171717171,0.7171717171717171,204.0,[],基于go-wire进行依赖注入重构的Golang Web骨架，方便进行web应用快速开发
R_kgDOLMYzFA,SongZihui-sudo/lua-cad,95.0,90.0,0.0,0.0,68.0,0.7157894736842105,0.7157894736842105,171.0,"['3d', '3d-printing', 'lua', 'openscad', 'cad']","Lua CAD, OpenSCAD for Lua, uses lua to create 3D models."
R_kgDOLnx2xQ,ZhouyiStudio/ZhouyiStudio.github.io,144.0,55.0,0.0,0.0,103.0,0.7152777777777778,0.7152777777777778,182.0,[],
R_kgDOIkClpA,iqhelp/iqhelp,1812.0,1306.0,1296.0,0.7152317880794702,0.0,0.0,0.7152317880794702,648.0,[],
R_kgDOLRXAYQ,azkadev/products_azkadev_whatsapp_bot,256.0,294.0,0.0,0.0,183.0,0.71484375,0.71484375,169.0,"['azkadev', 'dart', 'flutter', 'galaxeus', 'generalcorporation', 'hexaminate', 'indonesia']",azkadev Whatsapp bot multi fungsi bisa buat jaseb spam jualan dll
MDEwOlJlcG9zaXRvcnkxNjg3Njg1Nzg=,holochain/cryptographic-autonomy-license,220.0,241.0,0.0,0.0,157.0,0.7136363636363636,0.7136363636363636,1786.0,"['holochain', 'blockchain', 'license', 'cryptographic-keys', 'open-source']",The Cryptographic Autonomy License is a new breed of open license that protects not just the app developers and users of the source code but also end user privacy and control of identity and data.
R_kgDOLfxA_w,JiaqiLi404/IAmDirector-Text2Video-NextJS-Client,156.0,170.0,0.0,0.0,111.0,0.7115384615384616,0.7115384615384616,193.0,"['generative-ai', 'gpt', 'llm', 'nextjs', 'sora', 'text2video', 'video-generation']",本项目开源基于NextJS的前端， 希望能够提供一个用于生成式AI的文字转视频， 尤其是电影从编剧到视频生成的Web前端平台参考。Everyone can become a director. The Nextjs front-end of an AI driven platform for automatic movie/video generation (form GPT script generation to text2video movie generation).这是一个免费试用AI视频创作平台，集成了基于GPT的视频剧本生成和视频生成功能。 我们的理想是让每个人都能成为导演，以最快的方式将日常中的任何创意转化为高质量的视频， 无论是电影、营销视频、还是自媒体视频。
R_kgDOLRXACA,azkadev/products_azkadev_twitter_bot,263.0,294.0,0.0,0.0,187.0,0.7110266159695817,0.7110266159695817,185.0,"['azkadev', 'dart', 'flutter', 'galaxeus', 'generalcorporation', 'hexaminate', 'indonesia']",azkadev Twitter bot multi fungsi bisa buat jaseb spam jualan dll
R_kgDOLXvT0w,synbol/Parameter-Efficient-Transfer-Learning-Benchmark,204.0,220.0,0.0,0.0,145.0,0.7107843137254902,0.7107843137254902,215.0,[],A Unified Parameter-Efficient Transfer Learning Benchmark for Computer Vision Tasks
MDEwOlJlcG9zaXRvcnkxOTk3MDAyMzQ=,Ryan-Monaghan/malScraper,100.0,7.0,0.0,0.0,71.0,0.71,0.71,1633.0,"['malscraper', 'payload-domains', 'ioc', 'scrapes', 'automation', 'malware', 'scraper']","Scrapes a list of Payload Domains, IOC's & C2 IPs from from various feeds, for easy blacklisting."
R_kgDOLNFkHg,Enndfp/code-generator,179.0,173.0,0.0,0.0,127.0,0.7094972067039106,0.7094972067039106,206.0,[],基于 React + Spring Boot + Picocli + 对象存储的代码生成器共享平台，又分为 3 个循序渐进的子项目：基于命令行的本地代码生成器 + 代码生成器制作工具 + 在线代码生成器平台。实践 Java 命令行应用开发、FreeMarker 模板引擎、多种设计模式、对象存储、十几种优化方法、复杂业务的拆解和系统设计、分布式任务调度系统、Vert.x 响应式编程等
R_kgDOLTk5Ww,azkadev/general,240.0,293.0,0.0,0.0,170.0,0.7083333333333334,0.7083333333333334,228.0,"['app', 'dart', 'flutter', 'framework', 'library', 'ai', 'azkadev', 'id', 'indo', 'indonesia', 'ml', 'application']",GENERAL Library For DART And FLUTTER
R_kgDOMN0GwQ,adysec/Security_Tools,212.0,110.0,0.0,0.0,150.0,0.7075471698113207,0.7075471698113207,102.0,[],
R_kgDOJQiJug,Luhuanz/time-series,123.0,128.0,0.0,0.0,87.0,0.7073170731707317,0.7073170731707317,505.0,[],从传统的ARMA到lightblm到lstm到infromer等时间序列方向整理以及实现
R_kgDOLkpzvw,1321928757/1321928757,198.0,180.0,0.0,0.0,140.0,0.7070707070707071,0.7070707070707071,205.0,[],我的Github个人主页
MDEwOlJlcG9zaXRvcnkzMzY1MzYxNjg=,iZooGooD/torrscrapper,101.0,11.0,0.0,0.0,71.0,0.7029702970297029,0.7029702970297029,723.0,"['1337x', 'django', 'pirate-bay', 'pirate-bay-api', 'torrents', 'torrents-collection', 'web-scraping', 'movies-downloader', 'games-collection', 'tor']","web scrapper designed to extract magnets for various types of media, such as games, movies, and more. It enables users to search for torrents and view the results without the distraction of ads."
R_kgDOLL1aMg,drshahizan/obsidian,101.0,94.0,0.0,0.0,71.0,0.7029702970297029,0.7029702970297029,216.0,"['obsidian', 'obsidian-md', 'obsidian-vault', 'academic-paper']",Obsidian.md stands out as an exceptional note-taking application tailored specifically for academic writing. This repository is part of the activities for the Systematic Literature Review using AI workshop.
R_kgDOLI9ARw,azkadev/products_azkadev_bot_app,270.0,319.0,0.0,0.0,189.0,0.7,0.7,205.0,"['azkadev', 'dart', 'flutter', 'galaxeus', 'generalcorporation', 'hexaminate', 'indonesia']",AZKADEV BOT APP Sebuah Application untuk menjalankan berbagai bot / userbot di local device dan tempat pembelian bot / userbot yang paling aman dan mudah
R_kgDOLzEuwQ,jy02404353/btcposbal2csv,219.0,198.0,0.0,0.0,153.0,0.6986301369863014,0.6986301369863014,131.0,[],List all bitcoin addresses with positive balance.
MDEwOlJlcG9zaXRvcnkxNjI4OTY2NDY=,xdeyyan/Tron-Profanity,232.0,57.0,0.0,0.0,162.0,0.6982758620689655,0.6982758620689655,147.0,,
