repo_id,repo_names,n_stars,n_stars_low_activity,p_stars_low_activity
MDEwOlJlcG9zaXRvcnk2OTY2MjcyMA==,mxgmn/WaveFunctionCollapse,11394,82,0.007196770229945585
R_kgDOJsg_Hg,facebookresearch/nougat,8076,58,0.007181773155027241
MDEwOlJlcG9zaXRvcnkyNDkzNDIwNTk=,chuzhixin/vue-admin-beautiful,9610,69,0.007180020811654526
R_kgDOGQOKeg,DataTalksClub/mlops-zoomcamp,10030,72,0.007178464606181456
R_kgDOGgqEFA,AUK9527/Are-u-ok,7524,54,0.007177033492822967
MDEwOlJlcG9zaXRvcnk2NzY2NTU4,Netflix/Hystrix,7524,54,0.007177033492822967
MDEwOlJlcG9zaXRvcnkxNzk4OTM0OTQ=,ddbourgin/numpy-ml,15327,110,0.00717687740588504
MDEwOlJlcG9zaXRvcnkxMTAyMTExNDc=,xkcoding/spring-boot-demo,33024,237,0.007176598837209302
MDEwOlJlcG9zaXRvcnkxODQ0NjA=,celery/celery,12010,86,0.007160699417152373
MDEwOlJlcG9zaXRvcnk0NDg0NDUx,amix/vimrc,13843,99,0.007151628982157047
MDEwOlJlcG9zaXRvcnkzMjAyMDM1NDI=,febobo/web-interview,9513,68,0.007148113108378009
R_kgDOJ-2MVA,rasbt/LLMs-from-scratch,20012,143,0.007145712572456526
R_kgDOLAJstg,netease-youdao/QAnything,9940,71,0.007142857142857143
MDEwOlJlcG9zaXRvcnkyMzMxNTYyMTA=,yuanguangxin/LeetCode,7703,55,0.007140075295339478
MDEwOlJlcG9zaXRvcnkyMTExMjQ2OTc=,deezer/spleeter,25685,183,0.007124781000583998
MDEwOlJlcG9zaXRvcnkxNDY2MzM1ODk=,alibaba/arthas,21844,155,0.007095770005493499
MDEwOlJlcG9zaXRvcnkyMjM4ODE1NzY=,macrozheng/mall-swarm,11849,84,0.007089205840155288
MDEwOlJlcG9zaXRvcnkxMTA2ODgyMzk=,PaddlePaddle/PaddleSpeech,8887,63,0.007089006413862946
MDEwOlJlcG9zaXRvcnkxNTgyMzQ2MA==,redisson/redisson,14108,100,0.007088176920895945
MDEwOlJlcG9zaXRvcnkxMDIwNTc0ODM=,deepinsight/insightface,18202,129,0.007087133282056917
MDEwOlJlcG9zaXRvcnkyMjQzNjIxNTE=,Hunlongyu/ZY-Player,11584,82,0.007078729281767956
MDEwOlJlcG9zaXRvcnkxNjYzNDY4,mozilla/pdf.js,21332,151,0.007078567410463154
MDEwOlJlcG9zaXRvcnkxMjI3MzQ1Njk=,iawia002/lux,9768,69,0.007063882063882064
MDEwOlJlcG9zaXRvcnk0NTk4NjE2Mg==,aymericdamien/TensorFlow-Examples,14310,101,0.007058001397624039
MDEwOlJlcG9zaXRvcnk3NTUwNTEyNQ==,abpframework/abp,11057,78,0.007054354707425161
R_kgDOHmOxyA,Visualize-ML/Book4_Power-of-Matrix,7814,55,0.007038648579472741
R_kgDOHL0RdA,geekan/HowToLiveLonger,29137,205,0.007035727768816282
MDEwOlJlcG9zaXRvcnkxMTYzODk4ODY=,Anankke/SSPanel-Uim,7534,53,0.007034775683567826
MDEwOlJlcG9zaXRvcnk0MDg5MjgxNw==,ethereum/solidity,16633,117,0.007034209102386822
MDEwOlJlcG9zaXRvcnk0NDk3MTc1Mg==,ethereum/EIPs,8674,61,0.007032510952271155
,dotnetcore/FastGithub,14660,103,0.007025920873124147
MDEwOlJlcG9zaXRvcnkzMzc1OTQzMjk=,pppscn/SmsForwarder,15094,106,0.00702265800980522
MDEwOlJlcG9zaXRvcnk0NDg4MjIwMQ==,MunGell/awesome-for-beginners,56885,398,0.006996572031291202
R_kgDOJY8zqg,openai/shap-e,10865,76,0.006994937873907041
MDEwOlJlcG9zaXRvcnkxMDQzMjMwNDU=,1c7/Crash-Course-Computer-Science-Chinese,7291,51,0.006994925250308599
MDEwOlJlcG9zaXRvcnkxMDU4MDg3Njc=,aws/aws-cdk,9011,63,0.006991454888469648
MDEwOlJlcG9zaXRvcnkxMjgwMTg0Mjg=,alibaba/Sentinel,15308,107,0.006989809250065326
MDEwOlJlcG9zaXRvcnk2MzQ4NDYzMg==,facebookresearch/fastText,8156,57,0.006988719960765081
MDEwOlJlcG9zaXRvcnkyMTc0MzY5ODQ=,facebookresearch/demucs,7728,54,0.006987577639751553
MDEwOlJlcG9zaXRvcnkzNTM3NzU5NDI=,streetwriters/notesnook,8873,62,0.0069874901386227884
MDEwOlJlcG9zaXRvcnk0MzY5NTQ3NA==,quasarframework/quasar,16618,116,0.0069803827175352025
MDEwOlJlcG9zaXRvcnkxMDI3MDI1MA==,facebook/react,108392,756,0.006974684478559303
MDEwOlJlcG9zaXRvcnkyOTAyODc3NQ==,facebook/react-native,46247,322,0.006962613791164833
R_kgDOK58Hcw,SJTU-IPADS/PowerInfer,7470,52,0.0069611780455153946
R_kgDOJV2uWg,chaitin/SafeLine,7615,53,0.00695994747209455
R_kgDOKJ_fNQ,google/magika,7184,50,0.006959910913140312
MDEwOlJlcG9zaXRvcnk2NTg0ODA5NQ==,requarks/wiki,8627,60,0.006954909006607163
R_kgDOJ182Uw,geekan/MetaGPT,39554,275,0.006952520604742883
R_kgDOGgYitg,libre-tube/LibreTube,8201,57,0.0069503719058651384
MDEwOlJlcG9zaXRvcnk0MDkwNTc2Mg==,judasn/IntelliJ-IDEA-Tutorial,10946,76,0.00694317558925635
MDEwOlJlcG9zaXRvcnkxNjk1Mjk1Njc=,zhaoolee/ChromeAppHeroes,14554,101,0.006939672942146489
MDEwOlJlcG9zaXRvcnkxNDEyMDAwNTQ=,tensorflow/examples,7494,52,0.006938884440886042
MDEwOlJlcG9zaXRvcnkyMDM4OTI0NTQ=,kgrzybek/modular-monolith-with-ddd,10539,73,0.006926653382673878
MDEwOlJlcG9zaXRvcnkzMTYyOTc1MQ==,cypress-io/cypress,35667,247,0.006925168923654919
MDEwOlJlcG9zaXRvcnk5MjQ0Mzk4MA==,jgraph/drawio-desktop,46409,321,0.006916761834988903
R_kgDOH9k83g,carson-katri/dream-textures,7374,51,0.006916192026037429
R_kgDOHngbDg,WongKinYiu/yolov7,12767,88,0.006892770423748727
R_kgDOIAstBQ,openai/whisper,61006,420,0.006884568730944497
MDEwOlJlcG9zaXRvcnkxMDI1NzgzNDU=,coolsnowwolf/lede,28062,193,0.0068776281091868004
MDEwOlJlcG9zaXRvcnkxMTg5Mjk0Ng==,uglide/RedisDesktopManager,9306,64,0.006877283473028154
MDEwOlJlcG9zaXRvcnk4MzIyMjQ0MQ==,donnemartin/system-design-primer,196775,1353,0.006875873459535002
MDEwOlJlcG9zaXRvcnkxMDExMzgzMTU=,d2l-ai/d2l-zh,49037,337,0.006872361686073781
MDEwOlJlcG9zaXRvcnkxODIwOTUzNTI=,nilaoda/N_m3u8DL-CLI,13830,95,0.006869125090383225
MDEwOlJlcG9zaXRvcnkzMzg4NDg5MQ==,apache/airflow,23332,160,0.006857534716269501
R_kgDOKlrpgA,joaomdmoura/crewAI,15614,107,0.006852824388369412
MDEwOlJlcG9zaXRvcnk2MzQ3NzUxNQ==,TheAlgorithms/C,17513,120,0.006852052760806258
MDEwOlJlcG9zaXRvcnk3MTk5NTkzNw==,"nuxt/nuxt.js,nuxt/nuxt",35344,242,0.006846989588048891
MDEwOlJlcG9zaXRvcnkxNjQ0NzExODM=,pjialin/py12306,11247,77,0.006846270116475504
R_kgDOGLYTxQ,0x192/universal-android-debloater,14079,96,0.006818666098444491
MDEwOlJlcG9zaXRvcnk3NzQxODU2,pixijs/pixijs,11303,77,0.006812350703353092
MDEwOlJlcG9zaXRvcnk5NTA2Nzg4NA==,pyecharts/pyecharts,9252,63,0.006809338521400778
MDEwOlJlcG9zaXRvcnkzNjM4OTY0,ansible/ansible,27054,184,0.006801212390034745
MDEwOlJlcG9zaXRvcnkxODEwMTI0MDY=,macrozheng/mall-learning,13103,89,0.0067923376326032205
MDEwOlJlcG9zaXRvcnkyMDYxOTAzNg==,pi-hole/pi-hole,32842,223,0.0067900858656598255
MDEwOlJlcG9zaXRvcnk3MjEyNjQ1,syl20bnr/spacemacs,7810,53,0.00678617157490397
MDEwOlJlcG9zaXRvcnkxMDA0ODU5MTI=,milesial/Pytorch-UNet,7811,53,0.0067853027781334015
MDEwOlJlcG9zaXRvcnk3OTUxMDE2Nw==,pypa/pipenv,9434,64,0.0067839728641085435
R_kgDOJG_GcA,kaixindelele/ChatPaper,17121,116,0.006775305180772151
MDEwOlJlcG9zaXRvcnk0MDM3MTk3,ycm-core/YouCompleteMe,8120,55,0.0067733990147783255
MDEwOlJlcG9zaXRvcnk2ODk2ODk3OQ==,nukeop/nuclear,7979,54,0.00676776538413335
MDEwOlJlcG9zaXRvcnk1MTAwMTQ4NA==,frontendbr/vagas,11085,75,0.006765899864682003
MDEwOlJlcG9zaXRvcnkzNTc1NjM1MQ==,nagadomi/waifu2x,13611,92,0.006759238850929395
MDEwOlJlcG9zaXRvcnkyNjg1MDEwOTg=,skydoves/Pokedex,8138,55,0.006758417301548292
MDEwOlJlcG9zaXRvcnkyMDg3Mjg3NzI=,milvus-io/milvus,27990,189,0.006752411575562701
MDEwOlJlcG9zaXRvcnkyNzUzODY5MTA=,soxoj/maigret,9630,65,0.006749740394600207
R_kgDOKY_97g,mistralai/mistral-src,8453,57,0.006743168105997871
MDEwOlJlcG9zaXRvcnkzNTg2NjY5NA==,RocketChat/Rocket.Chat,19139,129,0.006740164062908198
MDEwOlJlcG9zaXRvcnkxOTM2ODE2ODY=,netchx/netch,8471,57,0.006728839570298666
MDEwOlJlcG9zaXRvcnk0NjI3MzQ0NQ==,transloadit/uppy,9662,65,0.006727385634444215
MDEwOlJlcG9zaXRvcnkxOTIxNTU0NjA=,dragen1860/Deep-Learning-with-TensorFlow-book,14129,95,0.006723759643286857
MDEwOlJlcG9zaXRvcnkxMTI3NjE0Nw==,cmderdev/cmder,9074,61,0.006722503857174344
MDEwOlJlcG9zaXRvcnk2MzUzOTA1NQ==,jaywcjlove/awesome-mac,45126,303,0.006714532641935913
MDEwOlJlcG9zaXRvcnkxMjYxNzg2ODM=,halo-dev/halo,28412,190,0.006687315218921582
MDEwOlJlcG9zaXRvcnk3MTQ4NzA1OA==,TanStack/table,7487,50,0.006678242286630159
MDEwOlJlcG9zaXRvcnkzMDc5NDg2OA==,sampotts/plyr,12732,85,0.006676091737354697
MDEwOlJlcG9zaXRvcnk1MzIzODgxMw==,Homebrew/brew,24420,163,0.006674856674856675
MDEwOlJlcG9zaXRvcnkxODE0NjEwNzM=,v2fly/v2ray-core,29369,196,0.006673703564983486
MDEwOlJlcG9zaXRvcnkxNTc3MzM0MDE=,Dod-o/Statistical-Learning-Method_Code,10040,67,0.006673306772908366
R_kgDOI8uUYg,AI4Finance-Foundation/FinGPT,11703,78,0.0066649577031530375
MDEwOlJlcG9zaXRvcnk1MDE2MDI2MQ==,PaperMC/Paper,9311,62,0.006658790677693051
MDEwOlJlcG9zaXRvcnkyNTEyOTgwMA==,mikf/gallery-dl,10062,67,0.006658715961041542
MDEwOlJlcG9zaXRvcnkyMDk3NjEzOA==,official-stockfish/Stockfish,8586,57,0.006638714185883997
MDEwOlJlcG9zaXRvcnkxMjk3MjI2Mw==,alvarotrigo/fullPage.js,10247,68,0.0066360886113008685
MDEwOlJlcG9zaXRvcnkyMjg4NzA5NA==,tesseract-ocr/tesseract,33005,219,0.006635358279048629
MDEwOlJlcG9zaXRvcnkxMDQzMzc3NzM=,1c7/chinese-independent-developer,23091,153,0.006625958165519034
R_kgDOJUCpQQ,suno-ai/bark,32164,213,0.0066223106578783735
MDEwOlJlcG9zaXRvcnk2NzI3NDczNg==,ElemeFE/element,19179,127,0.006621825955472131
MDEwOlJlcG9zaXRvcnkxMDM2MjY5NjM=,applenob/Cpp_Primer_Practice,7859,52,0.006616617890316834
MDEwOlJlcG9zaXRvcnkxODcyMzgzNg==,"dromara/hutool,looly/hutool",24072,159,0.00660518444666002
MDEwOlJlcG9zaXRvcnk0MDE0ODQyMjM=,PeterL1n/RobustVideoMatting,8934,59,0.006603984777255429
MDEwOlJlcG9zaXRvcnk4ODYxMjk0NQ==,junyanz/pytorch-CycleGAN-and-pix2pix,14544,96,0.006600660066006601
MDEwOlJlcG9zaXRvcnkyMjcyNzI0MDU=,AliaksandrSiarohin/first-order-model,14733,97,0.006583859363334012
R_kgDOHCBtcg,xiaolincoder/CS-Base,12457,82,0.006582644296379545
MDEwOlJlcG9zaXRvcnk2MTIwNDgxOA==,github/opensource.guide,9269,61,0.006581076707303916
R_kgDOJQ_29Q,FlowiseAI/Flowise,25533,168,0.00657972036188462
MDEwOlJlcG9zaXRvcnk1MTExNzgzNw==,tensorflow/models,27670,182,0.00657752078062884
MDEwOlJlcG9zaXRvcnkxMDg1MTgyMA==,ramda/ramda,8213,54,0.006574942164860587
MDEwOlJlcG9zaXRvcnkzMTA4NTEzMA==,airbnb/lottie-web,13570,89,0.006558585114222549
MDEwOlJlcG9zaXRvcnkyOTg5MTE4OA==,standard/standard,9153,60,0.006555227794165847
MDEwOlJlcG9zaXRvcnkyMDgxODEyNg==,google/ExoPlayer,9157,60,0.006552364311455717
MDEwOlJlcG9zaXRvcnk4MDIwNDcxMA==,Caldis/Mos,12061,79,0.006550037310339109
MDEwOlJlcG9zaXRvcnkzMTc4MzYyNDg=,GorvGoyl/Clone-Wars,26881,176,0.006547375469662587
MDEwOlJlcG9zaXRvcnkyNjIzNDI1OTQ=,obsidianmd/obsidian-releases,8562,56,0.006540527914038776
MDEwOlJlcG9zaXRvcnk0MTY1Njc1,smicallef/spiderfoot,10092,66,0.006539833531510107
MDEwOlJlcG9zaXRvcnkxMDM3ODQxNDI=,MonitorControl/MonitorControl,23568,154,0.00653428377460964
MDEwOlJlcG9zaXRvcnkxMDY0NTYz,netty/netty,14721,96,0.0065212961076013855
MDEwOlJlcG9zaXRvcnk3NDI3MjAxOA==,angristan/openvpn-install,9534,62,0.006503041745332494
R_kgDOHMPLDw,TodePond/DreamBerd,8769,57,0.006500171057133082
R_kgDOGv9OMg,neonbjb/tortoise-tts,11693,76,0.00649961515436586
R_kgDOLKbDkw,VinciGit00/Scrapegraph-ai,12005,78,0.006497292794668888
MDEwOlJlcG9zaXRvcnkyMTg3MjM5Mg==,josephmisiti/awesome-machine-learning,26273,170,0.0064705210672553574
MDEwOlJlcG9zaXRvcnkyMjc5MDQ4OA==,iluwatar/java-design-patterns,43451,281,0.006467054843386804
MDEwOlJlcG9zaXRvcnk4MTYyNzE1,mirumee/saleor,10058,65,0.006462517399085305
MDEwOlJlcG9zaXRvcnkyMjExOTcyMQ==,k88hudson/git-flight-rules,12845,83,0.006461658232775399
R_kgDOIjFiOQ,activepieces/activepieces,8061,52,0.006450812554273664
MDEwOlJlcG9zaXRvcnkyMTkxMTU5Nw==,tayllan/awesome-algorithms,12250,79,0.006448979591836735
MDEwOlJlcG9zaXRvcnkxOTEwNTEzOTE=,redwoodjs/redwood,17532,113,0.006445357061373488
MDEwOlJlcG9zaXRvcnkyNzAwMTU5,alibaba/druid,12112,78,0.006439894319682959
MDEwOlJlcG9zaXRvcnk1Mjk1MDI=,scrapy/scrapy,20499,132,0.006439338504317283
MDEwOlJlcG9zaXRvcnk1MjQyMjU4Mw==,kyleneideck/BackgroundMusic,10729,69,0.006431167862801753
MDEwOlJlcG9zaXRvcnkxNzgwOTIxMzQ=,formulahendry/955.WLB,19757,127,0.006428101432403705
MDEwOlJlcG9zaXRvcnk4ODcxNzIxNQ==,youzan/vant,14634,94,0.006423397567309006
MDEwOlJlcG9zaXRvcnkyMDU1OTY1,swagger-api/swagger-ui,11680,75,0.006421232876712328
MDEwOlJlcG9zaXRvcnk2NjU3MzI0MQ==,hyperledger/fabric,7953,51,0.006412674462466994
MDEwOlJlcG9zaXRvcnkzMDIwMzkzNQ==,metabase/metabase,22768,146,0.0064125087842586085
MDEwOlJlcG9zaXRvcnkzNjg0Mzk2MTA=,ParthJadhav/Tkinter-Designer,8613,55,0.006385696040868455
MDEwOlJlcG9zaXRvcnk2NTc1MDI0MQ==,expo/expo,24744,158,0.006385386356288393
MDEwOlJlcG9zaXRvcnk0MzQyNTQ4MA==,wilsonfreitas/awesome-quant,14253,91,0.006384620781589841
R_kgDOIsql_w,LazyVim/LazyVim,15359,98,0.0063806237385246435
MDEwOlJlcG9zaXRvcnkxODE4MDc1ODM=,haizlin/fe-interview,24778,158,0.0063766244248930504
MDEwOlJlcG9zaXRvcnkzMDcyNjAyMDU=,yt-dlp/yt-dlp,70972,452,0.006368708786563715
MDEwOlJlcG9zaXRvcnk3NTA4NDEx,ReactiveX/RxJava,10998,70,0.006364793598836152
MDEwOlJlcG9zaXRvcnkxNDk2NDQ3NQ==,AvaloniaUI/Avalonia,18917,120,0.006343500555056299
R_kgDOGRJJAQ,waydabber/BetterDisplay,11832,75,0.006338742393509128
MDEwOlJlcG9zaXRvcnkyNjE3ODc3NTg=,bradtraversy/design-resources-for-developers,56989,361,0.006334555791468529
MDEwOlJlcG9zaXRvcnk3MDEwNDgyNQ==,dotnet-architecture/eShopOnContainers,15490,98,0.0063266623628147195
MDEwOlJlcG9zaXRvcnk5ODEwMzMyMg==,zhoutaoo/SpringCloud,8394,53,0.006314033833690731
MDEwOlJlcG9zaXRvcnk5NzA4NjU0Mw==,"TheAlgorithms/JavaScript,TheAlgorithms/Javascript",31685,200,0.006312135079690705
R_kgDOI9q_QQ,facebookresearch/llama,48372,305,0.006305300587116514
MDEwOlJlcG9zaXRvcnkzMDEwMjI3Mw==,MobSF/Mobile-Security-Framework-MobSF,12703,80,0.006297724946862946
MDEwOlJlcG9zaXRvcnkxNzAwNjIx,necolas/normalize.css,19733,124,0.0062838899305731515
MDEwOlJlcG9zaXRvcnkxMjUyNjYzMjg=,psf/black,27711,174,0.006279094944245968
MDEwOlJlcG9zaXRvcnk3MTIyNTk0,directus/directus,22154,139,0.006274261984291775
MDEwOlJlcG9zaXRvcnkyMTI2MTk0ODk=,XIU2/TrackersListCollection,24071,151,0.0062731087200365585
MDEwOlJlcG9zaXRvcnkzMDY4Mjk2ODg=,nocobase/nocobase,10376,65,0.0062644564379336935
R_kgDOI9l2PA,DvorakDwarf/Infinite-Storage-Glitch,10859,68,0.006262086748319367
MDEwOlJlcG9zaXRvcnkzNDcwNDcx,FortAwesome/Font-Awesome,17249,108,0.006261232535219433
MDEwOlJlcG9zaXRvcnk1OTc4Nzk=,Automattic/mongoose,9425,59,0.006259946949602122
MDEwOlJlcG9zaXRvcnk4Mzk5OTcwMA==,sdmg15/Best-websites-a-programmer-should-visit,33253,208,0.00625507473009954
MDEwOlJlcG9zaXRvcnk2NzE4Njk2OA==,chinese-poetry/chinese-poetry,34419,215,0.006246549870710945
R_kgDOGiedsg,LizardByte/Sunshine,13947,87,0.006237900623790062
MDEwOlJlcG9zaXRvcnkzMjIxNTk3MA==,mobxjs/mobx,8978,56,0.00623746936957006
MDEwOlJlcG9zaXRvcnkyMTY5NjMwMg==,matteocrippa/awesome-swift,8188,51,0.006228627259404006
MDEwOlJlcG9zaXRvcnkzMjI0Nzk0NDQ=,avgupta456/github-trends,11255,70,0.006219458018658374
MDEwOlJlcG9zaXRvcnk3MzY0ODY3OA==,forem/forem,9174,57,0.006213211249182472
MDEwOlJlcG9zaXRvcnk0NTgyMTU0MA==,openwrt/openwrt,15460,96,0.006209573091849935
MDEwOlJlcG9zaXRvcnkyNjQ4NzAzODY=,openai/gpt-3,16269,101,0.006208125883582273
MDEwOlJlcG9zaXRvcnkxMzk5MTQ5MzI=,quarkusio/quarkus,11763,73,0.006205899855479044
MDEwOlJlcG9zaXRvcnkxNjAxMjQwNjc=,zergtant/pytorch-handbook,15351,95,0.0061885219203960656
MDEwOlJlcG9zaXRvcnkxMzMzMTA2NDc=,macrozheng/mall-admin-web,9716,60,0.006175380815150268
MDEwOlJlcG9zaXRvcnk3MTk0ODQ5OA==,localstack/localstack,35499,219,0.006169187864446886
R_kgDOJPJM2Q,twitter/the-algorithm,66027,406,0.006148999651657655
MDEwOlJlcG9zaXRvcnkxNjMzODczMzc=,seata/seata,15789,97,0.0061435176388625
R_kgDOJXTs2A,Vision-CAIR/MiniGPT-4,23794,146,0.0061360006724384296
MDEwOlJlcG9zaXRvcnk2NDk4NDky,airbnb/javascript,64244,394,0.006132868439076023
MDEwOlJlcG9zaXRvcnkyMDE1OTg2Nw==,nothings/stb,16476,101,0.006130128672007769
MDEwOlJlcG9zaXRvcnk1MjcxODgy,astaxie/build-web-application-with-golang,15009,92,0.0061296555400093275
MDEwOlJlcG9zaXRvcnkzMzQ1MTUxNTU=,coding-horror/basic-computer-games,10947,67,0.006120398282634512
MDEwOlJlcG9zaXRvcnk3NDI5MzMyMQ==,sveltejs/svelte,62287,381,0.006116846211890121
MDEwOlJlcG9zaXRvcnk0MDQxNjIzNg==,minimaxir/big-list-of-naughty-strings,14553,89,0.006115577544148973
MDEwOlJlcG9zaXRvcnkxMjc3NjkyMzE=,DIYgod/RSSHub,23405,143,0.006109805597094638
MDEwOlJlcG9zaXRvcnkyOTM5NzU5NA==,ssloy/tinyrenderer,13268,81,0.006104914078987037
MDEwOlJlcG9zaXRvcnkzMzY5MjA1MjI=,Atlas-OS/Atlas,12461,76,0.006099028970387609
MDEwOlJlcG9zaXRvcnkxNzI1NjI0NzU=,florinpop17/app-ideas,73317,447,0.006096812471868734
MDEwOlJlcG9zaXRvcnkxNDgxMzA1,realpython/python-guide,10857,66,0.0060790273556231
MDEwOlJlcG9zaXRvcnk3NTg2NzcyMA==,wesbos/JavaScript30,18098,110,0.006078019670681843
MDEwOlJlcG9zaXRvcnkyMTI2MTMwNDk=,cli/cli,38670,235,0.006077062322213602
MDEwOlJlcG9zaXRvcnkzMTI4ODk1OA==,hashicorp/vault,18448,112,0.006071118820468344
MDEwOlJlcG9zaXRvcnkzMzUxNjQ5NjQ=,dataease/dataease,15978,97,0.006070847415195894
MDEwOlJlcG9zaXRvcnkyMjk1MTEyNDM=,iamshuaidi/CS-Book,11884,72,0.006058566139347021
MDEwOlJlcG9zaXRvcnkyODU3NzQxMTM=,Rudrabha/Wav2Lip,9417,57,0.006052883083784644
MDEwOlJlcG9zaXRvcnkzNjgzOTAzNTU=,vaxilu/x-ui,15042,91,0.00604972742986305
MDEwOlJlcG9zaXRvcnkxODg2NjA2NjM=,CorentinJ/Real-Time-Voice-Cloning,51102,309,0.006046730069273218
R_kgDOJXMMyg,OpenLMLab/MOSS,11415,69,0.006044678055190539
MDEwOlJlcG9zaXRvcnk2MDY2NzczMA==,lvgl/lvgl,11747,71,0.006044096365029369
MDEwOlJlcG9zaXRvcnkyMjY3MjYyNDc=,LingDong-/wenyan-lang,14084,85,0.0060352172678216414
MDEwOlJlcG9zaXRvcnkxOTAzNTIy,php/php-src,15909,96,0.006034320196115406
R_kgDOLrhZAA,karpathy/llm.c,19903,120,0.006029241822840778
MDEwOlJlcG9zaXRvcnkxNDcwNTY5MQ==,ziadoz/awesome-php,10636,64,0.006017299736743136
MDEwOlJlcG9zaXRvcnkyMTkzNTAzMQ==,fffaraz/awesome-cpp,38736,233,0.006015076414704668
R_kgDOJF_VYg,Bin-Huang/chatbox,18990,114,0.006003159557661927
MDEwOlJlcG9zaXRvcnkxNjM1OTEyNzg=,GitHubDaily/GitHubDaily,27157,163,0.006002135729277902
MDEwOlJlcG9zaXRvcnkzOTA4OTY0MjY=,microsoft/fluentui-emoji,8832,53,0.006000905797101449
MDEwOlJlcG9zaXRvcnk1NjkwNDE=,curl/curl,22515,135,0.005996002664890073
MDEwOlJlcG9zaXRvcnkyNjEwMzkyNTE=,pointfreeco/swift-composable-architecture,11685,70,0.00599058622165169
R_kgDOJctRlg,mlc-ai/mlc-llm,16696,100,0.005989458552946814
MDEwOlJlcG9zaXRvcnkyNzAwNDc0,alibaba/fastjson,9523,57,0.005985508768245301
MDEwOlJlcG9zaXRvcnkyMzUwNzA0MTU=,AaronFeng753/Waifu2x-Extension-GUI,12700,76,0.005984251968503937
R_kgDOJI72qw,THUDM/ChatGLM-6B,38365,229,0.0059689821451844125
MDEwOlJlcG9zaXRvcnkxNzM3MjczMw==,OAI/OpenAPI-Specification,14763,88,0.005960848066111224
MDEwOlJlcG9zaXRvcnkxNDQ0MDI3MA==,getify/You-Dont-Know-JS,81765,487,0.005956093683116248
R_kgDOLjzmIw,valkey-io/valkey,13099,78,0.005954653026948622
MDEwOlJlcG9zaXRvcnkxNDM0NjA5NjU=,GoogleCloudPlatform/microservices-demo,11307,67,0.005925532855753073
MDEwOlJlcG9zaXRvcnk0NTI0MTgx,facebook/folly,15361,91,0.005924093483497169
MDEwOlJlcG9zaXRvcnkyNzg3NzI3MTk=,vbenjs/vue-vben-admin,14886,88,0.005911594787048233
MDEwOlJlcG9zaXRvcnkxMDQ0Njg5MA==,bilibili/ijkplayer,9816,58,0.005908720456397718
R_kgDOIcVD8g,apple/ml-stable-diffusion,15587,92,0.005902354526207737
MDEwOlJlcG9zaXRvcnk2MDI0NjM1OQ==,ClickHouse/ClickHouse,27621,163,0.005901306976575794
R_kgDOG-z8eA,CodeEditApp/CodeEdit,20696,122,0.005894858909934287
MDEwOlJlcG9zaXRvcnk0NTcyMTAxMQ==,apache/skywalking,15322,90,0.005873906800678763
MDEwOlJlcG9zaXRvcnkxMDAwNjA5MTI=,microsoft/terminal,55725,327,0.005868102288021535
MDEwOlJlcG9zaXRvcnk3NDA3MzIzMw==,keon/algorithms,9888,58,0.005865695792880259
MDEwOlJlcG9zaXRvcnk1OTE4NzQ4OQ==,listen1/listen1_desktop,8866,52,0.005865102639296188
MDEwOlJlcG9zaXRvcnkxNzU3NDg3MzM=,SSHeRun/CS-Xmind-Note,9219,54,0.00585746827204686
MDEwOlJlcG9zaXRvcnk3NDgwOTcyMA==,Chuyu-Team/Dism-Multi-language,13146,77,0.005857294994675187
R_kgDOJodxvg,hiyouga/LLaMA-Factory,19488,114,0.005849753694581281
MDEwOlJlcG9zaXRvcnkxOTg2ODA4NQ==,rlabbe/Kalman-and-Bayesian-Filters-in-Python,9920,58,0.005846774193548387
MDEwOlJlcG9zaXRvcnk0Mjc1MTAxNA==,zenorocha/clipboard.js,8902,52,0.005841383958660975
MDEwOlJlcG9zaXRvcnkxMDI5NzM2NDY=,fastai/fastai,12841,75,0.00584066661474963
MDEwOlJlcG9zaXRvcnkyMTcwMDY5OQ==,vsouza/awesome-ios,16153,94,0.005819352442270786
MDEwOlJlcG9zaXRvcnk2NTYwMDk3NQ==,pytorch/pytorch,54310,316,0.005818449640950101
MDEwOlJlcG9zaXRvcnk5MzI1MzI0Ng==,javascript-tutorial/en.javascript.info,17365,101,0.005816297149438526
R_kgDOJNLbCA,openai/chatgpt-retrieval-plugin,19625,114,0.005808917197452229
MDEwOlJlcG9zaXRvcnk5NTQxMjIyOQ==,PanJiaChen/vue-admin-template,14128,82,0.005804077010192525
MDEwOlJlcG9zaXRvcnk5Nzc0NDgy,maurosoria/dirsearch,9316,54,0.005796479175611851
MDEwOlJlcG9zaXRvcnkxNTAwNTg5MDI=,wangzheng0822/algo,16217,94,0.005796386507985448
MDEwOlJlcG9zaXRvcnkyODE2OTQxNjc=,Mrs4s/go-cqhttp,10355,60,0.005794302269435055
MDEwOlJlcG9zaXRvcnk3MDEwNzc4Ng==,vercel/next.js,79374,459,0.005782750018897876
MDEwOlJlcG9zaXRvcnkyODEwMjky,pbatard/rufus,19715,114,0.005782399188435202
MDEwOlJlcG9zaXRvcnk4MDE0OTI2Mg==,react-navigation/react-navigation,8820,51,0.005782312925170068
MDEwOlJlcG9zaXRvcnkzNjU1MTc3NjI=,xmu-xiaoma666/External-Attention-pytorch,10572,61,0.005769958380628075
