repo_id,repo_names,n_stars,n_stars_low_activity,p_stars_low_activity
,Kadenio/Uniswap-Sniper-Bot-Free,341,57,0.16715542521994134
R_kgDOKcWSkA,mouredev/hello-sql,3266,540,0.1653398652786283
R_kgDOJY43Zw,lyy289065406/re0-web,1082,178,0.1645101663585952
MDEwOlJlcG9zaXRvcnkxODc2MzA0NjE=,tkkcc/ArkLights,1295,213,0.16447876447876447
,wdzeng/bot-automation,596,98,0.1644295302013423
R_kgDOIEkk-g,WeAreMahsaAmini/Core,1826,300,0.16429353778751368
MDEwOlJlcG9zaXRvcnkxMjU2NDAwMTQ=,tiptoettt/instashell,530,87,0.1641509433962264
MDEwOlJlcG9zaXRvcnkyMDA0MjE1Mg==,nightscout/cgm-remote-monitor,1852,304,0.16414686825053995
MDEwOlJlcG9zaXRvcnkyOTE1MjM2Mjg=,marcosrivasr/bootstrap5-website,445,73,0.16404494382022472
MDEwOlJlcG9zaXRvcnkyMTA4NTgyMzI=,kumpulanremaja/wifi,595,97,0.16302521008403362
R_kgDOHb-H0w,NightmareAI/Real-ESRGAN,878,143,0.16287015945330297
R_kgDOJEfP9g,LocalizeLimbusCompany/LocalizeLimbusCompany,387,63,0.16279069767441862
MDEwOlJlcG9zaXRvcnkzMTg3ODM1NjA=,verida/verida-js,1269,205,0.16154452324665092
MDEwOlJlcG9zaXRvcnkzMjQ0MjEzMjI=,Woodi-dev/Among-Us-Sheriff-Mod,416,67,0.16105769230769232
R_kgDOHZ2xxw,"FJ-OMS/oms-erp,flightsteed/oms-erp",1682,270,0.1605231866825208
MDEwOlJlcG9zaXRvcnkxMzgzNjM5Nzg=,pa1nki113r/Project_Brutality,1110,178,0.16036036036036036
MDEwOlJlcG9zaXRvcnkxNDE3NzU1ODY=,CS-Tao/whu-library-seat,805,129,0.16024844720496895
R_kgDOJPPutA,Project-DARC/DARC,10370,1661,0.16017357762777243
MDEwOlJlcG9zaXRvcnkyMTA0NTI2MTg=,Adlik/Adlik,781,125,0.16005121638924455
MDEwOlJlcG9zaXRvcnkxMzU2OTg5OTY=,starksecurity/Pierian-Data-Complete-Python-3-Bootcamp,806,129,0.1600496277915633
R_kgDOJuhJOw,spaceandtimelabs/blitzar,2308,369,0.1598786828422877
R_kgDOIO5DiA,natrixdev/Discord-Server-Boost-Botter,326,52,0.15950920245398773
R_kgDOGybmlQ,YBIFoundation/Fundamental,1624,259,0.15948275862068967
R_kgDOIGGcaA,Lorenzik/TMRB,377,60,0.15915119363395225
,glixzzy/blooket-hack,543,86,0.15837937384898712
MDEwOlJlcG9zaXRvcnkzNjIzNzk2MDc=,shmykelsa/AAAD,1608,254,0.15796019900497513
MDEwOlJlcG9zaXRvcnkyOTI1NDE2Nzg=,paritytech/polkadot-launch,482,76,0.15767634854771784
R_kgDOJcTg5g,runhey/OnmyojiAutoScript,1130,178,0.15752212389380532
MDEwOlJlcG9zaXRvcnkxMzUzMzQ3Nzk=,MinterTeam/minter-go-node,357,56,0.1568627450980392
MDEwOlJlcG9zaXRvcnkzNzI4MTQ4NjQ=,hakanyalcinkaya/Sifirdan-Projelerle-Front-End-ve-React-Egitimi,440,69,0.15681818181818183
MDEwOlJlcG9zaXRvcnkzNzcwODkwOTA=,QiHuiKeJi/https-github.com-peng-zhihui-XUAN-Bike,428,67,0.15654205607476634
R_kgDOHdiTzg,CleverProgrammers/JavaScript-Course-by-Clever-Programmer-,2977,466,0.15653342290896877
MDEwOlJlcG9zaXRvcnkzODAzMzcwMzk=,pi-apps/pi-platform-docs,1808,283,0.15652654867256638
R_kgDOIQeFGg,FCL-Team/FoldCraftLauncher,1016,159,0.15649606299212598
MDEwOlJlcG9zaXRvcnk4Nzc1ODY4Ng==,ceres993434/PornHubBot,735,115,0.1564625850340136
MDEwOlJlcG9zaXRvcnkxNDAyODI3NDM=,jmzeng1314/GEO,635,99,0.15590551181102363
R_kgDOJXwg7A,malinkang/weread2notion,1410,219,0.15531914893617021
MDEwOlJlcG9zaXRvcnkzMTM5MzQwMzM=,sharmajv/vpn,3472,534,0.15380184331797234
MDEwOlJlcG9zaXRvcnkzMTk5NzM2NTA=,zachgoll/fullstack-roadmap-series,1583,243,0.15350600126342387
MDEwOlJlcG9zaXRvcnkxODgxMjE3OTY=,Jabrils/Uncle-Rober-Baseball-Predictor,470,72,0.15319148936170213
MDEwOlJlcG9zaXRvcnkxNjAwOTg0NTA=,chucktomasi/sn-learn-javascript,387,59,0.1524547803617571
MDEwOlJlcG9zaXRvcnkyNDg1NDQ4NjY=,ronmarasigan/LavaLust,361,55,0.1523545706371191
R_kgDOGa7U7w,DebianArch64/DebProvision,1117,170,0.1521933751119069
MDEwOlJlcG9zaXRvcnkyMDk1NDU2MTI=,xMistt/fortnitepy-bot,480,73,0.15208333333333332
R_kgDOHscd7A,AammarTufail/pythonkachilla_version2,508,77,0.1515748031496063
R_kgDOHJOuuA,H5GG/H5GG,536,81,0.15111940298507462
R_kgDOIDUzTQ,mindspore-lab/mindnlp,543,82,0.15101289134438306
R_kgDOHHXibQ,StringManolo/hackingTermux101,497,75,0.15090543259557343
R_kgDOKGD3QQ,CodeCrafter11/css-projects,332,50,0.15060240963855423
MDEwOlJlcG9zaXRvcnkzNzI2NzQxNDE=,DigitalChinaOpenSource/TiDB-for-PostgreSQL,392,59,0.15051020408163265
R_kgDOGxwmXA,DenizShabani/telegramscraper,368,55,0.14945652173913043
MDEwOlJlcG9zaXRvcnkyNTY4MDE4MDQ=,CodeWithHarry/DanceWebsite,383,57,0.14882506527415143
R_kgDOHe12Ig,cita-cloud/cita_cloud_proto,626,93,0.1485623003194888
MDEwOlJlcG9zaXRvcnkyMzE5MTc4NTM=,scala-network/MobileMiner,337,50,0.14836795252225518
MDEwOlJlcG9zaXRvcnkyNjAwNTg3Mjc=,miffycs/Animal-Crossing-Amiibo,762,113,0.14829396325459318
MDEwOlJlcG9zaXRvcnkyNjcyMjIzMjg=,landy22granatt/Kumpulan-Script-Termux,567,84,0.14814814814814814
MDEwOlJlcG9zaXRvcnkyMjc1NzczNjU=,finos/legend,738,109,0.14769647696476965
R_kgDOHt5MAA,HVML/PurC,1098,162,0.14754098360655737
R_kgDOHJnTWg,useragents/Snapchat-Snapscore-Botter,856,126,0.14719626168224298
MDEwOlJlcG9zaXRvcnkzMjI2NzYyMTk=,aditya-shri/VPN,966,142,0.14699792960662525
MDEwOlJlcG9zaXRvcnk5NzI0ODU2Nw==,brucefan1983/GPUMD,369,54,0.14634146341463414
,rixon-cochi/SMF,1623,237,0.14602587800369685
MDEwOlJlcG9zaXRvcnk4NDkyODEyOA==,evait-security/weeman,418,61,0.145933014354067
MDEwOlJlcG9zaXRvcnkyNzc5NDQ2MDU=,MiltonPereiraNeto/Asabeneh-30-Days-Of-Python,563,82,0.14564831261101244
,manchenkoff/skillbox-chat,344,50,0.14534883720930233
R_kgDOLbRjEA,oxylabs/google-news-scraper,1074,156,0.1452513966480447
R_kgDOGqB6kA,Cyber-Dioxide/Wifi-Brute,517,75,0.1450676982591876
R_kgDOJwSImw,apna-college/Delta,587,85,0.14480408858603067
,THIAGODENNY/THIAGODENNY1,415,60,0.14457831325301204
R_kgDOHzxSLw,YenalyLiew/Han1meViewer,1039,150,0.14436958614051973
MDEwOlJlcG9zaXRvcnkzNDEzNTI4NTk=,slushiegoose/Town-Of-Us,769,111,0.14434330299089726
MDEwOlJlcG9zaXRvcnkxMzY1NDU1MjM=,yuuwill/1024app-android,5068,731,0.1442383583267561
MDEwOlJlcG9zaXRvcnkyODk0MjMxOTg=,snapshot-labs/snapshot,8996,1297,0.14417518897287684
MDEwOlJlcG9zaXRvcnkzMTIxNTI0NzI=,EthanArbuckle/carplay-cast,396,57,0.14393939393939395
R_kgDOLAN2FA,malinkang/weread2notion-pro,1391,200,0.14378145219266714
R_kgDOKARBtA,thisjam/sd-webui-oldsix-prompt,1656,238,0.14371980676328502
MDEwOlJlcG9zaXRvcnkzMzI1MDk0OTc=,Kiny-Kiny/Kiny-Painel,432,62,0.14351851851851852
MDEwOlJlcG9zaXRvcnk0MDIxMjgwMg==,SmartThingsCommunity/SmartThingsPublic,1499,215,0.14342895263509006
R_kgDOI4O9Gg,ripple/opensource.ripple.com,845,121,0.14319526627218934
MDEwOlJlcG9zaXRvcnkxMzY2NDg4Nzg=,yuuwill/1024app-ios,1761,250,0.1419647927314026
MDEwOlJlcG9zaXRvcnkyOTcwMDM3NTI=,gege-circle/home,1557,221,0.14193962748876043
MDEwOlJlcG9zaXRvcnkxNDUxMDUxNDU=,INDOnimous/Card-Number,360,51,0.14166666666666666
MDEwOlJlcG9zaXRvcnk5ODY5MDg4Ng==,Innoxia/liliths-throne-public,375,53,0.14133333333333334
MDEwOlJlcG9zaXRvcnkzOTU5NTkzNzU=,ZALin/ESJZone-novel-mirror,376,53,0.14095744680851063
MDEwOlJlcG9zaXRvcnkxODkwMDkyNDY=,pashayogi/SETAN,554,78,0.1407942238267148
R_kgDOIcLpew,seadhy/Spotify-Account-Creator,498,70,0.14056224899598393
MDEwOlJlcG9zaXRvcnkyODQ2MTU0NTc=,the-cult-of-integral/discord-raidkit,498,70,0.14056224899598393
R_kgDOLJOPZw,shr670377723/CommunityServer-master,827,116,0.14026602176541716
MDEwOlJlcG9zaXRvcnkzODQ5NDcwMjI=,NucleoidJS/Nucleoid,492,69,0.1402439024390244
MDEwOlJlcG9zaXRvcnk2MTk2NjMwMA==,hussien89aa/PythonTutorial,450,63,0.14
MDEwOlJlcG9zaXRvcnkxOTg2Nzc4MzE=,otvorete/petition,1079,151,0.13994439295644115
MDEwOlJlcG9zaXRvcnkxNzk1NzQwNzU=,FSystem88/spymer,679,95,0.13991163475699558
MDEwOlJlcG9zaXRvcnkzMzQ2MzAxMjY=,Norbyte/bg3se,966,135,0.13975155279503104
MDEwOlJlcG9zaXRvcnk4MzMxNTU0Mg==,Yink/Amadeus,444,62,0.13963963963963963
,XuanRanDev/Auto-GongXueYun,560,78,0.1392857142857143
R_kgDOKiMMrw,red-ninjas/himalaya-ui,474,66,0.13924050632911392
MDEwOlJlcG9zaXRvcnkxOTc3NzgxMg==,seven332/EhViewer,6336,882,0.13920454545454544
R_kgDOGNp1CA,lwm98/health160,532,74,0.13909774436090225
R_kgDOG1i3Hg,Hicores/QTool,921,128,0.13897937024972856
MDEwOlJlcG9zaXRvcnkxNTkwMTYyNDA=,Taoviqinvicible/Tools-termux,505,70,0.13861386138613863
,tata-chka/verified-tor-sites,2806,387,0.13791874554526015
MDEwOlJlcG9zaXRvcnkyMzMzNDg3NDA=,qianjiachun/douyuEx,3418,471,0.13779988297249854
,boating-in-autumn-rain/Bearing-fault-Diagnosis-based-on-deep-learning,392,54,0.1377551020408163
MDEwOlJlcG9zaXRvcnkyMDE0MDY2NTc=,msbbigdata/javase,393,54,0.13740458015267176
MDEwOlJlcG9zaXRvcnkxNjM0MzcxMTM=,atilsamancioglu/PythonCourse,495,68,0.13737373737373737
MDEwOlJlcG9zaXRvcnkyMjQ3NzM2NDQ=,wenshunbiao/docker,439,60,0.1366742596810934
R_kgDOI5nEbg,niuhuan/jenny,1150,157,0.13652173913043478
MDEwOlJlcG9zaXRvcnkxMjgyOTEyMTA=,maxrooted/instashell,544,74,0.13602941176470587
,suljot/shellphish,1124,152,0.13523131672597866
MDEwOlJlcG9zaXRvcnkxOTQ0OTgxMzQ=,Hengle/DeepNewdsForAndroid,483,65,0.13457556935817805
R_kgDOHLQJYg,godspeedsystems/gs-node-service,641,86,0.13416536661466458
R_kgDOHXzyrQ,niuhuan/wax,776,104,0.13402061855670103
MDEwOlJlcG9zaXRvcnkxNjAyNDAyNTU=,joanby/r-basic,583,78,0.13379073756432247
MDEwOlJlcG9zaXRvcnkzMDAyNzkxNTQ=,Rako-Team/Redline-Stealer,511,68,0.13307240704500978
MDEwOlJlcG9zaXRvcnkxMzk2ODI0NA==,zebrunner/carina,407,54,0.13267813267813267
MDEwOlJlcG9zaXRvcnkxMDEzMTQzMTM=,SMH17/bitcoin-hacking-tools,490,65,0.1326530612244898
MDEwOlJlcG9zaXRvcnkxMTg4ODg3MTk=,CodeSama346623/Bilibili346623,417,55,0.13189448441247004
R_kgDOHWLNQg,mage-ai/mage-ai,7744,1021,0.1318440082644628
R_kgDOKEXRxw,OwshenNetwork/owshen,2066,272,0.13165537270087124
R_kgDOI_tc_g,NTUYWANG103/APEX_AIMBOT,669,88,0.13153961136023917
R_kgDOHvr-fw,Time9Y/Matlab-Machine,616,81,0.1314935064935065
R_kgDOJRvC0Q,hect0x7/JMComic-Crawler-Python,605,79,0.1305785123966942
R_kgDOHuV12w,GH05T-HUNTER5/GH05T-INSTA,670,87,0.12985074626865672
MDEwOlJlcG9zaXRvcnkxOTcwODUwNjc=,"opendreamnet/dreamtime,dreamnettech/dreamtime",1610,209,0.1298136645962733
R_kgDOJkXsJQ,Colt/TheWebDeveloperBootcampSolutions,979,127,0.12972420837589377
R_kgDOLzQ-MA,spaceandtimelabs/sxt-proof-of-sql,921,119,0.12920738327904452
MDEwOlJlcG9zaXRvcnkxMzAyODEwMDI=,iotexproject/iotex-core,1519,196,0.12903225806451613
R_kgDOHYFoUA,hackerxphantom/WA_CRASHER,497,64,0.12877263581488935
R_kgDOGy2nXA,HeyM1ke/Assist,591,76,0.12859560067681894
R_kgDOKgot4g,gevendra2004/gevstack,591,76,0.12859560067681894
MDEwOlJlcG9zaXRvcnkxMDc3OTM0NDk=,fredoverflow/karel,553,71,0.12839059674502712
MDEwOlJlcG9zaXRvcnkxMjEyOTE3NTg=,Pierian-Data/Complete-Python-3-Bootcamp,24138,3097,0.12830391913165962
MDEwOlJlcG9zaXRvcnkzMTUzMjEwNjA=,TechRate/Smart-Contract-Audits,569,73,0.1282952548330404
,NOTMORSE/defi-dex-sniper-bot-selenium-crypto,1244,159,0.12781350482315113
,SmartBNBGuy/How-to-Create-Honeypot-Token,2626,335,0.12757044935262757
MDEwOlJlcG9zaXRvcnkzMTY1Njg1MTU=,JERRY-Z-J-R/I-love-you-3-thousand,1047,133,0.12702960840496658
R_kgDOHL31pA,MicroCBer/BetterNCM-Installer,1757,223,0.12692088787706318
,tglefevre/tor-sites-list-2024,639,81,0.1267605633802817
MDEwOlJlcG9zaXRvcnkyMzE3NDM5MDY=,joanby/deeplearning-az,434,55,0.12672811059907835
MDEwOlJlcG9zaXRvcnkxMjM0MDA1MTg=,kelasterbuka/Python3.x_Dasar_Programming,467,59,0.12633832976445397
R_kgDOI2Tfkw,scroll-tech/scroll-documentation,398,50,0.12562814070351758
MDEwOlJlcG9zaXRvcnkxNjU0OTUzMjk=,IlayTamvan/Report,495,62,0.12525252525252525
MDEwOlJlcG9zaXRvcnkyODg4NzQ3NDY=,TKperson/Nuking-Discord-Server-Bot-Nuke-Bot,537,67,0.12476722532588454
,dsacademybr/PythonFundamentos,1820,227,0.12472527472527473
R_kgDOJSC2eg,TeamFlos/phira,909,113,0.12431243124312431
MDEwOlJlcG9zaXRvcnkzMTU3NDcxMzU=,spurin/diveintoansible,1403,174,0.1240199572344975
MDEwOlJlcG9zaXRvcnkzNjQ1NjU2MTc=,CodeXBotz/File-Sharing-Bot,2009,249,0.12394225983076157
R_kgDOLaFpyw,Next-Flip/Momentum-Firmware,2853,353,0.12372940764107956
,Pluxanaxxx/Blum-script,874,107,0.12242562929061784
MDEwOlJlcG9zaXRvcnkyMDk2MzExMzM=,jeanropke/RDR2CollectorsMap,580,71,0.12241379310344827
MDEwOlJlcG9zaXRvcnk0MDAwOTAwNTc=,izhaorui/Zr.Admin.NET,670,82,0.12238805970149254
,OnlineHacKing/FreeFire-Phishing,450,55,0.12222222222222222
MDEwOlJlcG9zaXRvcnk3MzQxNDI3OA==,prajjwaldimri/GithubXamarin,639,78,0.12206572769953052
MDEwOlJlcG9zaXRvcnk2OTI3MDQwNw==,hussien89aa/AndroidTutorialForBeginners,2093,255,0.12183468705207835
MDEwOlJlcG9zaXRvcnk3ODk5ODYzNg==,BilgisayarKavramlari/Programlamaya-Giris,427,52,0.12177985948477751
R_kgDOHrBkYw,BrunoSobrino/TheMystic-Bot-MD,544,66,0.1213235294117647
,An0nUD4Y/blackeye,2243,272,0.1212661613909942
MDEwOlJlcG9zaXRvcnkzMTE4Mjc4MDM=,ottomated/CrewLink,3813,462,0.12116443745082613
MDEwOlJlcG9zaXRvcnkzMDA4NDQxNjM=,noob-hackers/noob-hackers,479,58,0.12108559498956159
MDEwOlJlcG9zaXRvcnkzMjM4Njc2NDQ=,hakanyalcinkaya/kodluyoruz-frontend-101-egitimi,10979,1325,0.1206849439839694
MDEwOlJlcG9zaXRvcnkzOTYxOTM3NTA=,VickScarlet/lifeRestart,11238,1356,0.1206620395088094
MDEwOlJlcG9zaXRvcnkzMDA1NjAxNDI=,The-HellBot/HellBot,572,69,0.12062937062937062
R_kgDOJklBYg,CHNZYX/Auto_Simulated_Universe,3429,413,0.12044327792359288
MDEwOlJlcG9zaXRvcnkxNjAxMDQwMDY=,umeshshinde19/instainsane,602,72,0.11960132890365449
MDEwOlJlcG9zaXRvcnkyMzg2MDMxMTM=,SSmJaE/WELearnHelper,695,83,0.11942446043165468
MDEwOlJlcG9zaXRvcnkxODU3MzUxMTk=,Julie-Wang/jackfrued-Python-100-Days,520,62,0.11923076923076924
R_kgDOK1EW6Q,hect0x7/JMComic-APK,604,72,0.11920529801324503
R_kgDOKCmt-A,torinmb/mediapipe-touchdesigner,495,59,0.1191919191919192
MDEwOlJlcG9zaXRvcnkxNjQ0MzM5MTE=,Smartproxy/Smartproxy,1017,121,0.11897738446411013
MDEwOlJlcG9zaXRvcnkyNTQwMzMzOTA=,frontend-joe/frontendjoe,715,85,0.11888111888111888
MDEwOlJlcG9zaXRvcnkyNDYzODc2NDQ=,ava-labs/gecko,421,50,0.1187648456057007
R_kgDOH317JQ,unytics/bigfunctions,523,62,0.11854684512428298
R_kgDOHOrwHg,ulubey4242/Visual-Studio-2022-Keys,585,69,0.11794871794871795
MDEwOlJlcG9zaXRvcnk1MDg4MDA2MA==,HiddenRamblings/TagMo,2138,251,0.11739943872778298
MDEwOlJlcG9zaXRvcnkyOTgyMzU5MDk=,ShenaniganDApp/brightid-discord-bot,1807,212,0.11732152739346983
R_kgDOLKRv2w,jacket230/damai,648,76,0.11728395061728394
MDEwOlJlcG9zaXRvcnkzNjM2NTA0NDg=,tigr1234566/TikTokMod,589,69,0.11714770797962648
R_kgDOGaQSbQ,teaxyz/cli,7789,912,0.11708820130953909
,niucnet/jinricp,463,54,0.11663066954643629
MDEwOlJlcG9zaXRvcnkyODA4NjYzMjA=,htr-tech/haxorbd,738,86,0.11653116531165311
R_kgDOHO-6FA,soyHenry/Prep-Course,1166,135,0.11578044596912522
MDEwOlJlcG9zaXRvcnkyNzk4NDMzODY=,mouredev/mouredev,3136,363,0.11575255102040816
MDEwOlJlcG9zaXRvcnkzMjU4NjE2MTM=,itrewub/jh-notes,1029,119,0.11564625850340136
R_kgDOHDkpGg,alibaba/FederatedScope,1453,168,0.11562284927735719
,TG-ToolsFree/Telegram-Adder-Scraper-BulkMessageSender-Forwarder-FakeViews-Reporter-ChannelCopy_All-In-1-Tool-2023,564,65,0.11524822695035461
MDEwOlJlcG9zaXRvcnkzOTQyMTAzNDY=,AsmSafone/RadioPlayerV3,504,58,0.11507936507936507
MDEwOlJlcG9zaXRvcnkxNjUwNjE4Mzc=,FR13ND8/BruteFb,938,107,0.1140724946695096
MDEwOlJlcG9zaXRvcnkxOTkxODYz,zotero/translators,868,99,0.11405529953917051
MDEwOlJlcG9zaXRvcnkxODk1NjczNjc=,ndb796/Python-Data-Analysis-and-Image-Processing-Tutorial,678,77,0.11356932153392331
R_kgDOHd3hmQ,hackerxphantom/Facebook_hack,547,62,0.113345521023766
MDEwOlJlcG9zaXRvcnkyODY1MzA4ODE=,FloatTech/ZeroBot-Plugin,2339,264,0.11286874732791792
R_kgDOJmjNGA,coolight7/MimicryMusic,443,50,0.11286681715575621
R_kgDOKiubfw,monkeyWie/gopeed-extension-baiduwp,975,110,0.11282051282051282
MDEwOlJlcG9zaXRvcnkyOTI1ODY0ODE=,anubhavanonymous/XLR8_BOMBER,736,83,0.11277173913043478
MDEwOlJlcG9zaXRvcnkyMzQ2NTk5OTA=,LinkedInLearning/learning-java-2825378,737,83,0.11261872455902307
R_kgDOJ_39Ug,oxylabs/google-maps-scraper,809,91,0.11248454882571075
,prepo-io/prepo-monorepo,1246,140,0.11235955056179775
MDEwOlJlcG9zaXRvcnkzMTEyNDEzMjQ=,xiaojieonly/Ehviewer_CN_SXJ,12179,1367,0.1122423844322194
,tornetworks/darknet-markets,1293,145,0.11214230471771075
MDEwOlJlcG9zaXRvcnkxMTkzNjYxMg==,maduce/fosscad-repo,1054,118,0.11195445920303605
R_kgDOI9k6_A,qiuapeng921/DnfHelper-Python,554,62,0.11191335740072202
MDEwOlJlcG9zaXRvcnkxMjM1NjM0NjQ=,ImprovedTube/ImprovedTube,653,73,0.11179173047473201
R_kgDOKMWCQg,okx/x1-node,2286,255,0.1115485564304462
MDEwOlJlcG9zaXRvcnk3NzgzNTk5OA==,kayanouriko/E-HentaiViewer,766,85,0.11096605744125326
R_kgDOGWA5xw,massalabs/massa,5567,617,0.11083168672534578
,teenboyring/Listonline,815,90,0.11042944785276074
MDEwOlJlcG9zaXRvcnkyNzYwMjU4MDQ=,openlookeng/hetu-core,517,57,0.1102514506769826
R_kgDOGiotKQ,zeeka-network/bazuka,992,109,0.10987903225806452
,stop-war-in-ukraine/stop-russia-it,6722,738,0.10978875334721809
,IncredibleHacker/insta-hack,1024,112,0.109375
MDEwOlJlcG9zaXRvcnkxMDkyNTgzMjg=,pnp/List-Formatting,1028,112,0.10894941634241245
MDEwOlJlcG9zaXRvcnk0MDQzMTI4MTY=,agoraxyz/guild.xyz,3001,325,0.10829723425524825
MDEwOlJlcG9zaXRvcnkyMjY2MTQxMTE=,xuhaoyang/ClashForAndroid,795,86,0.10817610062893082
MDEwOlJlcG9zaXRvcnkzNDEwMzg2MDI=,TeamUltroid/Ultroid,3203,346,0.10802372775522948
MDEwOlJlcG9zaXRvcnkxNjE5ODM0NDU=,Video-Lab/css-course-content,698,75,0.10744985673352435
MDEwOlJlcG9zaXRvcnkzMDAyNjM5NDQ=,Crevils/InstaReport,625,67,0.1072
MDEwOlJlcG9zaXRvcnkxODM5OTc3NjI=,hangetzzu/saycheese,1074,115,0.10707635009310987
R_kgDOKb7ugA,THU-LYJ-Lab/T3Bench,1086,116,0.10681399631675875
R_kgDOInljpw,Priler/jarvis,1937,206,0.10635002581311306
MDEwOlJlcG9zaXRvcnkxNTIxOTE5NDU=,erikaduan/r_tips,583,62,0.10634648370497427
R_kgDOHZ0_Zg,aqueducthq/aqueduct,480,51,0.10625
MDEwOlJlcG9zaXRvcnk0MDgzNjI1NDM=,jadijadi/machine_learning_with_python_jadi,765,81,0.10588235294117647
MDEwOlJlcG9zaXRvcnkzNDA2MzA0ODg=,grishka/Houseclub,2796,296,0.10586552217453506
MDEwOlJlcG9zaXRvcnkzNDAyMDA5MTM=,WallStreetBetsAnalytics/wallstreetbets,718,76,0.10584958217270195
MDEwOlJlcG9zaXRvcnkyNzU0MDY3ODU=,evildevill/instahack,1538,162,0.10533159947984395
R_kgDOKAcBFQ,xpanel-cp/XPanel-SSH-User-Management,561,59,0.1051693404634581
R_kgDOK-HTPQ,iam-veeramalla/Azure-zero-to-hero,1998,210,0.10510510510510511
MDEwOlJlcG9zaXRvcnkzNzgxMzMzNjE=,availproject/avail-light,639,67,0.10485133020344288
R_kgDOGzOq_w,SuperSimpleDev/html-css-course-2022,1417,148,0.10444601270289344
R_kgDOGnN2PQ,niuhuan/jasmine,3463,361,0.1042448743863702
,re-ovo/iwara4a,838,87,0.10381861575178998
MDEwOlJlcG9zaXRvcnk4ODQ0NjU0MQ==,PythonFreeCourse/Notebooks,1130,117,0.10353982300884956
MDEwOlJlcG9zaXRvcnkxNzQyNTc2NDg=,kiccer/Soldier76,1701,176,0.10346854791299236
R_kgDOKl7kIg,leifermendez/bot-whatsapp,862,89,0.10324825986078887
MDEwOlJlcG9zaXRvcnkxNzE1NTc2MTI=,instructure/canvas-ios,824,85,0.10315533980582524
R_kgDOIhbhlw,oxylabs/amazon-scraper,884,91,0.10294117647058823
R_kgDOGLo_Nw,AsjadOooO/Zero-attacker,826,85,0.10290556900726393
MDEwOlJlcG9zaXRvcnkxMzcwNTAzMzg=,ZiniuLu/Python-100-Days,3166,325,0.10265319014529374
R_kgDOHs1zPQ,CHENHUI-X/My-lecture-slides-and-code,488,50,0.10245901639344263
R_kgDOIpwqfg,GataNina-Li/GataBot-MD,509,52,0.10216110019646366
R_kgDOHHDEtg,btholt/complete-intro-to-web-dev-v3,1285,131,0.10194552529182879
R_kgDOH--x-w,starkscan/starkscan-verifier,1259,128,0.10166799046862589
MDEwOlJlcG9zaXRvcnkzMTY2NTQ1NDY=,BitCrackers/AmongUsMenu,492,50,0.1016260162601626
MDEwOlJlcG9zaXRvcnkxMTQwOTEwODY=,zhaoxianjin/91porn,670,68,0.10149253731343283
R_kgDOHnOkpw,"RedKatz/SocialMediaHackingToolkit,NullPulse/SocialMediaHackingToolkit",1088,110,0.10110294117647059
R_kgDOINsvjA,Akegarasu/stable-diffusion-inspector,932,94,0.10085836909871244
R_kgDOJQhDDg,mouredev/one-day-one-language,2797,282,0.10082230961744726
,deep-man-yy/pepenude,608,61,0.10032894736842106
R_kgDOHU1kmQ,zeroruka/GI-Assets,1037,104,0.10028929604628736
R_kgDOIulESw,InterstellarNetwork/Interstellar,559,56,0.1001788908765653
R_kgDOIvc6XQ,HamedAp/Ssh-User-management,1001,100,0.0999000999000999
,veluma16/deep-learning,1442,144,0.09986130374479889
MDEwOlJlcG9zaXRvcnkxMDAwMzc1ODQ=,ffxiv-teamcraft/ffxiv-teamcraft,1402,140,0.09985734664764621
MDEwOlJlcG9zaXRvcnkzMzM4MzA1OTY=,JustFS/cours-github,611,61,0.09983633387888707
MDEwOlJlcG9zaXRvcnkzMTk0OTQwMjI=,OhMyGuus/BetterCrewLink,933,93,0.09967845659163987
MDEwOlJlcG9zaXRvcnkzMzQ5MTM1Nzk=,logicguy1/Discord-Nitro-Generator-and-Checker,724,72,0.09944751381215469
MDEwOlJlcG9zaXRvcnkyNjY1NzI4MDk=,waifu-project/18comic,737,73,0.09905020352781546
MDEwOlJlcG9zaXRvcnkyNDYxMjg4MjM=,gustavoguanabara/html-css,14226,1407,0.09890341628005062
R_kgDOG_ojkw,CMHopeSunshine/LittlePaimon,1166,115,0.09862778730703259
MDEwOlJlcG9zaXRvcnk2NDU5MTMxOA==,KeaMedes/Cimoc,568,56,0.09859154929577464
MDEwOlJlcG9zaXRvcnkzOTIxMzk4MTE=,can-kat/cstealer,826,81,0.09806295399515738
R_kgDOKGy8yA,timeplus-io/proton,1312,128,0.0975609756097561
R_kgDOHJTJhw,useragents/Proxyless-TikTok-Username-Checker,544,53,0.0974264705882353
R_kgDOIwJCtw,berachain/polaris,1080,105,0.09722222222222222
R_kgDOIrNByQ,bassamanator/Sovol-SV06-firmware,762,74,0.09711286089238845
R_kgDOIEjOuA,Launch-X-Latam/MisionFrontEnd,546,53,0.09706959706959707
MDEwOlJlcG9zaXRvcnk5ODMzODA4NQ==,CiscoDevNet/netprog_basics,536,52,0.09701492537313433
R_kgDOKAb_MQ,Alirezad07/X-Panel-SSH-User-Management,1084,105,0.09686346863468635
R_kgDOJfJUpw,Korepi/Korepi,630,61,0.09682539682539683
MDEwOlJlcG9zaXRvcnkyNjY4NTE3MTI=,atralice/Curso.Prep.Henry,1199,116,0.09674728940783987
