github,total_stars,fake_stars,fake_percentage
markmap/markmap,7387,2,0.027074590496818738
dilanx/craco,7400,2,0.02702702702702703
dc-js/dc.js,7413,2,0.02697963037906381
novnc/noVNC,11143,3,0.026922731759849234
kanaka/noVNC,11151,3,0.026903416733925208
wbkd/react-flow,22340,6,0.026857654431512983
xyflow/xyflow,22348,6,0.026848040093073205
react-native-maps/react-native-maps,14899,4,0.026847439425464796
KartikTalwar/gmail.js,3729,1,0.026816840976133013
zpao/qrcode.react,3731,1,0.02680246582685607
amzn/style-dictionary,3735,1,0.02677376171352075
xiaolin/react-image-gallery,3737,1,0.02675943270002676
mattboldt/typed.js,15005,4,0.026657780739753414
markmarkoh/datamaps,3773,1,0.026504108136761195
sekoyo/react-image-crop,3774,1,0.026497085320614733
OfficeDev/Office-UI-Fabric,3775,1,0.026490066225165563
OfficeDev/Office-UI-Fabric-Core,3775,1,0.026490066225165563
space10-community/conversational-form,3788,1,0.026399155227032733
xojs/xo,7590,2,0.026350461133069828
claudiajs/claudia,3796,1,0.026343519494204423
egoist/docute,3797,1,0.02633658151171978
moment/moment-timezone,3807,1,0.026267402153926978
yeoman/yo,3811,1,0.026239832065074783
bokuweb/react-rnd,3813,1,0.026226068712300026
vuejs/vuefire,3815,1,0.02621231979030144
mswjs/msw,15271,4,0.02619343854364482
sass/dart-sass,3827,1,0.026130128037627383
0xfe/vexflow,3835,1,0.02607561929595828
patriksimek/vm2,3838,1,0.02605523710265763
blitz-js/superjson,3843,1,0.026021337496747333
iamdustan/smoothscroll,3848,1,0.02598752598752599
algolia/docsearch,3863,1,0.025886616619207874
facebook/fbt,3871,1,0.025833118057349523
shuding/react-wrap-balancer,3872,1,0.025826446280991736
ccampbell/mousetrap,11618,3,0.025822000344293335
foundation/foundation-emails,7756,2,0.0257864878803507
Leaflet/Leaflet.markercluster,3901,1,0.02563445270443476
webpack-contrib/sass-loader,3904,1,0.025614754098360656
jxnblk/styled-system,7826,2,0.025555839509327882
eKoopmans/html2pdf.js,3914,1,0.02554931016862545
neutrinojs/neutrino,3945,1,0.025348542458808618
Hacker0x01/react-datepicker,7890,2,0.025348542458808618
MetinSeylan/Vue-Socket.io,3945,1,0.025348542458808618
yjs/yjs,15799,4,0.02531805810494335
unocss/unocss,15830,4,0.025268477574226154
Alex-D/Trumbowyg,3958,1,0.025265285497726126
arthenica/ffmpeg-kit,3968,1,0.025201612903225805
sindresorhus/eslint-plugin-xo,3978,1,0.025138260432378077
oauthjs/node-oauth2-server,3987,1,0.025081514923501375
sidorares/node-mysql2,3990,1,0.02506265664160401
nestjsx/crud,3998,1,0.02501250625312656
surveyjs/surveyjs,4007,1,0.02495632642874969
dolanmiu/docx,4035,1,0.024783147459727387
willmcpo/body-scroll-lock,4038,1,0.024764735017335313
mattbryson/TouchSwipe-Jquery-Plugin,4045,1,0.024721878862793575
toeverything/blocksuite,4049,1,0.02469745616201531
vitest-dev/vitest,12174,3,0.02464268112370626
google/blockly,12234,3,0.024521824423737126
FineUploader/fine-uploader,8188,2,0.024425989252564728
orbitdb/orbit-db,8194,2,0.0244081034903588
primer/octicons,8196,2,0.02440214738897023
shoelace-style/shoelace,12310,3,0.024370430544272948
troisjs/trois,4113,1,0.024313153415998056
segmentio/evergreen,12352,3,0.024287564766839378
ReactTraining/history,8263,2,0.024204284158296018
remix-run/history,8263,2,0.024204284158296018
sentsin/layer,8268,2,0.024189646831156264
formkit/formkit,4136,1,0.024177949709864605
521dimensions/amplitudejs,4143,1,0.02413709872073377
microsoft/reactxp,8289,2,0.024128362890577872
qiao/PathFinding.js,8343,2,0.0239721922569819
webpack-contrib/webpack-bundle-analyzer,12520,3,0.023961661341853034
devspace-sh/devspace,4174,1,0.023957834211787255
awslabs/cdk8s,4207,1,0.023769907297361538
chinchang/hint.css,8416,2,0.02376425855513308
mqttjs/MQTT.js,8421,2,0.02375014843842774
dankogai/js-base64,4214,1,0.023730422401518746
Rob--W/cors-anywhere,8459,2,0.023643456673365648
modern-js-dev/modern.js,4234,1,0.023618327822390175
web-infra-dev/modern.js,4235,1,0.023612750885478158
maptalks/maptalks.js,4243,1,0.023568230025925053
Chocobozzz/PeerTube,12736,3,0.023555276381909546
samchon/typia,4251,1,0.023523876734885908
terser-js/terser,8513,2,0.02349348055914484
cubiq/iscroll,12883,3,0.023286501591244277
apostrophecms/apostrophe,4297,1,0.023272050267628578
unifiedjs/unified,4311,1,0.023196474135931337
ttezel/twit,4320,1,0.02314814814814815
xugaoyi/vuepress-theme-vdoing,4332,1,0.023084025854108955
angular/protractor,8754,2,0.02284669865204478
single-spa/single-spa,13143,3,0.022825838849577722
swagger-api/swagger-editor,8764,2,0.022820629849383843
lucaong/minisearch,4402,1,0.022716946842344387
DataV-Team/DataV,8816,2,0.022686025408348458
Tonejs/Tone.js,13227,3,0.022680880018144705
graphcool/chromeless,13238,3,0.02266203353980964
googleapis/release-please,4417,1,0.022639800769753225
hustcc/echarts-for-react,4427,1,0.0225886604924328
unlayer/react-email-editor,4447,1,0.022487069934787496
emojione/emojione,4458,1,0.022431583669807086
material-components/material-web,8924,2,0.02241147467503362
nervjs/taro-ui,4478,1,0.022331397945511387
ocombe/ng2-translate,4483,1,0.022306491188935983
udecode/plate,9005,2,0.02220988339811216
udecode/slate-plugins,9005,2,0.02220988339811216
ant-design/ant-design-pro,36057,8,0.022187092658845716
patrickkunka/mixitup,4514,1,0.022153300841825433
marklawlor/nativewind,4517,1,0.022138587558113793
marklawlor/tailwindcss-react-native,4519,1,0.02212878955521133
clientIO/joint,4529,1,0.022079929344226097
alibaba/hooks,13599,3,0.022060445621001543
umijs/hooks,13603,3,0.022053958685584064
react-native-webrtc/react-native-webrtc,4543,1,0.02201188641866608
didi/cube-ui,9120,2,0.021929824561403508
tensorflow/tfjs,18251,4,0.021916607309188537
raineorshine/npm-check-updates,9149,2,0.021860312602470216
DavidAnson/markdownlint,4585,1,0.021810250817884406
margox/braft,4594,1,0.021767522855899
react-native-async-storage/async-storage,4605,1,0.02171552660152009
kucherenko/jscpd,4608,1,0.021701388888888888
react-native-community/react-native-async-storage,4613,1,0.021677866897897247
swimlane/ngx-datatable,4619,1,0.021649707728945658
23/resumable.js,4624,1,0.021626297577854673
topojson/topojson,4627,1,0.02161227577263886
MrSwitch/hello.js,4639,1,0.02155636990730761
markdalgleish/stellar.js,4641,1,0.021547080370609782
MithrilJS/mithril.js,13947,3,0.021510002151000216
webpack-contrib/mini-css-extract-plugin,4649,1,0.021510002151000216
devicons/devicon,9312,2,0.02147766323024055
dsherret/ts-morph,4706,1,0.021249468763280918
timc1/kbar,4706,1,0.021249468763280918
dsherret/ts-simple-ast,4707,1,0.021244954323348206
baidu/san,4711,1,0.021226915729144556
eduardolundgren/tracking.js,9429,2,0.02121115706861809
arco-design/arco-design,4727,1,0.02115506663845991
lucide-icons/lucide,9469,2,0.021121554546414616
mroderick/PubSubJS,4746,1,0.02107037505267594
skeletonlabs/skeleton,4748,1,0.02106149957877001
bats-core/bats-core,4765,1,0.02098635886673662
apache/incubator-weex-ui,4768,1,0.02097315436241611
luggit/react-native-config,4769,1,0.020968756552736424
get-alex/alex,4770,1,0.020964360587002094
fontsource/fontsource,4781,1,0.020916126333403055
transitive-bullshit/create-react-library,4783,1,0.02090738030524775
moment/moment,47875,10,0.020887728459530026
diegomura/react-pdf,14378,3,0.02086521073862846
sinonjs/sinon,9589,2,0.020857232245281052
Stuk/jszip,9609,2,0.02081382037673015
babel/babel-loader,4813,1,0.02077706212341575
shakiba/planck.js,4831,1,0.020699648105982196
commonmark/CommonMark,4851,1,0.02061430632859204
protobufjs/protobuf.js,9733,2,0.020548648926333093
dcodeIO/ProtoBuf.js,9733,2,0.020548648926333093
dcodeIO/protobuf.js,9733,2,0.020548648926333093
chakra-ui/panda,4875,1,0.020512820512820513
shoutem/ui,4883,1,0.020479213598197828
nodejs/node-gyp,9777,2,0.02045617265009717
andybrewer/mvp,4912,1,0.020358306188925084
woothemes/FlexSlider,4920,1,0.02032520325203252
snapappointments/bootstrap-select,9840,2,0.02032520325203252
adobe-fonts/source-code-pro,19727,4,0.020276778019972626
ampproject/amphtml,14891,3,0.020146397152642537
vuejs/vue-loader,4980,1,0.020080321285140562
google/gts,4989,1,0.020044097013429546
olado/doT,4998,1,0.020008003201280513
GeekyAnts/NativeBase,20094,4,0.01990643973325371
aterrien/jQuery-Knob,5038,1,0.01984914648670107
Khan/tota11y,5040,1,0.01984126984126984
Dash-Industry-Forum/dash.js,5041,1,0.0198373338623289
react-ga/react-ga,5130,1,0.01949317738791423
williamngan/pts,5139,1,0.01945903872348706
carloscuesta/gitmoji,15425,3,0.01944894651539708
dherault/serverless-offline,5157,1,0.01939111886755866
chieffancypants/angular-loading-bar,5172,1,0.019334880123743233
leecade/react-native-swiper,10365,2,0.01929570670525808
csstools/sanitize.css,5184,1,0.019290123456790122
lipis/flag-icons,10400,2,0.019230769230769232
isaacs/node-lru-cache,5204,1,0.01921598770176787
WiseLibs/better-sqlite3,5204,1,0.01921598770176787
natemoo-re/clack,5206,1,0.01920860545524395
APSL/react-native-keyboard-aware-scroll-view,5237,1,0.019094901661256446
system-ui/theme-ui,5241,1,0.019080328181644724
szimek/signature_pad,10504,2,0.01904036557501904
tailwindlabs/heroicons,21009,4,0.019039459279356463
NaturalNode/natural,10523,2,0.01900598688586905
graphql/graphiql,15805,3,0.018981335020563112
reactstrap/reactstrap,10575,2,0.018912529550827423
chimurai/http-proxy-middleware,10588,2,0.018889308651303362
ardatan/graphql-tools,5315,1,0.01881467544684854
apollographql/graphql-tools,5316,1,0.018811136192626032
spritejs/spritejs,5319,1,0.018800526414739612
rigor789/nativescript-vue,5324,1,0.018782870022539446
nativescript-vue/nativescript-vue,5324,1,0.018782870022539446
jantimon/html-webpack-plugin,10664,2,0.018754688672168042
eligrey/FileSaver.js,21374,4,0.018714325816412466
kartik-v/bootstrap-fileinput,5348,1,0.018698578908002993
rmosolgo/graphql-ruby,5354,1,0.018677624206200973
lindell/JsBarcode,5368,1,0.018628912071535022
import-js/eslint-plugin-import,5377,1,0.018597731076808628
benmosher/eslint-plugin-import,5378,1,0.01859427296392711
davidjerleke/embla-carousel,5378,1,0.01859427296392711
pugjs/pug,21568,4,0.0185459940652819
kefranabg/readme-md-generator,10813,2,0.018496254508462037
tjanczuk/edge,5411,1,0.018480872297172428
FormidableLabs/victory,10843,2,0.018445079774970025
joe-bell/cva,5431,1,0.018412815319462345
dangrossman/daterangepicker,10869,2,0.01840095684975619
zouhir/jarvis,5443,1,0.01837222120154327
stylelint/stylelint,10889,2,0.01836715951878042
AriaMinaei/theatre,10895,2,0.01835704451583295
ustbhuangyi/better-scroll,16402,3,0.018290452383855627
creativetimofficial/material-dashboard,10945,2,0.01827318410232983
welldone-software/why-did-you-render,10945,2,0.01827318410232983
mrousavy/react-native-mmkv,5482,1,0.018241517694272163
cferdinandi/smooth-scroll,5489,1,0.018218254691200583
yujiosaka/headless-chrome-crawler,5492,1,0.01820830298616169
di-sukharev/opencommit,5498,1,0.018188432157148052
boringdesigners/boring-avatars,5511,1,0.018145527127563055
css-doodle/css-doodle,5545,1,0.018034265103697024
mjmlio/mjml,16651,3,0.01801693591976458
callmecavs/layzr.js,5568,1,0.017959770114942528
jondot/hygen,5571,1,0.01795009872554299
fabian-hiller/valibot,5576,1,0.01793400286944046
konvajs/react-konva,5592,1,0.017882689556509297
ecomfe/fontmin,5594,1,0.01787629603146228
openpgpjs/openpgpjs,5602,1,0.01785076758300607
react-icons/react-icons,11258,2,0.017765144785930005
spencermountain/compromise,11289,2,0.01771636105943839
mysticatea/npm-run-all,5654,1,0.017686593562079942
sweetalert2/sweetalert2,16980,3,0.0176678445229682
josdejong/jsoneditor,11361,2,0.017604084147522223
tinacms/tinacms,11455,2,0.017459624618070713
vuejs/vetur,5728,1,0.017458100558659217
stalniy/casl,5732,1,0.017445917655268667
serialport/node-serialport,5747,1,0.017400382808421787
naver/billboard.js,5766,1,0.01734304543877905
log4js-node/log4js-node,5769,1,0.017334026694401112
nomiddlename/log4js-node,5771,1,0.017328019407381736
ckeditor/ckeditor4,5779,1,0.017304031839418584
google/code-prettify,5780,1,0.017301038062283735
tachyons-css/tachyons,11612,2,0.01722356183258698
robinmoisson/staticrypt,5815,1,0.017196904557179708
lambci/docker-lambda,5837,1,0.017132088401576154
jasonslyvia/react-lazyload,5839,1,0.017126220243192325
wenzhixin/bootstrap-table,11693,2,0.017104250406225947
angus-c/just,5862,1,0.0170590242238144
airyland/vux,17603,3,0.017042549565414986
atomiks/tippyjs,11747,2,0.017025623563463013
illuspas/Node-Media-Server,5890,1,0.01697792869269949
teambit/bit,17694,3,0.0169548999660902
sindresorhus/ky,11812,2,0.016931933626820182
angular/flex-layout,5907,1,0.016929067208396816
sivan/heti,5927,1,0.016871941960519655
highcharts/highcharts,11887,2,0.016825103053756205
maplibre/maplibre-gl-js,5952,1,0.016801075268817207
graphql-editor/graphql-editor,5957,1,0.016786973308712438
loadimpact/k6,23872,4,0.01675603217158177
lit/lit,17913,3,0.016747613465081225
Polymer/lit-html,17929,3,0.016732667744994146
Lit/Lit,17930,3,0.016731734523145567
vuejs/vue-apollo,5998,1,0.01667222407469156
Akryum/vue-apollo,5998,1,0.01667222407469156
jdf2e/nutui,6000,1,0.016666666666666666
brianc/node-postgres,12037,2,0.016615435739802276
nathancahill/split,6048,1,0.016534391534391533
uikit/uikit,18193,3,0.01648985873687682
ctavan/express-validator,6080,1,0.01644736842105263
nextapps-de/winbox,6153,1,0.01625223468226881
ChartsCSS/charts.css,6154,1,0.016249593760155997
lokesh/color-thief,12310,2,0.016246953696181964
Effect-TS/core,6157,1,0.016241676140977747
localtunnel/localtunnel,18485,3,0.016229375169055992
effect-ts/effect,6166,1,0.01621796951021732
golden-layout/golden-layout,6197,1,0.016136840406648378
antonmedv/fx,18682,3,0.016058237876030404
amfe/lib-flexible,12491,2,0.01601152830037627
imba/imba,6258,1,0.01597954618088846
jquery/sizzle,6279,1,0.01592610288262462
kentcdodds/cross-env,6288,1,0.015903307888040712
futurepress/epub.js,6288,1,0.015903307888040712
uxsolutions/bootstrap-datepicker,12652,2,0.015807777426493835
google-map-react/google-map-react,6328,1,0.015802781289506955
gorhom/react-native-bottom-sheet,6342,1,0.015767896562598548
google/draco,6358,1,0.015728216420257943
surmon-china/vue-awesome-swiper,12801,2,0.015623779392234981
jwagner/smartcrop.js,12803,2,0.015621338748730767
chancejs/chancejs,6404,1,0.01561524047470331
react-native-device-info/react-native-device-info,6404,1,0.01561524047470331
browserslist/browserslist,12827,2,0.015592110392141577
Remix-Design/remixicon,6470,1,0.015455950540958269
arturbien/React95,6496,1,0.01539408866995074
mishoo/UglifyJS2,13006,2,0.015377518068583732
Hopding/pdf-lib,6504,1,0.015375153751537515
wix/react-native-navigation,13010,2,0.015372790161414298
okonet/lint-staged,13057,2,0.01531745423910546
SBoudrias/Inquirer.js,19643,3,0.015272616199154916
rescript-lang/rescript-compiler,6574,1,0.0152114390021296
sghall/react-move,6587,1,0.01518141794443601
davidjbradshaw/iframe-resizer,6608,1,0.01513317191283293
SortableJS/Vue.Draggable,19877,3,0.01509282084821653
bda-research/node-crawler,6649,1,0.015039855617386072
jspreadsheet/ce,6654,1,0.015028554253080853
graphql/graphql-js,19964,3,0.015027048687637747
semantic-release/semantic-release,20126,3,0.014906091622776509
zo0r/react-native-push-notification,6729,1,0.014861049190072818
adazzle/react-data-grid,6789,1,0.014729709824716454
oliver-moran/jimp,13590,2,0.014716703458425313
jimp-dev/jimp,13590,2,0.014716703458425313
pandao/editor.md,13660,2,0.014641288433382138
palantir/blueprint,20507,3,0.014629151021602381
alibaba/form-render,6882,1,0.014530659691950016
reach/router,6909,1,0.014473874656245476
hapijs/joi,20731,3,0.014471081954560802
foreverjs/forever,13858,2,0.014432096983691729
HubSpot/vex,6935,1,0.014419610670511897
aheckmann/gm,6938,1,0.014413375612568464
mvdan/sh,6958,1,0.014371945961483184
BuilderIO/builder,6968,1,0.014351320321469576
phoenixframework/phoenix,20940,3,0.014326647564469913
puikinsh/gentelella,20996,3,0.014288435892550962
sveltejs/sapper,7014,1,0.014257199885942403
josdejong/mathjs,14180,2,0.014104372355430182
markdoc/markdoc,7093,1,0.014098406880022559
GoogleChromeLabs/squoosh,21304,3,0.014081862561021403
fingerprintjs/fingerprintjs,21317,3,0.01407327485105784
brainjs/brain.js,14251,2,0.014034102869974039
Eonasdan/tempus-dominus,7154,1,0.01397819401733296
eonasdan/bootstrap-datetimepicker,7154,1,0.01397819401733296
uuidjs/uuid,14365,2,0.01392272885485555
chalk/chalk,21599,3,0.013889531922774203
novus/nvd3,7220,1,0.013850415512465375
edent/SuperTinyIcons,14456,2,0.01383508577753182
GoogleChrome/web-vitals,7294,1,0.013709898546750754
prevwong/craft.js,7305,1,0.013689253935660506
mikro-orm/mikro-orm,7344,1,0.013616557734204794
jackocnr/intl-tel-input,7352,1,0.013601741022850925
final-form/react-final-form,7352,1,0.013601741022850925
surmon-china/vue-quill-editor,7364,1,0.013579576317218902
kelektiv/node.bcrypt.js,7380,1,0.013550135501355014
pqina/filepond,14787,2,0.013525393927098128
elasticsearch-dump/elasticsearch-dump,7409,1,0.013497098123903362
elm/compiler,7472,1,0.013383297644539615
kriskowal/q,14949,2,0.013378821325841193
jquense/yup,22453,3,0.013361243486393802
TypeStrong/TypeDoc,7485,1,0.013360053440213761
NorthwoodsSoftware/GoJS,7530,1,0.013280212483399735
enquirer/enquirer,7545,1,0.013253810470510271
Redocly/redoc,22870,3,0.013117621337997376
vercel/styled-jsx,7641,1,0.013087292239235703
conventional-changelog/conventional-changelog,7643,1,0.013083867591259978
woltapp/blurhash,15299,2,0.013072749852931564
kpdecker/jsdiff,7662,1,0.013051422605063952
emilkowalski/sonner,7671,1,0.013036110024768607
visgl/react-map-gl,7675,1,0.013029315960912051
reakit/reakit,7688,1,0.013007284079084289
ariakit/ariakit,7691,1,0.01300221037576388
fengyuanchen/viewerjs,7692,1,0.013000520020800833
artilleryio/artillery,7699,1,0.0129886998311469
recharts/recharts,23118,3,0.012976901116013495
sporritt/jsPlumb,7714,1,0.012963443090484831
jsplumb/jsPlumb,7715,1,0.012961762799740767
jsplumb/jsplumb,7715,1,0.012961762799740767
release-it/release-it,7718,1,0.012956724540036279
lukeed/clsx,7735,1,0.01292824822236587
tusen-ai/naive-ui,15525,2,0.012882447665056359
kimmobrunfeldt/progressbar.js,7767,1,0.012874983906270118
infinitered/nsfwjs,7780,1,0.012853470437017993
kuitos/qiankun,15566,2,0.012848515996402417
railsadminteam/rails_admin,7870,1,0.012706480304955527
rebassjs/rebass,7934,1,0.012603982858583314
Vanessa219/vditor,8005,1,0.012492192379762648
verdaccio/verdaccio,16055,2,0.012457178449081284
chaijs/chai,8087,1,0.012365524916532707
dotansimha/graphql-yoga,8113,1,0.01232589670898558
BYVoid/OpenCC,8189,1,0.012211503236048358
orhun/git-cliff,8196,1,0.012201073694485115
kognise/water.css,8235,1,0.012143290831815423
mixmark-io/turndown,8249,1,0.012122681537156019
domchristie/to-markdown,8258,1,0.01210946960523129
ladjs/superagent,16562,2,0.012075836251660426
angular/material,16574,2,0.012067093037287318
bpmn-io/bpmn-js,8328,1,0.012007684918347743
missive/emoji-mart,8366,1,0.011953143676786996
defunkt/jquery-pjax,16747,2,0.011942437451483849
honojs/hono,16788,2,0.011913271384322134
rematch/rematch,8463,1,0.011816140848398913
mozilla/nunjucks,8476,1,0.011798017932987258
sass/node-sass,8496,1,0.011770244821092278
gridsome/gridsome,8523,1,0.011732957878681215
carhartl/jquery-cookie,8576,1,0.011660447761194029
leeoniya/uPlot,8580,1,0.011655011655011656
so-fancy/diff-so-fancy,17169,2,0.011648902090977926
software-mansion/react-native-reanimated,8589,1,0.011642798928862498
primefaces/primevue,8644,1,0.01156871818602499
HubSpot/offline,8668,1,0.011536686663590217
douglascrockford/JSON-js,8676,1,0.01152604887044721
aFarkas/lazysizes,17377,2,0.011509466536226047
pahen/madge,8695,1,0.011500862564692352
ejci/favico.js,8710,1,0.011481056257175661
graphcool/graphql-playground,8726,1,0.011460004584001834
auth0/node-jsonwebtoken,17485,2,0.01143837575064341
tuupola/lazyload,8763,1,0.011411617026132602
tuupola/jquery_lazyload,8763,1,0.011411617026132602
yiminghe/async-validator,8798,1,0.011366219595362582
probot/probot,8801,1,0.011362345188046812
nodegui/nodegui,8802,1,0.011361054305839582
OnsenUI/OnsenUI,8803,1,0.01135976371691469
Shopify/draggable,17748,2,0.01126887536623845
klaussinani/signale,8903,1,0.011232168931820734
material-components/material-components-web-components,8923,1,0.011206993163734169
wojtekmaj/react-pdf,8943,1,0.011181930001118194
keystonejs/keystone,8974,1,0.011143302874972142
dropzone/dropzone,17951,2,0.011141440588268063
sindresorhus/ora,8981,1,0.011134617525887985
aksonov/react-native-router-flux,8990,1,0.011123470522803115
facebook/jscodeshift,9081,1,0.011012003083360864
thoughtbot/bourbon,9099,1,0.010990218705352236
facebook/relay,18274,2,0.010944511327569224
catdad/canvas-confetti,9145,1,0.010934937124111536
arasatasaygin/is.js,9166,1,0.010909884355225835
typekit/webfontloader,9215,1,0.010851871947911016
tj/n,18644,2,0.010727311735679038
c3js/c3,9328,1,0.01072041166380789
ftlabs/fastclick,18683,2,0.010704918910239256
kristoferjoseph/flexboxgrid,9372,1,0.010670081092616305
jprichardson/node-fs-extra,9385,1,0.010655301012253596
react-page/react-page,9409,1,0.010628122010840685
eggjs/egg,18825,2,0.010624169986719787
knex/knex,18946,2,0.010556317956296843
node-red/node-red,18997,2,0.010527978101805549
gabrielbull/react-desktop,9502,1,0.010524100189433803
airbnb/visx,19067,2,0.010489327109665915
hshoff/vx,19077,2,0.010483828694239136
greensock/GSAP,19080,2,0.010482180293501047
react-native-community/react-native-camera,9637,1,0.010376673238559718
jquery/jquery-mobile,9692,1,0.01031778786628147
StartBootstrap/startbootstrap-sb-admin-2,9706,1,0.01030290541932825
nuysoft/Mock,19424,2,0.010296540362438222
apidoc/apidoc,9718,1,0.010290183165260341
handsontable/handsontable,19452,2,0.010281719103434093
DevExpress/testcafe,9785,1,0.010219724067450179
senchalabs/connect,9799,1,0.01020512297173181
scottjehl/picturefill,9917,1,0.010083694665725522
Popmotion/popmotion,19878,2,0.01006137438374082
helmetjs/helmet,10089,1,0.009911785112498761
keplergl/kepler.gl,10109,1,0.009892175289346128
akveo/react-native-ui-kitten,10194,1,0.009809691975671964
tsayen/dom-to-image,10202,1,0.009801999607920015
svg/svgo,20591,2,0.00971298139964062
jhen0409/react-native-debugger,10308,1,0.009701202949165696
parse-community/parse-server,20688,2,0.009667440061871617
jquery-validation/jquery-validation,10345,1,0.009666505558240696
jzaefferer/jquery-validation,10347,1,0.009664637092877163
react-dnd/react-dnd,20695,2,0.009664170089393572
wiredjs/wired-elements,10418,1,0.00959877135726627
gregberge/svgr,10421,1,0.00959600806064677
smooth-code/svgr,10421,1,0.00959600806064677
pubkey/rxdb,20942,2,0.009550186228631458
gcanti/fp-ts,10632,1,0.009405568096313016
paulmillr/chokidar,10685,1,0.009358914365933552
restify/node-restify,10706,1,0.009340556697179151
haltu/muuri,10736,1,0.009314456035767511
styleguidist/react-styleguidist,10811,1,0.009249838127832763
alibaba/formily,10911,1,0.009165062780680048
GoogleChromeLabs/ndb,10919,1,0.009158347834050737
vega/vega,10948,1,0.009134088417975885
debug-js/debug,11037,1,0.00906043308870164
winstonjs/winston,22294,2,0.008971023593792052
stylus/stylus,11183,1,0.008942144326209425
googleapis/google-api-nodejs-client,11254,1,0.00888572951839346
DmitryBaranovskiy/raphael,11254,1,0.00888572951839346
gvergnaud/ts-pattern,11254,1,0.00888572951839346
picturepan2/spectre,11304,1,0.008846426043878274
snabbdom/snabbdom,11336,1,0.008821453775582216
scottjehl/Respond,11345,1,0.00881445570736007
summernote/summernote,11432,1,0.00874737578726382
bpampuch/pdfmake,11464,1,0.008722958827634334
akiran/react-slick,11616,1,0.008608815426997245
aurelia/framework,11753,1,0.008508465923593977
BuilderIO/mitosis,11837,1,0.008448086508405846
visgl/deck.gl,11885,1,0.008413967185527976
downshift-js/downshift,11990,1,0.008340283569641367
antvis/g2,12039,1,0.008306337735692334
PrismJS/prism,12108,1,0.008259002312520646
peers/peerjs,12136,1,0.008239947264337508
reactioncommerce/reaction,12255,1,0.008159934720522235
gaearon/react-hot-loader,12260,1,0.008156606851549755
ueberdosis/tiptap,24607,2,0.008127768521152517
fkhadra/react-toastify,12345,1,0.008100445524503848
Automattic/wp-calypso,12376,1,0.008080155138978667
sql-js/sql.js,12379,1,0.008078196946441553
ionic-team/stencil,12402,1,0.008063215610385421
callstack/react-native-paper,12491,1,0.008005764150188135
turbolinks/turbolinks,12727,1,0.007857311228097744
fengyuanchen/cropperjs,12821,1,0.007799703611262772
plouc/nivo,12849,1,0.0077827068254338865
rt2zz/redux-persist,12906,1,0.007748334108166745
shipshapecode/shepherd,12948,1,0.007723200494284831
cure53/DOMPurify,13205,1,0.007572889057175312
expo/create-react-native-app,13245,1,0.007550018875047188
react-community/create-react-native-app,13247,1,0.007548878991469767
FaridSafi/react-native-gifted-chat,13329,1,0.007502438292445044
http-party/http-server,13419,1,0.007452120128176466
indexzero/http-server,13421,1,0.0074510096118024
ffmpegwasm/ffmpeg.wasm,13436,1,0.007442691277165824
ajv-validator/ajv,13535,1,0.007388252678241595
epoberezkin/ajv,13535,1,0.007388252678241595
sindresorhus/type-fest,13559,1,0.007375175160410059
pinojs/pino,13593,1,0.007356727727506805
rjsf-team/react-jsonschema-form,13841,1,0.007224911494834188
mozilla-services/react-jsonschema-form,13841,1,0.007224911494834188
reduxjs/redux-devtools,13930,1,0.007178750897343863
avwo/whistle,13990,1,0.007147962830593281
marcuswestin/store.js,14001,1,0.007142346975216056
paperjs/paper.js,14305,1,0.006990562740300595
infinitered/reactotron,14680,1,0.006811989100817439
skellock/reactotron,14680,1,0.006811989100817439
acdlite/recompose,14772,1,0.006769564040075819
frappe/charts,14901,1,0.006710958996040534
feathersjs/feathers,14968,1,0.006680919294494922
gpujs/gpu.js,15015,1,0.00666000666000666
moment/luxon,15031,1,0.006652917304237908
OptimalBits/bull,15245,1,0.006559527714004592
yaronn/blessed-contrib,15430,1,0.006480881399870383
bvaughn/react-window,15460,1,0.00646830530401035
rrweb-io/rrweb,15875,1,0.006299212598425197
chmln/flatpickr,16042,1,0.006233636703652911
dvajs/dva,16227,1,0.006162568558575214
adonisjs/adonis-framework,16241,1,0.006157256326580875
adonisjs/core,16241,1,0.006157256326580875
desandro/masonry,16269,1,0.006146659290675518
marionebl/conventional-changelog-lint,16306,1,0.006132711885195633
wagerfield/parallax,16428,1,0.006087168249330412
jashkenas/coffeescript,16457,1,0.006076441635778088
pouchdb/pouchdb,16501,1,0.006060238773407673
redis/node-redis,16761,1,0.005966231131794045
sourcelair/xterm.js,16962,1,0.005895531187359981
xtermjs/xterm.js,16963,1,0.005895183634970229
mdx-js/mdx,17100,1,0.0058479532163742695
nfl/react-helmet,17277,1,0.005788041905423396
Prinzhorn/skrollr,18545,1,0.005392289026691831
motdotla/dotenv,18719,1,0.005342165713980447
testing-library/react-testing-library,18812,1,0.005315755900489049
basecamp/trix,18830,1,0.0053106744556558685
reduxjs/reselect,19020,1,0.005257623554153522
vuejs/vue-router,19025,1,0.005256241787122208
snowpackjs/snowpack,19514,1,0.005124525981346726
remotion-dev/remotion,19586,1,0.005105687736138058
STRML/react-grid-layout,19780,1,0.005055611729019211
jsdom/jsdom,20161,1,0.00496007142502852
paularmstrong/normalizr,20968,1,0.004769172071728348
typicode/lowdb,21128,1,0.00473305566073457
kamranahmedse/driver.js,21228,1,0.004710759374411155
