repo_id,repo_names,n_stars,n_stars_low_activity,p_stars_low_activity
MDEwOlJlcG9zaXRvcnk4MTIyNjIwNg==,intuit/karate,3296,55,0.016686893203883495
MDEwOlJlcG9zaXRvcnk4MTcxMDM1NQ==,ddddxxx/LyricsX,3483,58,0.016652311225954636
MDEwOlJlcG9zaXRvcnkxNTIzNDkyMjQ=,Data-Camp/WeApp_Demos,3787,63,0.0166358595194085
MDEwOlJlcG9zaXRvcnk4OTAzMzU1Ng==,firebase/firebase-ios-sdk,4513,75,0.01661865721249723
MDEwOlJlcG9zaXRvcnk5MTYyOTgxNg==,freqtrade/freqtrade,25773,428,0.016606526209599192
MDEwOlJlcG9zaXRvcnkzMTc5MjgyNA==,flutter/flutter,110111,1828,0.01660142946662913
MDEwOlJlcG9zaXRvcnkyNDU0Mzg5ODk=,JAVClub/core,3374,56,0.016597510373443983
MDEwOlJlcG9zaXRvcnkxOTc1OTkzMzM=,2227324689/gpmall,5186,86,0.016583108368684922
R_kgDOJibVLQ,StanGirard/quivr,26357,437,0.01658003566414994
MDEwOlJlcG9zaXRvcnkyNTI0NzQ2ODU=,NekoX-Dev/NekoX,5258,87,0.016546215290985166
MDEwOlJlcG9zaXRvcnkzMTkyNjU0NjA=,zhouhaoyi/Informer2020,5022,83,0.01652727996814018
MDEwOlJlcG9zaXRvcnk3NjAwNDA5,shadowsocks/shadowsocks-windows,25430,420,0.01651592607156901
R_kgDOHOyArA,hagezi/dns-blocklists,4366,72,0.016491067338524967
MDEwOlJlcG9zaXRvcnkzOTU1NDMyMTc=,hectorqin/reader,7278,120,0.016488046166529265
MDEwOlJlcG9zaXRvcnk5MTI1MzY5OA==,ccxt/ccxt,22316,367,0.01644559956981538
MDEwOlJlcG9zaXRvcnkyNzM4ODY0Mg==,homebridge/homebridge,10469,172,0.01642945840099341
R_kgDOHmtVcg,RipplePiam/MobaXterm-Chinese-Simplified,3287,54,0.016428354122299968
MDEwOlJlcG9zaXRvcnk4OTU3MTE4NA==,bailicangdu/vue2-manage,7427,122,0.01642655177056685
R_kgDOGjIbvA,ange-yaghi/engine-sim,8525,140,0.016422287390029325
MDEwOlJlcG9zaXRvcnk1MTQ3ODI2Ng==,kubernetes/website,3291,54,0.016408386508659983
MDEwOlJlcG9zaXRvcnkzNDM1MzUyMTc=,LSPosed/LSPatch,6220,102,0.01639871382636656
MDEwOlJlcG9zaXRvcnkxOTY2NjQzNTk=,xiaolai/regular-investing-in-box,6099,100,0.016396130513198885
MDEwOlJlcG9zaXRvcnkxNTkwMDUzNzc=,aws/containers-roadmap,3850,63,0.016363636363636365
MDEwOlJlcG9zaXRvcnkyNjgwNDYyODE=,MonsterNone/tmall-miao,3858,63,0.016329704510108865
MDEwOlJlcG9zaXRvcnkxNzIyMjc4ODU=,tiangolo/full-stack-fastapi-template,9328,152,0.016295025728987993
MDEwOlJlcG9zaXRvcnk0MjkyMDQ3Nw==,"sentsin/layui,layui/layui",12461,203,0.016290827381430062
R_kgDOJxauWA,huggingface/candle,13566,221,0.016290726817042606
MDEwOlJlcG9zaXRvcnkyMzA5MjYxMTA=,qkqpttgf/OneManager-php,4054,66,0.016280217069560926
MDEwOlJlcG9zaXRvcnk1Mjc0ODk0,spesmilo/electrum,4443,72,0.016205266711681297
R_kgDOMCNMXg,lllyasviel/Omost,6490,105,0.016178736517719568
MDEwOlJlcG9zaXRvcnkxOTI2NDkzODA=,zhongshaofa/layuimini,4391,71,0.01616943748576634
R_kgDOHanRCA,Visualize-ML/Book3_Elements-of-Mathematics,5201,84,0.016150740242261104
MDEwOlJlcG9zaXRvcnkxNzAzNTU1MDg=,livewire/livewire,21428,346,0.016147097255926824
R_kgDOKn3x8g,LouisShark/chatgpt_system_prompt,7396,119,0.01608977825851812
MDEwOlJlcG9zaXRvcnk0MTc2NjAwMg==,ampproject/amphtml,3233,52,0.016084132384781936
R_kgDOLKB0uA,huggingface/lerobot,4054,65,0.01603354711396152
MDEwOlJlcG9zaXRvcnk2MTk4MDY1OA==,azerothcore/azerothcore-wotlk,5551,89,0.016033147180688163
MDEwOlJlcG9zaXRvcnkyNTk4NDI1NjY=,Jack-Cherish/PythonPark,8984,144,0.016028495102404273
MDEwOlJlcG9zaXRvcnk0NjAwNzg=,angular/angular.js,3759,60,0.01596169193934557
R_kgDOJUOcag,sunner/ChatALL,14042,224,0.015952143569292122
MDEwOlJlcG9zaXRvcnkxNzM3MTI0MDI=,ZHENFENG13/My-Blog,3775,60,0.015894039735099338
MDEwOlJlcG9zaXRvcnkxMDgyNTI4OTI=,proxyee-down-org/proxyee-down,3461,55,0.015891360878358855
,XiangLinPro/IT_book,13606,216,0.01587534911068646
R_kgDOHD4cLg,alura/techguide,3342,53,0.015858767205266307
MDEwOlJlcG9zaXRvcnkyODMyMDIwNw==,majodev/google-webfonts-helper,7137,113,0.0158329830460978
MDEwOlJlcG9zaXRvcnkxNDMzMjgzMTU=,mindsdb/mindsdb,21298,336,0.015776129214010705
R_kgDOKR5Efw,microsoft/TaskWeaver,4509,71,0.015746285207363053
R_kgDOJ8S0QQ,dabeaz-course/python-mastery,9975,157,0.015739348370927317
MDEwOlJlcG9zaXRvcnkyMDE1NDY0NDM=,trustwallet/assets,4829,76,0.015738248084489544
,hak5darren/USB-Rubber-Ducky,3244,51,0.015721331689272502
,PyJun/Mooc_Downloader,4580,72,0.01572052401746725
MDEwOlJlcG9zaXRvcnk5MzQ0NDYxNQ==,hashicorp/terraform-provider-aws,4841,76,0.015699235695104317
MDEwOlJlcG9zaXRvcnk3MDEyNzIxOA==,espressif/arduino-esp32,9821,154,0.015680684248039915
MDEwOlJlcG9zaXRvcnkyODU3MDc1MTk=,fork-maintainers/iceraven-browser,4661,73,0.015661875134091396
MDEwOlJlcG9zaXRvcnkyNDgzNzI0NDE=,filamentphp/filament,11941,187,0.01566032995561511
R_kgDOHjydYw,j-hc/revanced-magisk-module,3704,58,0.01565874730021598
MDEwOlJlcG9zaXRvcnkxNTAzNjc2ODk=,corpnewt/gibMacOS,5879,92,0.015648919884334072
MDEwOlJlcG9zaXRvcnk4MDI4NjI4OA==,arendst/Tasmota,14391,225,0.015634771732332707
MDEwOlJlcG9zaXRvcnk2MzQ3NzY2MA==,TheAlgorithms/Java,47083,736,0.015631969075887264
,nzw9314/QuantumultX,3328,52,0.015625
MDEwOlJlcG9zaXRvcnkxOTE0MTM4Mw==,fouber/blog,4673,73,0.015621656323560882
MDEwOlJlcG9zaXRvcnk3MTE1NDUyOQ==,lawlite19/MachineLearning_Python,5187,81,0.015615962984384037
MDEwOlJlcG9zaXRvcnk4MTU5ODk2MQ==,python/cpython,39477,616,0.015604022595435316
MDEwOlJlcG9zaXRvcnkyMTI2MjQ0,twbs/bootstrap,47567,742,0.015599049761389198
MDEwOlJlcG9zaXRvcnk3Njk5MDIwOQ==,Aircoookie/WLED,13596,212,0.015592821418064137
MDEwOlJlcG9zaXRvcnkzMTkwMjk4NDY=,"beurtschipper/Depix,spipm/Depix",26130,407,0.015575966322234978
R_kgDOJFedeg,xx025/carrot,16052,250,0.015574383254423126
MDEwOlJlcG9zaXRvcnk1NDk5NTAxNA==,discord/discord-api-docs,4753,74,0.015569114243635598
MDEwOlJlcG9zaXRvcnkxNDM0Njk3OQ==,snipe/snipe-it,7258,113,0.015569027280242492
MDEwOlJlcG9zaXRvcnkxODc5NjE5MDc=,gedoor/legado,25024,389,0.015545076726342711
R_kgDOMBVqQg,2noise/ChatTTS,24977,388,0.015534291548224366
MDEwOlJlcG9zaXRvcnk4MDI3NjM5MQ==,GitSquared/edex-ui,33103,514,0.015527293598767483
MDEwOlJlcG9zaXRvcnk3NTEyNDg0,ArduPilot/ardupilot,6250,97,0.01552
R_kgDOJO0j8A,RVC-Project/Retrieval-based-Voice-Conversion-WebUI,18839,292,0.015499761133818143
MDEwOlJlcG9zaXRvcnkxNzkxNTI0MjA=,wistbean/learn_python3_spider,16460,255,0.015492102065613609
MDEwOlJlcG9zaXRvcnkyMzU2ODUxMjU=,omriharel/deej,4326,67,0.015487748497457236
MDEwOlJlcG9zaXRvcnkxNjM3MjExOTI=,zhisheng17/flink-learning,13967,216,0.01546502470108112
R_kgDOI2Jflw,it-ebooks-0/geektime-books,8736,135,0.015453296703296704
MDEwOlJlcG9zaXRvcnkyMTQ4NDc4MQ==,jumpserver/jumpserver,15747,243,0.015431510763955039
MDEwOlJlcG9zaXRvcnkxMDU0MDQxNDI=,jamiewilson/form-to-google-sheets,4020,62,0.015422885572139304
MDEwOlJlcG9zaXRvcnkxOTc0NTAwNA==,odoo/odoo,23221,358,0.015417079367813617
R_kgDOJFGywg,ztjhz/BetterChatGPT,6425,99,0.015408560311284047
MDEwOlJlcG9zaXRvcnkzNDM5NjUxMzI=,microsoft/ML-For-Beginners,69254,1066,0.015392612701071418
MDEwOlJlcG9zaXRvcnk2MTQ4NjIwNw==,ossu/data-science,12994,200,0.015391719255040789
R_kgDOI7h_Pg,Azure-Samples/azure-search-openai-demo,5198,80,0.015390534821085032
MDEwOlJlcG9zaXRvcnkyMzY1MjA5MQ==,Yixiaohan/show-me-the-code,5338,82,0.015361558636193332
MDEwOlJlcG9zaXRvcnkyMzUwMzQxNDg=,Sakura-gh/ML-notes,3451,53,0.015357867284844973
R_kgDOLeediw,harry0703/MoneyPrinterTurbo,13943,214,0.015348203399555333
MDEwOlJlcG9zaXRvcnkyMzAwNjQ3OTY=,PWhiddy/PokemonRedExperiments,6583,101,0.01534254898982227
MDEwOlJlcG9zaXRvcnkxMjEwNjcxMzI=,BepInEx/BepInEx,4373,67,0.015321289732449119
R_kgDOHuAfNQ,LokerL/tts-vue,5420,83,0.015313653136531366
MDEwOlJlcG9zaXRvcnkxMjEwNDAyNA==,datasciencemasters/go,13176,201,0.015255009107468125
MDEwOlJlcG9zaXRvcnkxNTQ1MjkxOQ==,ethereum/go-ethereum,26619,406,0.015252263420864796
MDEwOlJlcG9zaXRvcnkxNDI2ODgwOQ==,FastLED/FastLED,3345,51,0.015246636771300448
MDEwOlJlcG9zaXRvcnk2NTM4ODkxNw==,jakevdp/PythonDataScienceHandbook,25056,382,0.015245849297573435
MDEwOlJlcG9zaXRvcnk5MTU3MzUzOA==,testerSunshine/12306,30030,457,0.015218115218115218
,movie-web/movie-web,19782,301,0.01521585279547063
MDEwOlJlcG9zaXRvcnkyMDIzNjc2MTU=,lyswhut/lx-music-desktop,38888,591,0.015197490228348076
MDEwOlJlcG9zaXRvcnkxNjQ2NTQ0OTE=,TaleLin/lin-ui,3685,56,0.01519674355495251
MDEwOlJlcG9zaXRvcnkzOTQ1NDE2NDc=,OpenEthan/SMSBoom,12308,187,0.015193370165745856
R_kgDOK_txHA,maybe-finance/maybe,27344,415,0.015177004095962551
MDEwOlJlcG9zaXRvcnkyODY1MzU4NQ==,MiCode/Xiaomi_Kernel_OpenSource,5011,76,0.015166633406505687
R_kgDOKdqKlw,TheRealJoelmatic/RemoveAdblockThing,5743,87,0.015148876893609612
R_kgDOJH-jmg,"ChatGPTNextWeb/ChatGPT-Next-Web,Yidadaa/ChatGPT-Next-Web",70240,1063,0.01513382687927107
R_kgDOJfMqJg,GoogleCloudPlatform/generative-ai,5898,89,0.015089860969820278
MDEwOlJlcG9zaXRvcnkyMDY0NjI3NzY=,"GrowingGit/GitHub-Chinese-Top-Charts,kon9chunkit/GitHub-Chinese-Top-Charts",94659,1425,0.015054036066301145
R_kgDOLjVhDg,stitionai/devika,17303,260,0.015026296018031555
MDEwOlJlcG9zaXRvcnkxODAwMTk4,rwaldron/idiomatic.js,10186,153,0.015020616532495583
MDEwOlJlcG9zaXRvcnk1MjMxOTAzNg==,passbolt/passbolt_api,3464,52,0.015011547344110854
MDEwOlJlcG9zaXRvcnk4NjY4MzI2NQ==,EastWorld/wechat-app-mall,11259,169,0.015010214050981437
MDEwOlJlcG9zaXRvcnk3MTU4MzYwMg==,Developer-Y/cs-video-courses,52767,792,0.0150093808630394
R_kgDOH-jzvQ,ultralytics/ultralytics,24597,369,0.01500182949140139
R_kgDOIPQ9gA,juspay/hyperswitch,10804,162,0.014994446501295817
MDEwOlJlcG9zaXRvcnkzMTc3NTc=,Modernizr/Modernizr,3336,50,0.01498800959232614
MDEwOlJlcG9zaXRvcnk2NTU5MzA1MA==,h2y/Shadowrocket-ADBlock-Rules,12746,191,0.014985093362623568
MDEwOlJlcG9zaXRvcnkxODEwNDIwNjI=,utmapp/UTM,25164,376,0.01494198060721666
MDEwOlJlcG9zaXRvcnk0NjM3NDE5OQ==,IntelRealSense/librealsense,4889,73,0.01493147883002659
MDEwOlJlcG9zaXRvcnkxMjQwODQ4NjI=,CodeTips/BaiduNetdiskPlugin-macOS,3823,57,0.014909756735547999
R_kgDOKkJk1g,Mr-Wiseguy/Zelda64Recomp,3637,54,0.014847401704701677
MDEwOlJlcG9zaXRvcnkzNjc1OTU0MzA=,lyswhut/lx-music-mobile,9565,142,0.014845791949817042
R_kgDOJDk6Gw,adrianhajdin/project_3D_developer_portfolio,5534,82,0.014817491868449585
MDEwOlJlcG9zaXRvcnk3NDYyNzYxNw==,commaai/openpilot,39761,589,0.014813510726591383
R_kgDOK5k7jw,babaohuang/GeminiProChat,4192,62,0.014790076335877863
MDEwOlJlcG9zaXRvcnkzMzEwNDQzNzI=,free-educa/books,4937,73,0.0147863074741746
R_kgDOKpD2DQ,OthersideAI/self-operating-computer,7108,105,0.014772087788407428
MDEwOlJlcG9zaXRvcnkzOTQzMTg3MTA=,valinet/ExplorerPatcher,22235,327,0.014706543737351023
R_kgDOLPIcQw,VAST-AI-Research/TripoSR,3808,56,0.014705882352941176
R_kgDOKONLAA,sczhou/ProPainter,4693,69,0.014702748774770935
MDEwOlJlcG9zaXRvcnkyMDg2NDA0NTM=,iptv-org/awesome-iptv,6532,96,0.014696876913655848
MDEwOlJlcG9zaXRvcnk1NjQ1OTk0OA==,GoogleCloudPlatform/training-data-analyst,5444,80,0.014695077149155033
R_kgDOLVz3qA,naver/dust3r,4430,65,0.014672686230248307
R_kgDOJLIaSA,keijiro/AICommand,3752,55,0.014658848614072495
R_kgDOJDJ_YQ,microsoft/semantic-kernel,19379,284,0.014655038959698642
MDEwOlJlcG9zaXRvcnkyODU2MTg4MDQ=,Kyome22/RunCat_for_windows,6487,95,0.014644673963311238
MDEwOlJlcG9zaXRvcnk0ODY1NTA=,h5bp/html5-boilerplate,16664,244,0.014642342774843975
R_kgDOLPf09Q,LargeWorldModel/LWM,6767,99,0.014629821191074331
MDEwOlJlcG9zaXRvcnkzMDQ2ODEyOTc=,CoderLeixiaoshuai/java-eight-part,5136,75,0.014602803738317757
R_kgDOJCKOWw,ntdevlabs/tiny11builder,7944,116,0.01460221550855992
MDEwOlJlcG9zaXRvcnkyNTE0NjEyNzA=,free-educa/free-livros,3844,56,0.014568158168574402
R_kgDOJ3Sp1w,gkd-kit/gkd,16684,243,0.014564852553344521
MDEwOlJlcG9zaXRvcnkyOTI4OTQ0,Azure/azure-sdk-for-net,4122,60,0.01455604075691412
MDEwOlJlcG9zaXRvcnk0MDQ4NDM5OA==,discordjs/discord.js,23335,339,0.014527533747589458
,xiaoming2028/FreePAC,6130,89,0.014518760195758564
R_kgDOJJ8PKA,voicepaw/so-vits-svc-fork,7166,104,0.014512977951437344
MDEwOlJlcG9zaXRvcnk1Mjk4Nzkw,PX4/PX4-Autopilot,4069,59,0.014499877119685426
MDEwOlJlcG9zaXRvcnkxOTg3NzA0MTU=,1995parham/github-do-not-ban-us,13526,196,0.01449061067573562
MDEwOlJlcG9zaXRvcnkyOTA5OTE4MQ==,keybase/client,4351,63,0.014479430016088255
R_kgDOKwGN4A,magic-research/magic-animate,8849,128,0.014464911289411233
R_kgDOLRntEg,google/gemma.cpp,5326,77,0.014457378895981976
MDEwOlJlcG9zaXRvcnkxMTY3MDg2MDM=,supermerill/SuperSlicer,3603,52,0.014432417429919511
MDEwOlJlcG9zaXRvcnkxMTYyMzc4MjM=,lenve/vhr,24809,358,0.014430247087750413
MDEwOlJlcG9zaXRvcnk0Njg3OTA1Nw==,langren1353/GM_script,5562,80,0.01438331535418914
MDEwOlJlcG9zaXRvcnk3NzE4OTA0Mw==,bailicangdu/vue2-elm,15595,224,0.014363578069894196
R_kgDOKHxYbg,Pythagora-io/gpt-pilot,28278,406,0.014357451021995898
MDEwOlJlcG9zaXRvcnkxNzMzMzU3MDY=,apache/dolphinscheduler,6828,98,0.014352665495020504
R_kgDOHlOyUA,winglang/wing,4462,64,0.014343343792021516
MDEwOlJlcG9zaXRvcnk5MjgwNzYxNg==,byoungd/English-level-up-tips,13821,198,0.014326025613197308
MDEwOlJlcG9zaXRvcnkzMDQ5ODEzNDA=,idurar/idurar-erp-crm,5517,79,0.014319376472720682
MDEwOlJlcG9zaXRvcnkyMzc4Njc4ODM=,metersphere/metersphere,11384,163,0.014318341531974702
R_kgDOImYX0A,PlexPt/awesome-chatgpt-prompts-zh,49689,711,0.014309001992392682
,Sangwan5688/BlackHole,9226,132,0.014307392152612184
MDEwOlJlcG9zaXRvcnkzMzE4MzA1OTc=,itcharge/LeetCode-Py,5037,72,0.01429422275163788
MDEwOlJlcG9zaXRvcnkyMDQ5Mzk2OTk=,marblexu/PythonPlantsVsZombies,3644,52,0.014270032930845226
MDEwOlJlcG9zaXRvcnkxNzUzNTUzMTI=,gzc426/Java-Interview,6521,93,0.014261616316515872
MDEwOlJlcG9zaXRvcnkxNTYzNDk4MQ==,godotengine/godot,66742,950,0.014233915675286925
R_kgDOH3-5sA,Vendicated/Vencord,7521,107,0.01422683153835926
MDEwOlJlcG9zaXRvcnkxMTM5Mjg0ODg=,Sycnex/Windows10Debloater,16882,240,0.014216325079966828
MDEwOlJlcG9zaXRvcnkzNzkwNzQ1NjU=,DidierRLopes/GamestonkTerminal,7598,108,0.014214266912345353
MDEwOlJlcG9zaXRvcnkzMDQ3NjY1ODM=,imarvinle/awesome-cs-books,17264,245,0.014191380908248378
MDEwOlJlcG9zaXRvcnk1ODAyODAzOA==,521xueweihan/HelloGitHub,76306,1082,0.014179749954132048
MDEwOlJlcG9zaXRvcnk0NTgwNTg=,symfony/symfony,10793,153,0.014175854720652274
MDEwOlJlcG9zaXRvcnkyODg5MzI4,WordPress/WordPress,7902,112,0.014173626929891167
R_kgDOKqSOig,SawyerHood/draw-a-ui,12912,183,0.014172862453531599
MDEwOlJlcG9zaXRvcnkzMTY5MTM0MTg=,binance/binance-spot-api-docs,3889,55,0.014142453072769349
MDEwOlJlcG9zaXRvcnkzNTU2MDM1MzE=,rd2coding/Road2Coding,6588,93,0.014116575591985429
MDEwOlJlcG9zaXRvcnk1OTk0NDQ1NQ==,MorvanZhou/tutorials,5888,83,0.014096467391304348
MDEwOlJlcG9zaXRvcnkxNTYxMjMyMg==,braziljs/eloquente-javascript,3831,54,0.014095536413469069
MDEwOlJlcG9zaXRvcnkxMjI2OTIzNzc=,houshanren/hangzhou_house_knowledge,8234,116,0.014087928102987613
MDEwOlJlcG9zaXRvcnk4NTI0MTE0OA==,Azgaar/Fantasy-Map-Generator,3550,50,0.014084507042253521
R_kgDOKCUslg,facebookresearch/seamless_communication,9600,135,0.0140625
MDEwOlJlcG9zaXRvcnk4MjM1OTkxMA==,imDazui/Tvlist-awesome-m3u-m3u8,23573,331,0.014041488143214695
R_kgDOJm2SAQ,PromtEngineer/localGPT,18459,259,0.014031095942358742
MDEwOlJlcG9zaXRvcnkyNjQ4MTg2ODY=,ultralytics/yolov5,48479,680,0.014026691969718848
MDEwOlJlcG9zaXRvcnkxMDk0ODQzNjU=,fengdu78/Coursera-ML-AndrewNg-Notes,23058,323,0.014008153352415648
MDEwOlJlcG9zaXRvcnk2MjE1NjQwMw==,QSCTech/zju-icicles,25813,361,0.013985201255181498
R_kgDOI0ic0g,Akegarasu/lora-scripts,3863,54,0.01397877297437225
MDEwOlJlcG9zaXRvcnk0OTAxNjMyMg==,angular/components,8231,115,0.01397157089053578
MDEwOlJlcG9zaXRvcnkyNDM5NTA0MDg=,Anduin2017/HowToCook,62407,870,0.0139407438268143
MDEwOlJlcG9zaXRvcnk0NDg5NzQ2Mg==,JustArchiNET/ArchiSteamFarm,7469,104,0.01392422010978712
MDEwOlJlcG9zaXRvcnk2NDA2MDMxNA==,screetsec/TheFatRat,3880,54,0.013917525773195877
R_kgDOGkh9Bw,adrianhajdin/project_web3.0,4179,58,0.013878918401531467
MDEwOlJlcG9zaXRvcnkyMDE2OTI0NjU=,tranek/GASDocumentation,3892,54,0.013874614594039054
R_kgDOGfQZkg,Johnshall/Shadowrocket-ADBlock-Rules-Forever,11112,154,0.013858891288696905
R_kgDOI1Cqzg,openai/evals,13431,186,0.013848559303104758
MDEwOlJlcG9zaXRvcnk3NTYwNTg5,JeffreySu/WeiXinMPSDK,3615,50,0.013831258644536652
MDEwOlJlcG9zaXRvcnkzMjQyOTUxNDI=,TurboWay/bigdata_analyse,3619,50,0.013815971262779773
MDEwOlJlcG9zaXRvcnkxNjI2MDgzMzg=,FavioVazquez/ds-cheatsheets,9195,127,0.013811854268624251
MDEwOlJlcG9zaXRvcnkxOTY4MTM3NTA=,Light-City/CPlusPlusThings,38311,529,0.013808044686904544
,Fndroid/clash_for_windows_pkg,61906,854,0.01379510871321035
,2004content/rarbg,4355,60,0.013777267508610792
R_kgDOHPusqw,windingwind/zotero-better-notes,4656,64,0.013745704467353952
R_kgDOMA9nfw,karpathy/LLM101n,12461,171,0.01372281518337212
R_kgDOImYTUA,xiaye13579/BBLL,10513,144,0.013697327118805289
R_kgDOKtGaXg,BuilderIO/gpt-crawler,18143,248,0.013669183707214904
R_kgDOLmQQtA,YueChan/Live,4318,59,0.01366373320981936
R_kgDOHLej9w,JunkFood02/Seal,8200,112,0.013658536585365854
R_kgDOMIOhtw,fudan-generative-vision/hallo,5272,72,0.013657056145675266
MDEwOlJlcG9zaXRvcnkxNDMwMDMyNDg=,pingfangx/jetbrains-in-chinese,3664,50,0.013646288209606987
,yuzu-emu/yuzu,32321,441,0.013644379814980971
MDEwOlJlcG9zaXRvcnkxNDQxNDAzNDI=,paritytech/polkadot,7262,99,0.013632608096942991
MDEwOlJlcG9zaXRvcnk1NzA0OTIxMg==,XINCGer/Unity3DTraining,6768,92,0.013593380614657211
R_kgDOKsEXCg,linexjlin/GPTs,25822,351,0.013593060181240802
MDEwOlJlcG9zaXRvcnk2NTg5OTQ3Ng==,espressif/esp-idf,9648,131,0.013577943615257049
MDEwOlJlcG9zaXRvcnkyNDQ2OTQxNzQ=,project-chip/connectedhomeip,7002,95,0.013567552127963439
MDEwOlJlcG9zaXRvcnkxMjA0NDEy,TrinityCore/TrinityCore,4427,60,0.01355319629545968
MDEwOlJlcG9zaXRvcnk0MTg4OTAzMQ==,TeamNewPipe/NewPipe,25316,343,0.013548743877389793
MDEwOlJlcG9zaXRvcnkxNjE4NDA4MTU=,goldmansachs/gs-quant,4725,64,0.013544973544973546
R_kgDOLJuS5A,Stability-AI/StableCascade,6135,83,0.013528932355338223
,pineappleEA/pineapple-src,5470,74,0.013528336380255941
MDEwOlJlcG9zaXRvcnk0MTMzMTc2MQ==,autowarefoundation/autoware,3770,51,0.013527851458885942
MDEwOlJlcG9zaXRvcnk5NDgwMTM4MA==,The-Art-of-Hacking/h4cker,15017,203,0.01351801291869215
MDEwOlJlcG9zaXRvcnkxNzQyOTE2MDY=,zlt2000/microservices-platform,4145,56,0.013510253317249699
MDEwOlJlcG9zaXRvcnk5NzU0OTgz,eugenp/tutorials,23098,312,0.013507663001125639
MDEwOlJlcG9zaXRvcnkyODMzODgx,beefproject/beef,5410,73,0.013493530499075786
MDEwOlJlcG9zaXRvcnkxMjAwMDUw,ariya/phantomjs,3936,53,0.013465447154471545
R_kgDOJ0bG0A,Shaunwei/RealChar,5646,76,0.013460857244066596
R_kgDOJlox8w,lobehub/lobe-chat,34029,458,0.01345910840753475
R_kgDOKNJ1ug,mylxsw/aidea,6242,84,0.013457225248317847
MDEwOlJlcG9zaXRvcnkxODg3MTA0OTA=,davidteather/TikTok-Api,4609,62,0.013451941852896507
MDEwOlJlcG9zaXRvcnkyNTYyNzUx,zxing/zxing,11014,148,0.013437443254040312
MDEwOlJlcG9zaXRvcnkzODY5NjkyNQ==,python-telegram-bot/python-telegram-bot,19208,258,0.013431903373594336
MDEwOlJlcG9zaXRvcnkyMjQ4OTAzMw==,lazyprogrammer/machine_learning_examples,5510,74,0.013430127041742287
MDEwOlJlcG9zaXRvcnk4OTY2MzU2,hashicorp/packer,6863,92,0.0134052163776774
,komeiji-satori/Dress,14406,193,0.013397195612939053
R_kgDOJ7gZzA,google-deepmind/graphcast,4557,61,0.013385999561114768
R_kgDOJ47ESg,Hillobar/Rope,3810,51,0.013385826771653543
MDEwOlJlcG9zaXRvcnkxMzg2MjM4MQ==,DrKLO/Telegram,13905,186,0.0133764832793959
MDEwOlJlcG9zaXRvcnk1OTczODU1,CleverRaven/Cataclysm-DDA,7932,106,0.013363590519415028
MDEwOlJlcG9zaXRvcnkyNDAyMzk0NTE=,blackboxo/CleanMyWechat,3743,50,0.013358268768367619
R_kgDOIkaVVw,PawanOsman/ChatGPT,5021,67,0.013343955387373034
MDEwOlJlcG9zaXRvcnkxMjY0ODY3MDE=,Unity-Technologies/UnityCsReference,6595,88,0.0133434420015163
R_kgDOJC68mQ,xiaoyaocz/dart_simple_live,4726,63,0.013330512060939484
MDEwOlJlcG9zaXRvcnkxMzIzNzQ2OTc=,realpython/materials,4201,56,0.013330159485836705
MDEwOlJlcG9zaXRvcnkyMTY5OTg5NTY=,drawrowfly/tiktok-scraper,4429,59,0.013321291487920524
MDEwOlJlcG9zaXRvcnkzMjU4NzM0OTM=,3b1b/videos,5480,73,0.01332116788321168
MDEwOlJlcG9zaXRvcnkzMjM2NzMxMzA=,pixeltris/TwitchAdSolutions,7058,94,0.013318220459053556
MDEwOlJlcG9zaXRvcnk4NzYyNDg3MA==,forezp/SpringCloudLearning,10440,139,0.013314176245210727
MDEwOlJlcG9zaXRvcnkxOTgwNzE3NTY=,huiyadanli/RevokeMsgPatcher,27241,362,0.013288792628758123
MDEwOlJlcG9zaXRvcnkzNzIwOTYwNTc=,Richasy/Bili.Uwp,8662,115,0.013276379589009466
MDEwOlJlcG9zaXRvcnkzMjE2ODI0NjU=,BeyondDimension/SteamTools,14780,196,0.013261163734776725
MDEwOlJlcG9zaXRvcnk2MDQ5MzEwMQ==,jwasham/coding-interview-university,229841,3042,0.013235236533081566
MDEwOlJlcG9zaXRvcnkzNDE3MTQyMDM=,openai/DALL-E,10805,143,0.013234613604812586
R_kgDOH6U_jQ,tjy-gitnub/win12,6274,83,0.01322919987248964
R_kgDOKmJfrg,antirez/smallchat,7033,93,0.013223375515427271
MDEwOlJlcG9zaXRvcnkxNzI0ODE5Mjg=,londonappbrewery/Flutter-Course-Resources,10590,140,0.013220018885741265
MDEwOlJlcG9zaXRvcnkxNDYxOTAwMjc=,hq450/fancyss,9231,122,0.01321633625826021
R_kgDOJeLKFA,sadmann7/skateshop,5072,67,0.013209779179810725
R_kgDOHP4oZA,ChrisTitusTech/winutil,15031,198,0.01317277626239106
MDEwOlJlcG9zaXRvcnkxMTg4NjEyNzY=,gto76/python-cheatsheet,32218,423,0.013129306598795704
MDEwOlJlcG9zaXRvcnkxMjc3NTIzNjc=,sundowndev/hacker-roadmap,12889,169,0.013111955931414385
MDEwOlJlcG9zaXRvcnkyNzMxMDAxMzk=,Orz-3/QuantumultX,4274,56,0.013102480112306972
MDEwOlJlcG9zaXRvcnkxNTc4NTg1OTc=,Tyrrrz/YoutubeDownloader,7103,93,0.013093059270730676
