repo_id,repo_names,n_stars,n_stars_low_activity,p_stars_low_activity
R_kgDOGFzEQQ,2394425147/maipaddx,585,55,0.09401709401709402
MDEwOlJlcG9zaXRvcnkyOTE3NDQ2ODM=,ine-rmotr-curriculum/FreeCodeCamp-Pandas-Real-Life-Example,1523,143,0.09389363099146422
MDEwOlJlcG9zaXRvcnk1MDUzNzM4,cs50/libcs50,1556,146,0.09383033419023136
MDEwOlJlcG9zaXRvcnkxMzkzOTk0MTc=,fossabot/clash,984,92,0.09349593495934959
MDEwOlJlcG9zaXRvcnkzMDQ0NTM1NzQ=,LinkedInLearning/javascript-essential-training-2832077,1767,165,0.0933786078098472
R_kgDOK7DMTg,mouredev/roadmap-retos-programacion,2906,270,0.0929112181693049
MDEwOlJlcG9zaXRvcnkzMDUyMzQwMzM=,hop-protocol/hop,2945,273,0.09269949066213921
R_kgDOKeWVMQ,Babyhamsta/Aimmy,702,65,0.09259259259259259
MDEwOlJlcG9zaXRvcnkxNzIwODA1MA==,peter-iakovlev/Telegram,692,64,0.09248554913294797
R_kgDOL8opew,WasperAI/Wasper,963,89,0.09241952232606439
R_kgDOGor-YQ,skills/introduction-to-github,4388,404,0.09206927985414767
MDEwOlJlcG9zaXRvcnkxNzM1MjEzMTE=,xd20111/inshackle,544,50,0.09191176470588236
R_kgDOIah5Ww,man-group/ArcticDB,1133,104,0.09179170344218888
,iptv-restream/iptv-channels,1417,130,0.09174311926605505
R_kgDOHV_aFg,Ehviewer-Overhauled/Ehviewer,5314,486,0.0914565299209635
R_kgDOGHxxiw,maboloshi/github-chinese,3997,365,0.09131848886664999
MDEwOlJlcG9zaXRvcnkxNTE0MjIzNA==,genomicsclass/labs,1019,93,0.09126594700686948
R_kgDOJzQBSw,Harry-zklcdc/go-proxy-bingai,3837,350,0.0912170966901225
MDEwOlJlcG9zaXRvcnk5OTMxNjk0OA==,bhattsameer/Bombers,3220,292,0.0906832298136646
MDEwOlJlcG9zaXRvcnkxNTU5NDY2MjU=,pungin/Beanfun,640,58,0.090625
MDEwOlJlcG9zaXRvcnkxMzgyMDQzMTE=,erictraub/Learn-Blockchain-By-Building-Your-Own-In-JavaScript,585,53,0.0905982905982906
MDEwOlJlcG9zaXRvcnkxODc3MTczNjc=,tachiyomiorg/website,720,65,0.09027777777777778
R_kgDOHCncMQ,pk910/PoWFaucet,3647,329,0.09021113243761997
MDEwOlJlcG9zaXRvcnkxNjY3ODQwNTk=,FR13ND8/BRUTEFORCEnew,622,56,0.09003215434083602
,dodois/dosvpn,691,62,0.08972503617945007
MDEwOlJlcG9zaXRvcnkxMTMwNDA3MTA=,feilongfl/Cimoc,2382,213,0.08942065491183879
MDEwOlJlcG9zaXRvcnkyMjM5NTM5OTI=,htr-tech/zphisher,10593,944,0.08911545360143491
R_kgDOI9rn8w,nammayatri/nammayatri,1024,91,0.0888671875
R_kgDOKbrTqw,s2underground/GhostNet,588,52,0.08843537414965986
MDEwOlJlcG9zaXRvcnkyNTM0ODc1NjI=,LAB-MI/deplacement-covid-19,580,51,0.08793103448275862
MDEwOlJlcG9zaXRvcnk5NTE2Nzg5MQ==,marcosrivasr/Curso-PHP-MySQL,696,61,0.08764367816091954
MDEwOlJlcG9zaXRvcnkyMDIxOTU4ODE=,davidjconnelly/trongate-framework,605,53,0.08760330578512397
MDEwOlJlcG9zaXRvcnkyNjgzMjIxNjA=,polymorphic/tesla-model-y-checklist,929,81,0.08719052744886975
MDEwOlJlcG9zaXRvcnkyNDgxNzUxMTg=,MegEngine/MegEngine,5215,454,0.08705656759348035
MDEwOlJlcG9zaXRvcnkzMjk5ODUwNzI=,IRVING-L/Algorithm_fromBilibili,896,78,0.08705357142857142
R_kgDOGpUs4A,RootKit-Org/AI-Aimbot,1244,108,0.08681672025723473
MDEwOlJlcG9zaXRvcnkyMjU1NDczMDU=,amov-lab/Prometheus,2363,205,0.086754126110876
MDEwOlJlcG9zaXRvcnkxNTk0NTE0ODE=,TommyZihao/zihaopython,981,85,0.08664627930682976
MDEwOlJlcG9zaXRvcnk3MDU3MTI5NA==,fluid-player/fluid-player,659,57,0.08649468892261002
R_kgDOKbY0fQ,mouredev/python-web,3123,270,0.08645533141210375
MDEwOlJlcG9zaXRvcnk3ODMwMjIyNg==,hussien89aa/DataStructureAndAlgorithms,637,55,0.08634222919937205
R_kgDOJA_jBA,unisat-wallet/extension,776,67,0.08634020618556701
R_kgDOJeAlsw,SecHex/SecHex-Spoofy,1148,99,0.08623693379790941
R_kgDOJsafUg,MCRcortex/nekodetector,638,55,0.08620689655172414
MDEwOlJlcG9zaXRvcnkxNDM2MTc2MTE=,YuriMiller/CompleteSuicideManual-Zh_CN,828,71,0.08574879227053141
MDEwOlJlcG9zaXRvcnkzMTE4NDU0NjY=,ottomated/CrewLink-server,805,69,0.08571428571428572
MDEwOlJlcG9zaXRvcnk3Nzg1MTU3Mw==,faizann24/wifi-bruteforcer-fsecurify,689,59,0.08563134978229318
R_kgDOHm6G7A,anoma/namada,2477,211,0.08518368994751715
MDEwOlJlcG9zaXRvcnkzNTc4ODUzMTg=,datreeio/datree,5622,477,0.08484525080042689
MDEwOlJlcG9zaXRvcnkzNjUwNjk4MDk=,github/haikus-for-codespaces,1407,119,0.0845771144278607
R_kgDOGgtxww,subsquid/squid-sdk,1076,91,0.0845724907063197
MDEwOlJlcG9zaXRvcnkyODQ5NzU5NTg=,fikrado/fikrado.py,891,75,0.08417508417508418
,Rdmo1/Neptune,1284,108,0.08411214953271028
MDEwOlJlcG9zaXRvcnk3MzU3OTk4,DesignativeDave/androrat,609,51,0.08374384236453201
R_kgDOHmPqUw,xtekky/TikTok-ViewBot,1364,114,0.08357771260997067
,Rdimo/Hazard-Token-Grabber-V2,600,50,0.08333333333333333
MDEwOlJlcG9zaXRvcnkyMTUxMjU0MDQ=,cyberkallan/inshackle-bot,757,63,0.083223249669749
R_kgDOIuaVug,z1069614715/objectdetection_script,4499,373,0.08290731273616359
MDEwOlJlcG9zaXRvcnkzMzU0NTA5ODk=,Skytils/SkytilsMod,1110,92,0.08288288288288288
MDEwOlJlcG9zaXRvcnkzMDgzMDA2NzY=,rphl/corona-widget,736,61,0.08288043478260869
R_kgDOHiam1A,solana-mobile/solana-mobile-stack-sdk,688,57,0.08284883720930232
R_kgDOJhEyKw,strato-emu/strato,1897,157,0.08276225619399051
MDEwOlJlcG9zaXRvcnkxNjU4MjQzNQ==,cyweb/hammer,1443,119,0.08246708246708247
R_kgDOHBmW5Q,lumapu/ahoy,781,64,0.08194622279129321
,tarpetra/welcome-to-darknet,3442,281,0.08163858221963974
,Yunas-pip/Yunas-pip-TradVw-Main,699,57,0.0815450643776824
MDEwOlJlcG9zaXRvcnkxMDk1MTMwNDY=,rafalab/dsbook,908,74,0.08149779735682819
MDEwOlJlcG9zaXRvcnkyOTUzODg1NTU=,microsoft/coe-starter-kit,688,56,0.08139534883720931
MDEwOlJlcG9zaXRvcnk5NzE5NTQ0Mg==,bojiangzhou/lyyzoo-ssms,873,71,0.08132875143184422
,rixon-cochi/Lucifer,644,52,0.08074534161490683
MDEwOlJlcG9zaXRvcnkyOTk4OTQ2NDI=,Annosz/UIInfoSuite2,1315,106,0.0806083650190114
R_kgDOIXY56g,EhViewer-NekoInverter/EhViewer,2313,186,0.08041504539559015
R_kgDOIptBQQ,TavernAI/TavernAI,2028,162,0.07988165680473373
MDEwOlJlcG9zaXRvcnkyMTMzMTA5MA==,4ian/GDevelop,6311,504,0.0798605609253684
R_kgDOIu_m7w,yonggekkk/doprax-xray,991,79,0.07971745711402624
R_kgDOGeZRcA,Shra1V32/TataSky-Playlist-AutoUpdater,728,58,0.07967032967032966
MDEwOlJlcG9zaXRvcnkzNTYzMjc5Nw==,EpicGames/Signup,2077,165,0.07944150216658642
,AaronDinnage/Licensing,1133,90,0.0794351279788173
R_kgDOHud4VA,NirmalScaria/le-git-graph,3375,268,0.07940740740740741
MDEwOlJlcG9zaXRvcnk1NDUwNTMyMA==,colour-science/OpenColorIO-Configs,669,53,0.07922272047832586
R_kgDOGhXsfg,gitdagray/html_course,910,72,0.07912087912087912
,peng-zhihui/peng-zhihui.github.io,823,65,0.07897934386391252
MDEwOlJlcG9zaXRvcnkyMTkxMTg2MTg=,Notsfsssf/pixez-flutter,6976,550,0.07884174311926606
MDEwOlJlcG9zaXRvcnkzNjYyNjE1MA==,jsquared21/Intro-to-Java-Programming,977,77,0.07881269191402251
MDEwOlJlcG9zaXRvcnk0MDg0NjE3MA==,eirannejad/pyRevit,953,75,0.07869884575026233
R_kgDOG-t6Dw,Wizz1337/TikTokMassBotting,726,57,0.07851239669421488
R_kgDOHxC4cw,recloudstream/cloudstream,5990,470,0.07846410684474124
MDEwOlJlcG9zaXRvcnkxMzM5NjYzNDk=,Ryujinx/Ryujinx-Games-List,1101,86,0.07811080835603997
MDEwOlJlcG9zaXRvcnkyOTE3NTkyNTA=,davidarroyo1234/InstagramUnfollowers,2593,202,0.07790204396451986
MDEwOlJlcG9zaXRvcnkyNzQzMDAyNTA=,noob-hackers/ighack,1700,132,0.07764705882352942
R_kgDOLD3BMA,modelscope/agentscope,2633,204,0.07747816179263198
MDEwOlJlcG9zaXRvcnkzMDgyMTEyNTU=,sonr-io/sonr,764,59,0.07722513089005235
R_kgDOGVDQ2g,isanchop/stuhack,1167,90,0.07712082262210797
R_kgDOHWkkNg,sei-protocol/sei-chain,2634,203,0.07706909643128322
MDEwOlJlcG9zaXRvcnkxNTI1NzIxMw==,ldcsaa/HP-Socket,3807,292,0.07670081428946678
MDEwOlJlcG9zaXRvcnkyMDk2ODM5MjU=,JordanSchuetz/LearnCS8-Resume,8660,664,0.0766743648960739
MDEwOlJlcG9zaXRvcnkzODM5NDAwODg=,ShadowMario/FNF-PsychEngine,1204,92,0.07641196013289037
MDEwOlJlcG9zaXRvcnkyOTAwOTcyNzI=,zgwit/iot-master,698,53,0.07593123209169055
R_kgDOGHIJZw,R3nzTheCodeGOD/R3nzSkin,5018,381,0.07592666400956556
,momo5502/boiii,952,72,0.07563025210084033
MDEwOlJlcG9zaXRvcnkyNzY4NjM5NzE=,520coding/confuse,1831,138,0.07536865101037685
MDEwOlJlcG9zaXRvcnkyOTEyNzA4MjA=,evildevill/Devil,916,69,0.07532751091703056
MDEwOlJlcG9zaXRvcnkxODY3ODUyNzY=,romeokienzler/TensorFlow,2736,206,0.07529239766081872
R_kgDOJIwvlQ,kby-ai/FaceRecognition-Android,890,67,0.07528089887640449
MDEwOlJlcG9zaXRvcnkzMDU2NDYzMzA=,devlikeapro/whatsapp-http-api,718,54,0.07520891364902507
MDEwOlJlcG9zaXRvcnkyOTAwMzA5MDg=,kangoka/tiktodv3,719,54,0.07510431154381085
MDEwOlJlcG9zaXRvcnkyMzczNTg3Nzk=,AOF-Dev/MCinaBox,1083,81,0.07479224376731301
R_kgDOJAzspg,base-org/chains,85841,6412,0.07469624072412949
MDEwOlJlcG9zaXRvcnkyMjIzNzU4NTY=,Cocos-BCX/cocos-mainnet,1411,105,0.0744153082919915
MDEwOlJlcG9zaXRvcnkzMzExMDcwMTg=,FuelLabs/sway,67614,5031,0.07440766705120241
R_kgDOJaSRhA,mikumifa/biliTickerBuy,807,60,0.07434944237918216
MDEwOlJlcG9zaXRvcnkyNTM2NDkyMg==,Shopify/themekit,674,50,0.07418397626112759
R_kgDOIv9PiA,krishnaik06/Data-Analyst-Roadmap,701,52,0.07417974322396577
MDEwOlJlcG9zaXRvcnk2NTc3Mzg5Nw==,ray-cast/ray-mmd,1027,76,0.07400194741966894
MDEwOlJlcG9zaXRvcnk5NjY2NTcwOQ==,IAmBlackHacker/Facebook-BruteForce,1732,128,0.07390300230946882
MDEwOlJlcG9zaXRvcnkxMzIzMTE1NDU=,Ha3MrX/InstaBrute,1058,78,0.07372400756143667
R_kgDOHcGAYg,vfsfitvnm/ViMusic,8294,611,0.07366771159874608
MDEwOlJlcG9zaXRvcnkxMTMzMzE2NQ==,LuNiZz/siber-guvenlik-sss,2471,182,0.07365439093484419
MDEwOlJlcG9zaXRvcnkxMDYzNDYzMDE=,gitcoinco/gitcoinco,761,56,0.0735873850197109
MDEwOlJlcG9zaXRvcnkzNDQwMjYzNDY=,thx/gogocode,5350,393,0.07345794392523365
,ChoiceCoin/ChoiceCoin.github.io,956,70,0.07322175732217573
R_kgDOGvMh8w,vasusen-code/SaveRestrictedContentBot,1586,116,0.07313997477931904
R_kgDOJCuOJA,wizwizdev/wizwizxui-timebot,1094,80,0.07312614259597806
,Ayhuuu/Creal-Stealer,836,61,0.0729665071770335
MDEwOlJlcG9zaXRvcnkyMTY2MDc0NDE=,hgjazhgj/FGO-py,1467,107,0.07293796864349011
MDEwOlJlcG9zaXRvcnkxNjkxODcxNTQ=,EhTagTranslation/Database,768,56,0.07291666666666667
MDEwOlJlcG9zaXRvcnkxODkyODI4OTY=,wesbos/beginner-javascript,6913,504,0.07290611890640822
MDEwOlJlcG9zaXRvcnkzNjM4NjY2NDM=,Uahh/ToastFish,4982,363,0.07286230429546367
MDEwOlJlcG9zaXRvcnkxMzM5Nzg1NjA=,CiKu370/OSIF,880,64,0.07272727272727272
MDEwOlJlcG9zaXRvcnkxMzE4ODQ3ODk=,Jigsaw-Code/Intra,990,72,0.07272727272727272
MDEwOlJlcG9zaXRvcnkzNjk1MzgwMzA=,LetsGo666/LetsGo_1,785,57,0.07261146496815286
MDEwOlJlcG9zaXRvcnkxMDYwOTA0OTQ=,Gameye98/Lazymux,2345,170,0.07249466950959488
R_kgDOGtm66A,QuestCraftPlusPlus/QuestCraft,691,50,0.0723589001447178
MDEwOlJlcG9zaXRvcnk1NDE2NDc4Mg==,esc0rtd3w/wifi-hacker,2082,150,0.07204610951008646
MDEwOlJlcG9zaXRvcnkxOTU0MjQ4MTY=,stacklikemind/deepnude_official,1999,144,0.0720360180090045
MDEwOlJlcG9zaXRvcnkxMTYyMDY2OQ==,CodeHubApp/CodeHub,4749,340,0.07159401979364077
MDEwOlJlcG9zaXRvcnkzMjgwNjI5MjU=,likeshop-github/likeshop,741,53,0.07152496626180836
MDEwOlJlcG9zaXRvcnk2OTAyNzY1MQ==,NightscoutFoundation/xDrip,1042,74,0.0710172744721689
R_kgDOIt-QNA,mouredev/hello-git,7561,533,0.07049332098928714
R_kgDOJjwezg,OffchainLabs/arbitrum,1677,118,0.07036374478234943
R_kgDOIFklQg,fetchai/uAgents,1029,72,0.06997084548104957
R_kgDOLzCb8Q,tangzhiyao/boss-show-time,745,52,0.0697986577181208
MDEwOlJlcG9zaXRvcnkyNDk0Nzc2Mjc=,LGLTeam/Android-Mod-Menu,848,59,0.0695754716981132
R_kgDOKqiK9w,31b4/Leetcode-Premium-Bypass,3579,249,0.06957250628667226
,All-In-Tools/Telegram-Adder-Scraper_BulkMessageSender-Forwarder-FakeViews-Reporter-ChannelCopy_All-In-1-Tool-2024,734,51,0.06948228882833787
MDEwOlJlcG9zaXRvcnkyNzI3MzEzODY=,l0o0/jasminum,4987,346,0.06938038901142972
R_kgDOHmU15w,willwulfken/MidJourney-Styles-and-Keywords-Reference,11299,783,0.06929816797946721
MDEwOlJlcG9zaXRvcnkxNTUzNTMzNjA=,WeBankFinTech/WeIdentity,984,68,0.06910569105691057
MDEwOlJlcG9zaXRvcnkxNDE0MjE2MTU=,imfht/fanhaodaquan,3913,270,0.06900076667518527
R_kgDOHjf5fg,tbnobody/OpenDTU,1653,114,0.06896551724137931
R_kgDOHba8AA,addi00000/empyrean,1178,81,0.06876061120543293
R_kgDOG-4qcg,bdvajstudio/javdb,2272,156,0.06866197183098592
MDEwOlJlcG9zaXRvcnk5ODcxNDkyOA==,Magisk-Modules-Repo/busybox-ndk,904,62,0.06858407079646017
,MicrosoftLearning/AZ-103-MicrosoftAzureAdministrator,907,62,0.06835722160970231
R_kgDOLHElDw,bia-pain-bache/BPB-Worker-Panel,1896,129,0.0680379746835443
MDEwOlJlcG9zaXRvcnkzMDE1MjUxNDg=,uzair-ashraf/genshin-impact-wish-simulator,767,52,0.06779661016949153
MDEwOlJlcG9zaXRvcnkzODI3OTIyNw==,google/omaha,1757,119,0.06772908366533864
,milokarlsen/AI-trading-bot,1774,120,0.06764374295377677
,jmthonar/pack,1317,89,0.06757782839787396
MDEwOlJlcG9zaXRvcnkxNzE3MjkwNTM=,MAFINS/MenyooSP,814,55,0.06756756756756757
,vcheckzen/KeepAliveE5,1946,131,0.06731757451181912
MDEwOlJlcG9zaXRvcnkyNzk1MzYyNjQ=,VladislavEremeev/QA_bible,1248,84,0.0673076923076923
MDEwOlJlcG9zaXRvcnkxMDYwMTc3NDg=,importCTF/Instagram-Hacker,937,63,0.0672358591248666
MDEwOlJlcG9zaXRvcnkxNDQ3MjgyNjE=,matanki-saito/EU4dll,878,59,0.06719817767653759
MDEwOlJlcG9zaXRvcnkxNjgzMTE2MDk=,chillzhuang/SpringBlade,6185,413,0.06677445432497979
MDEwOlJlcG9zaXRvcnkzNjI5MDU1MA==,panaverse/learn-typescript,839,56,0.066746126340882
MDEwOlJlcG9zaXRvcnkxOTAzMTM4NjY=,JunioJsv/mtk-easy-su,886,59,0.06659142212189616
MDEwOlJlcG9zaXRvcnkxNTc1NTQ0Nzk=,layer5io/meshery,767,51,0.06649282920469361
R_kgDOH0S15Q,LSPosed/MagiskOnWSALocal,9592,637,0.0664095079232694
MDEwOlJlcG9zaXRvcnkzNjUzNjcxMjA=,sunflower-land/sunflower-land,1011,67,0.06627101879327399
R_kgDOJjAiXA,rhunk/SnapEnhance,1087,72,0.06623735050597976
R_kgDOHNi44w,hongchacha/cartoon,2707,179,0.06612486147026228
R_kgDOG14sPg,sec-an/Better-Auto-XXQG,788,52,0.06598984771573604
MDEwOlJlcG9zaXRvcnkyODA3Nzk5Nzc=,xuan32546/IOS13-SimulateTouch,1365,90,0.06593406593406594
MDEwOlJlcG9zaXRvcnkyNTg5NzMxNDg=,LmeSzinc/AzurLaneAutoScript,6251,411,0.06574948008318669
MDEwOlJlcG9zaXRvcnkzMzI5NDMxNw==,apache/singa,1659,109,0.06570223025919228
MDEwOlJlcG9zaXRvcnkzMDc1NzMwOTU=,k0rnh0li0/onlyfans-dl,884,58,0.06561085972850679
MDEwOlJlcG9zaXRvcnkzMzMzMTI0Nw==,cirosantilli/china-dictatorship,3007,196,0.06518124376454938
MDEwOlJlcG9zaXRvcnkxMTg1MjkwMDc=,games50/pong,804,52,0.06467661691542288
MDEwOlJlcG9zaXRvcnk4Nzg2OTEy,phonegap/phonegap-app-developer,835,54,0.06467065868263473
MDEwOlJlcG9zaXRvcnkyMDYzMDA5MjU=,PathOfBuildingCommunity/PathOfBuilding,3434,222,0.0646476412347117
R_kgDOKC5SLA,Zzaphkiel/Seraphine,1427,92,0.0644709180098108
MDEwOlJlcG9zaXRvcnk1MjQyMDAwNQ==,griddb/griddb,1536,99,0.064453125
MDEwOlJlcG9zaXRvcnkyNTQ4Njk0MDk=,techchipnet/CamPhish,3090,199,0.06440129449838188
MDEwOlJlcG9zaXRvcnkzMDk3ODUwMTI=,BetterDiscord/Installer,2115,136,0.06430260047281323
MDEwOlJlcG9zaXRvcnkyOTE1MDQ4NDk=,Hackertrackersj/Instabruteforce,1182,76,0.06429780033840947
MDEwOlJlcG9zaXRvcnk0MDMzMTQzOTU=,48d31kh413k/1337-Piscine-42,1120,72,0.06428571428571428
MDEwOlJlcG9zaXRvcnk5MDgwODk1Mw==,wsk1103/Used-Trading-Platform,997,64,0.0641925777331996
R_kgDOJN4Pvg,SuhailTechInfo/Suhail-Md,3588,230,0.0641025641025641
MDEwOlJlcG9zaXRvcnkxNjM5NDE3MzI=,girls-in-ai/Girls-In-AI,1716,110,0.0641025641025641
MDEwOlJlcG9zaXRvcnkyNjQ0NDcxNjg=,ndroi/easy163,2949,189,0.06408952187182096
MDEwOlJlcG9zaXRvcnkzODg2OTY1,bitcoin-wallet/bitcoin-wallet,2294,147,0.06408020924149957
MDEwOlJlcG9zaXRvcnkxOTM4MjM5MzY=,ZCSSR/url,813,52,0.06396063960639606
R_kgDOHiPftw,sczhou/CodeFormer,13812,883,0.06392991601505937
R_kgDOI58uSA,Bkebi-Group/Bkebi-GC-Release,848,54,0.06367924528301887
R_kgDOHPOWMg,Nerver4Ever/SevenSha1UIAdvancedHelper,1901,121,0.06365071015255129
R_kgDOKi4nXA,simondankelmann/Bluetooth-LE-Spam,3538,225,0.06359525155455059
R_kgDOL2j5cQ,IcarusRyy/NewJob,977,62,0.06345957011258956
MDEwOlJlcG9zaXRvcnkxMTkwMTgyMDc=,in28minutes/java-a-course-for-beginners,930,59,0.06344086021505377
R_kgDOJEdt9g,GaiZhenbiao/ChuanhuChatGPT,14559,918,0.06305378116628889
MDEwOlJlcG9zaXRvcnkyMjczMzU2OTY=,TDuckCloud/tduck-platform,1064,67,0.06296992481203008
MDEwOlJlcG9zaXRvcnkyMDM1MDQyNDQ=,"victornpb/undiscord,victornpb/deleteDiscordMessages",5591,352,0.06295832588087999
MDEwOlJlcG9zaXRvcnk1OTQ1NTg3Ng==,xiaolai/xiaolai.github.io,1366,86,0.0629575402635432
MDEwOlJlcG9zaXRvcnkzMzkzMDc0NTQ=,jiayaoO3O/18-comic-finder,1779,112,0.0629567172568859
MDEwOlJlcG9zaXRvcnkzMTY2MjY3NjY=,TwitchRecover/TwitchRecover,1037,65,0.0626808100289296
MDEwOlJlcG9zaXRvcnkxOTQzNTIwOTM=,EhTagTranslation/EhSyringe,2723,170,0.06243114212265883
MDEwOlJlcG9zaXRvcnkzMjQ0MDMyNzg=,Winderton/xplatform,898,56,0.062360801781737196
R_kgDOHwd5og,pizzaboxer/bloxstrap,1369,85,0.0620891161431702
R_kgDOH_dVng,ehmatthes/pcc_3e,937,58,0.061899679829242264
R_kgDOJXroQA,nutsfinance/tapio-eth,1117,69,0.06177260519247986
MDEwOlJlcG9zaXRvcnkxMzM2ODcxMTM=,XITRIX/iTorrent,1797,111,0.06176961602671119
R_kgDOHRw9-A,lanlankaoyanshan/408Bester,1155,71,0.06147186147186147
R_kgDOG9EDHg,DefiLlama/chainlist,2198,135,0.061419472247497726
,21Z/Microsoft-Office-2021,994,61,0.0613682092555332
MDEwOlJlcG9zaXRvcnkxNjcyMTYyOTQ=,clown-coding/vpn,3037,186,0.06124464932499177
R_kgDOHQwP6A,Reiten966/Polyformer,948,58,0.06118143459915612
R_kgDOHfXsnw,shivaya-dav/DogeRat,1131,69,0.0610079575596817
R_kgDOG9dWeQ,getaurora/download,3773,230,0.06095944871455076
R_kgDOGoBBCA,ContractWolf/smart-contract-audits,821,50,0.06090133982947625
MDEwOlJlcG9zaXRvcnkyMzI5NzE5MDY=,ErLinErYi/PlantsVsZombies,1792,109,0.060825892857142856
MDEwOlJlcG9zaXRvcnk2Njk2MjE3OQ==,pnp/sp-dev-fx-webparts,1020,62,0.060784313725490195
MDEwOlJlcG9zaXRvcnkxMDE1NDYxNTE=,withstars/Books-Management-System,1005,61,0.06069651741293532
MDEwOlJlcG9zaXRvcnkxNDUxMDI0OTU=,ElrondNetwork/elrond-go,907,55,0.06063947078280044
MDEwOlJlcG9zaXRvcnkzMjA5MjE5ODM=,tytydraco/LADB,1700,103,0.060588235294117644
MDEwOlJlcG9zaXRvcnkxNDM3MDMwNTM=,rajkumardusad/IP-Tracer,2047,124,0.060576453346360526
MDEwOlJlcG9zaXRvcnkyMTE2NjY=,nodejs/node-v0.x-archive,1042,63,0.060460652591170824
MDEwOlJlcG9zaXRvcnkyNDU3MTM2ODM=,krlvm/PowerTunnel-Android,977,59,0.06038894575230297
MDEwOlJlcG9zaXRvcnkzOTM0Mjg2MDE=,phcode-dev/phoenix,1325,80,0.06037735849056604
,KasRoudra/PyPhisher,2885,174,0.06031195840554593
MDEwOlJlcG9zaXRvcnkxMjI5NDc0NjM=,wanzhenchn/EndNote_Tutorial_Hand_by_Hand,1029,62,0.06025267249757046
MDEwOlJlcG9zaXRvcnkxODgwODk1NzY=,ARKInvest/ARK-Invest-Tesla-Valuation-Model,1147,69,0.06015693112467306
MDEwOlJlcG9zaXRvcnkzNTMyNTE2NzU=,Zer0-bit/gaggiuino,1716,103,0.060023310023310024
R_kgDOHWJW_w,ZhaJiHu/Cubli_Mini,1133,68,0.06001765225066196
MDEwOlJlcG9zaXRvcnkzNzk5NDA0MjI=,jonasschmedtmann/html-css-course,2586,155,0.059938128383604024
MDEwOlJlcG9zaXRvcnkyMDAyNzE5NTA=,actions/first-interaction,869,52,0.05983889528193326
MDEwOlJlcG9zaXRvcnkyNjM3OTE5OTU=,Data-Learn/data-engineering,1120,67,0.059821428571428574
MDEwOlJlcG9zaXRvcnkxOTY5MTM1MDk=,weihuoya/citra,2158,129,0.0597775718257646
MDEwOlJlcG9zaXRvcnkxMTYwNTYyNjU=,gushmazuko/metasploit_in_termux,1540,92,0.05974025974025974
R_kgDOHqFqZA,martinshkreli/models,1139,68,0.05970149253731343
MDEwOlJlcG9zaXRvcnkxMjM0NTg1NTE=,jackfrued/Python-100-Days,116982,6924,0.05918859311688978
,kunal-kushwaha/kunal-kushwaha,898,53,0.05902004454342984
R_kgDOGi26fA,tonquer/JMComic-qt,1712,101,0.05899532710280374
,JMTHON-AR/jmthon,1903,112,0.058854440357330534
MDEwOlJlcG9zaXRvcnkxNDQyOTQ4OTk=,Ranginang67/DarkFly-Tool,1326,78,0.058823529411764705
,ckz8780/market-toolkit,3151,185,0.058711520152332594
MDEwOlJlcG9zaXRvcnk1MjcyODUxNw==,programthink/zhao,9634,563,0.058438862362466266
R_kgDOJnT91A,bazingagin/npc_gzip,1832,107,0.0584061135371179
MDEwOlJlcG9zaXRvcnkzNjM3NjUyNDc=,KoboldAI/KoboldAI-Client,3345,195,0.05829596412556054
MDEwOlJlcG9zaXRvcnkxODMzMzcxNzg=,tabarra/txAdmin,878,51,0.05808656036446469
MDEwOlJlcG9zaXRvcnkyOTI0ODE4OTI=,saurabh618/All-Python-codes-of-ZTM-course-by-Andrei-Neagoie,1088,63,0.057904411764705885
MDEwOlJlcG9zaXRvcnkyMjQ5MDczMjQ=,kyleskom/NBA-Machine-Learning-Sports-Betting,1124,65,0.05782918149466192
MDEwOlJlcG9zaXRvcnk2NDM4ODcyNA==,BCN3D/BCN3D-Moveo,865,50,0.057803468208092484
MDEwOlJlcG9zaXRvcnkyMzcwMDc1Mjk=,MicrosoftLearning/AZ-104-MicrosoftAzureAdministrator,3484,201,0.057692307692307696
R_kgDOGdyKKw,TeamYukki/YukkiMusicBot,1146,66,0.05759162303664921
MDEwOlJlcG9zaXRvcnkyOTEzNzEwMzk=,mindskip/xzs,3457,199,0.05756436216372578
MDEwOlJlcG9zaXRvcnkzNjYzNzY5NTg=,undergroundwires/CEH-in-bullet-points,904,52,0.05752212389380531
R_kgDOHQkh2w,useragents/Zefoy-TikTok-Automator,1028,59,0.057392996108949414
MDEwOlJlcG9zaXRvcnkyNDkwNDI2MjI=,TeamVanced/VancedMicroG,1797,103,0.057317751808569836
,KasRoudra/MaxPhisher,1031,59,0.05722599418040737
MDEwOlJlcG9zaXRvcnkxNDEwNjc4MjY=,goatfungus/NMSSaveEditor,1451,83,0.057201929703652656
R_kgDOHZE2Mg,I-Am-Jakoby/Flipper-Zero-BadUSB,4564,261,0.05718667835232252
MDEwOlJlcG9zaXRvcnkyMjIxNDQ1ODE=,AngelSecurityTeam/Cam-Hackers,1892,108,0.05708245243128964
MDEwOlJlcG9zaXRvcnkyNzEyMTM3MzI=,archtaurus/RetroPieBIOS,1298,74,0.05701078582434515
MDEwOlJlcG9zaXRvcnk3NTg4MjE3Mg==,Netflix/conductor,11617,662,0.05698545235430834
